frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,fixed_pocket_contact_count_4A,all_protein_contact_count_4A,fixed_pocket_min_distance_A,all_protein_min_distance_A,ligand_COM_to_fixed_pocket_center_A
0,10.000000029814057,4.054763188923685e-07,4.055764161799297e-07,34,34,3.2579137381000183,3.2579137381000183,5.994801998138428
1,20.000000059628114,0.8660459209818131,0.999617485026671,36,36,3.129566262339524,3.129566262339524,5.783450126647949
2,30.00000008944217,0.7781780484423287,1.8329534868123685,32,32,3.142699060855199,3.142699060855199,5.928451061248779
3,40.00000011925623,0.9736681645173222,1.5611710906477803,45,45,2.9542458911328855,2.9542458911328855,5.524669170379639
4,50.00000014907029,1.0196205024515568,1.5324597694225308,49,49,2.7600754508667698,2.7600754508667698,5.342126369476318
5,60.00000017888434,1.1950538544148732,1.7293188879461758,17,17,2.972603896025749,2.972603896025749,6.082510948181152
6,70.0000002086984,1.0656058603602987,3.665617708125358,11,11,3.1653811494221245,3.1653811494221245,7.614855766296387
7,80.00000023851246,1.234681240209995,5.101019654047886,18,18,3.177969306131004,3.177969306131004,7.600517272949219
8,90.00000026832652,1.1563567181564594,4.7875127783005125,13,13,3.3451935317036656,3.3451935317036656,7.925420761108398
9,100.00000029814058,1.2864358831155125,4.450090188392612,10,10,3.3562301212959538,3.3562301212959538,7.987393856048584
10,110.00000032795462,1.2232329025283433,4.280118006426005,16,16,3.1811720353089723,3.1811720353089723,7.976627826690674
11,120.00000035776868,1.2808665843073301,4.854325994336676,14,14,3.191716133477703,3.191716133477703,8.292879104614258
12,130.00000038758273,1.1925949849174369,4.760781647316081,28,28,3.2844092874998747,3.2844092874998747,7.6848225593566895
13,140.0000004173968,1.380288022128401,4.647180374788233,14,14,3.4264966644268364,3.4264966644268364,8.231233596801758
14,150.00000044721085,1.3248823687799836,4.457771750852021,6,6,3.3884991669127826,3.3884991669127826,8.015356063842773
15,160.0000004770249,1.4201548301758524,4.132921170512134,22,22,2.9361537546258596,2.9361537546258596,7.653007507324219
16,170.00000050683897,1.3430793220583592,4.02431303900527,17,17,3.3262372520443098,3.3262372520443098,7.392097473144531
17,180.00000053665303,1.3021678687268232,4.243476979066961,13,13,3.370686358698277,3.370686358698277,7.733036518096924
18,190.0000005664671,1.257212212557695,3.9818062289980847,19,19,3.348259254607758,3.348259254607758,7.577357769012451
19,200.00000059628115,1.3446952171986029,4.806708161296995,13,13,3.213837070377522,3.213837070377522,8.158855438232422
20,210.0000006260952,1.3953184747809442,4.374205063571298,12,12,3.6431718644079663,3.6431718644079663,8.237597465515137
21,220.00000065590925,1.3892584914140578,3.7701833404662795,6,6,3.7866042426718303,3.7866042426718303,7.901210784912109
22,230.0000006857233,1.368343265222914,4.017413987752235,15,15,3.2548642911713177,3.2548642911713177,7.70425271987915
23,240.00000071553737,1.4088615707684575,4.451497190391234,7,7,3.669839330992571,3.669839330992571,8.49969482421875
24,250.00000074535143,1.4153494039251777,4.390549106459748,11,11,3.494027915161141,3.494027915161141,8.367384910583496
25,260.00000077516546,1.364405874507375,4.6595788046019075,10,10,3.303848170716108,3.303848170716108,8.515934944152832
26,270.00000080497955,1.372691641724732,4.693897391531524,8,8,3.494146965785303,3.494146965785303,8.172015190124512
27,280.0000008347936,1.4419394432945922,4.969970847330194,10,10,3.1083613449574905,3.1083613449574905,9.051878929138184
28,290.00000086460767,1.479439421406956,4.718793990744102,12,12,3.360891531935549,3.360891531935549,8.406638145446777
29,300.0000008944217,1.5480856287338742,4.471596839637952,6,6,3.540265772461789,3.540265772461789,8.592249870300293
30,310.0000009242358,1.4662514070603248,4.669156743414873,2,2,3.837476776594155,3.837476776594155,8.90828800201416
31,320.0000009540498,1.3068649438621183,4.330984856066297,6,6,3.397933903832741,3.397933903832741,8.173951148986816
32,330.00000098386386,1.3311351811063958,4.455460056355844,5,5,3.459934263475314,3.459934263475314,7.889875888824463
33,340.00000101367795,1.405644235358507,4.931164007484253,14,14,3.239657167141072,3.239657167141072,8.468198776245117
34,350.000001043492,1.383490733314818,4.574395944366446,12,12,3.3891413146388634,3.3891413146388634,8.577325820922852
35,360.00000107330607,1.3886886037472497,4.475866998274616,13,13,3.28842059978311,3.28842059978311,8.498087882995605
36,370.0000011031201,1.489706101262176,4.228301542898919,8,8,3.401919256686904,3.401919256686904,8.3167724609375
37,380.0000011329342,1.2877908679422425,4.4338579745290705,5,5,3.524111209129599,3.524111209129599,8.422557830810547
38,390.0000011627482,1.4413564884186083,4.0364677921064605,16,16,3.5222545393640448,3.5222545393640448,7.913514137268066
39,400.0000011925623,1.4411372660507906,3.6800917212929294,12,12,3.4194854720605683,3.4194854720605683,7.872519016265869
40,410.00000122237634,1.324204518723087,3.3137038000305163,15,15,3.278808054548026,3.278808054548026,7.5269856452941895
41,420.0000012521904,1.5171899814602412,3.5784816835284063,7,7,3.595776992970228,3.595776992970228,7.763838291168213
42,430.00000128200446,1.479798168498567,3.519963659847861,12,12,3.2638231706164644,3.2638231706164644,7.215759754180908
43,440.0000013118185,1.4676342972303387,3.5899709753113047,10,10,3.186591143154318,3.186591143154318,7.871602535247803
44,450.0000013416326,1.4982452890257254,4.287128859436406,7,7,3.6476007022398966,3.6476007022398966,7.913518905639648
45,460.0000013714466,1.4093886760817205,4.903373190328666,8,8,3.3520824768280657,3.3520824768280657,8.557522773742676
46,470.0000014012607,1.4526045764461109,4.24479976663601,9,9,3.6386791216108003,3.6386791216108003,7.883347988128662
47,480.00000143107474,1.437597743490014,4.146823971679634,21,21,3.1479994256171593,3.1479994256171593,7.612794876098633
48,490.00000146088877,1.4043935458937693,4.990069896890839,9,9,3.4138385733200427,3.4138385733200427,8.749100685119629
49,500.00000149070286,1.3782114879266065,4.275926407556731,23,23,2.9837415113664303,2.9837415113664303,7.669843673706055
50,510.0000015205169,1.465902210849437,4.3496910117752625,21,21,3.072084662594329,3.072084662594329,7.7988691329956055
51,520.0000015503309,1.4336069400679579,4.157073651090348,23,23,3.14708923534959,3.14708923534959,7.600100040435791
52,530.0000015801451,1.3317423277355478,4.390954352947334,20,20,3.252090530215789,3.252090530215789,7.6967926025390625
53,540.0000016099591,1.4329805716320072,4.543653910263057,18,18,3.0914898328392155,3.0914898328392155,7.452284812927246
54,550.0000016397731,1.3861571112641358,4.747160456636086,16,16,3.3411223193455384,3.3411223193455384,8.490638732910156
55,560.0000016695872,1.406573003330647,4.700069141103917,25,25,3.2323060308541245,3.2323060308541245,7.800466060638428
56,570.0000016994012,1.494675775197128,4.789107590288746,18,18,3.2274253098447363,3.2274253098447363,8.259279251098633
57,580.0000017292153,1.502563000262368,4.98641685016262,15,15,3.30397352181203,3.30397352181203,8.234129905700684
58,590.0000017590294,1.679558113460544,4.794242832279748,14,14,3.361589796354942,3.361589796354942,8.186197280883789
59,600.0000017888434,1.452550685067189,4.638247436020072,11,11,3.4634961764064918,3.4634961764064918,8.334479331970215
60,610.0000018186574,1.5718690107761355,4.0353740238588545,12,12,3.4045560084652635,3.4045560084652635,7.666415214538574
61,620.0000018484716,1.591555026571353,4.423284085514953,18,18,3.554262287179139,3.554262287179139,8.05957317352295
62,630.0000018782856,1.6332032027443495,4.146979331603172,12,12,3.5041191655253434,3.5041191655253434,7.771428108215332
63,640.0000019080996,1.5778336262065826,4.59457633998473,15,15,3.319802467167878,3.319802467167878,7.718530654907227
64,650.0000019379137,1.597160561279738,3.760082334274793,15,15,3.5031450503287007,3.5031450503287007,7.577642917633057
65,660.0000019677277,1.5662933877818976,4.24372824570862,8,8,3.161167013926565,3.161167013926565,7.830761909484863
66,670.0000019975419,1.5507571776022002,4.710650538439769,17,17,3.3955437278430645,3.3955437278430645,8.069073677062988
