frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,ligand_protein_min_distance_A,ligand_protein_contact_count_4A
65,660.0000019677277,2.164680949065467,7.802897276259884,3.224708565695683,8
66,670.0000019975419,2.4153887918156585,69.4876201225439,1.5105589831444728,14
67,680.0000020273559,2.3701406515291206,7.660547434256441,3.1678664864442787,10
68,690.0000020571699,2.307540281662759,7.796337909730517,3.1626065845028943,16
69,700.000002086984,2.166311700977675,8.418516657255731,3.250485379777786,16
70,710.0000021167981,2.262276057627039,8.572539676710248,3.330934373766673,16
71,720.0000021466121,2.092013787534726,8.296883312775334,3.1276926402578655,14
72,730.0000021764262,2.3881718947566184,8.67271231637781,3.2642096797478506,18
73,740.0000022062402,2.470227115922598,8.392833181578203,3.247831569253144,19
74,750.0000022360542,2.387325565480835,68.61620639517994,2.468837627357495,11
75,760.0000022658684,2.441971839554047,68.24597978036005,3.3970953018296557,2
76,770.0000022956824,2.226077830688721,8.652335012815625,3.3328595544271398,12
77,780.0000023254964,2.201027519295529,68.9308909803125,3.7968634659047056,1
78,790.0000023553105,2.310301457930586,69.07205789040175,2.501777221959666,15
79,800.0000023851246,2.3951581335446552,68.89475916183746,2.8961524165604007,2
80,810.0000024149386,2.3071034428892228,69.26158851243909,3.428123341772423,1
81,820.0000024447527,2.2709756796794647,69.26021212364434,2.6569033969896685,7
82,830.0000024745667,2.3004904399786583,68.8450052267009,2.771456258290876,4
83,840.0000025043807,2.416662326573396,69.1192648923428,3.40551616334279,2
84,850.0000025341949,2.4008363634172207,68.30665187642933,4.3342709239021335,0
85,860.0000025640089,2.3369016092738635,68.26524697234863,4.26777504703531,0
86,870.000002593823,2.4060544116862355,68.4579179641162,2.899758226946672,2
87,880.000002623637,2.343909893594959,69.10673803678398,1.694024291582014,19
88,890.000002653451,2.180649990244449,67.98830890708125,2.414971408041418,18
89,900.0000026832652,2.326442106102807,68.08889368453607,1.6292046491834336,35
90,910.0000027130792,2.328079248329151,67.60678766164266,3.328754793588916,4
91,920.0000027428932,2.281448536550054,67.43465064807755,3.527015742947692,7
92,930.0000027727073,2.2637020213248915,66.708482917135,2.8503715378321584,4
93,940.0000028025214,2.280165016000204,66.44304687097481,2.7899668131322337,4
94,950.0000028323354,2.240978131917679,65.65681765986695,3.997369856727782,1
95,960.0000028621495,2.409359210271306,65.76333599823192,3.246286224056469,6
96,970.0000028919635,2.4004770369842894,66.25881832326165,4.132247242998067,0
97,980.0000029217775,2.3348462331488897,65.75950740776561,3.7064845161893776,1
98,990.0000029515917,2.378367316780088,65.67573356542077,3.3742206705580204,3
99,1000.0000029814057,2.2483758516537526,65.79469083562759,3.2083749369902064,3
