frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,fixed_pocket_contact_count_4A,all_protein_contact_count_4A,fixed_pocket_min_distance_A,all_protein_min_distance_A,ligand_COM_to_fixed_pocket_center_A
0,10.000000029814057,3.7135547837571234e-07,3.8418010755165756e-08,28,28,3.1638377677968266,3.1638377677968266,5.908683776855469
1,20.000000059628114,0.756983415632048,0.866398060044129,28,28,3.3739727255399297,3.3739727255399297,6.070745468139648
2,30.00000008944217,0.8893508716032213,2.4663501060929813,33,33,3.1410542055349215,3.1410542055349215,6.462454319000244
3,40.00000011925623,0.8084511072555796,2.216751608136926,22,22,3.2601520289927866,3.2601520289927866,6.468432903289795
4,50.00000014907029,1.0833878760838624,2.734900200889638,25,25,3.1609649769876147,3.1609649769876147,6.5465087890625
5,60.00000017888434,1.1128960315061078,2.629921724415378,21,21,3.383906000971218,3.383906000971218,6.606454372406006
6,70.0000002086984,1.3687116553666252,3.238035171481871,23,23,2.862467223970119,2.862467223970119,6.323550224304199
7,80.00000023851246,1.2467586262130494,3.056724083654054,24,24,3.0517219122606396,3.0517219122606396,5.99626350402832
8,90.00000026832652,1.236935972054848,3.1085869025571933,26,26,3.2051321358387748,3.2051321358387748,5.891253471374512
9,100.00000029814058,1.1985799773137777,2.8076664167033605,20,20,3.332654885962513,3.332654885962513,6.053122043609619
10,110.00000032795462,1.3335799657963476,3.1718919765169615,29,29,3.133278481629372,3.133278481629372,5.614234924316406
11,120.00000035776868,1.2191807357229587,3.6811599757396185,17,17,3.4886844973695936,3.4886844973695936,7.133500576019287
12,130.00000038758273,1.232529557715515,3.9803850686297406,12,12,3.225103027263936,3.225103027263936,6.823680877685547
13,140.0000004173968,1.2618084195275283,3.1275374659504935,16,16,3.3595659989120708,3.3595659989120708,6.175776481628418
14,150.00000044721085,1.2376944384893604,2.4285370067853855,9,9,3.3484777194978848,3.3484777194978848,6.170620918273926
15,160.0000004770249,1.1537309232685395,2.551244049567915,29,29,3.3137482614131257,3.3137482614131257,6.2661871910095215
16,170.00000050683897,1.325691661419983,2.513627357985222,36,36,3.2474872717262393,3.2474872717262393,5.72387170791626
17,180.00000053665303,1.3536320282308292,2.8792254947446434,28,28,3.1375034860126942,3.1375034860126942,5.8988471031188965
18,190.0000005664671,1.359015887741371,2.6150702402141004,20,20,3.197122175449119,3.197122175449119,6.5950927734375
19,200.00000059628115,1.4478342471008396,2.6447919944552565,17,17,3.2428055511279283,3.2428055511279283,6.434599876403809
20,210.0000006260952,1.51746859041857,3.506084620573535,27,29,2.7041724416812336,2.7041724416812336,6.096230983734131
21,220.00000065590925,1.4670413395817923,2.9287601200608133,41,45,3.0395863450261134,3.0395863450261134,5.187852382659912
22,230.0000006857233,1.44901549186576,3.1103322993180242,26,30,2.773483580494556,2.773483580494556,5.777263164520264
23,240.00000071553737,1.4730465776813535,2.907431947690127,21,21,2.9982089196147643,2.9982089196147643,6.28170919418335
24,250.00000074535143,1.5915007881695025,3.281099105387694,29,31,2.7681904004622524,2.7681904004622524,5.265288829803467
25,260.00000077516546,1.6101306699661022,3.4686110537957613,46,50,2.7696640644828747,2.7696640644828747,5.128356456756592
26,270.00000080497955,1.6338967222805334,3.6427259567366974,16,19,2.7065139809471184,2.7065139809471184,5.684004783630371
27,280.0000008347936,1.6675681363986876,3.5392483609198613,17,19,2.8790615063810874,2.8790615063810874,5.726047039031982
28,290.00000086460767,1.638985791485162,3.890097285551597,37,39,2.819979020056837,2.819979020056837,5.662553787231445
29,300.0000008944217,1.6447641637802541,3.6657086329184976,27,28,2.935394838768205,2.935394838768205,5.85374116897583
30,310.0000009242358,1.628495517934779,3.54220968043629,31,34,2.707173480321248,2.707173480321248,5.351439476013184
31,320.0000009540498,1.6637656815695783,3.4058434948231446,41,44,2.8429582876738433,2.8429582876738433,5.737376689910889
32,330.00000098386386,1.649367483065278,4.354461782545797,28,31,2.7098370781196652,2.7098370781196652,5.671134948730469
33,340.00000101367795,1.6849489402433386,3.992134332571131,35,40,2.874536684747272,2.874536684747272,5.651759147644043
34,350.000001043492,1.6899800770696067,3.528169453017817,34,37,2.6759267509618914,2.6759267509618914,5.182408809661865
35,360.00000107330607,1.7816434279973994,3.475336091627458,26,26,2.8303895697245314,2.8303895697245314,5.720747947692871
36,370.0000011031201,1.759720356436416,2.922973790774266,30,34,2.8179902964201946,2.8179902964201946,5.553163051605225
37,380.0000011329342,1.7429927848138291,3.170525809017029,13,16,3.019690852821078,3.019690852821078,5.645657062530518
38,390.0000011627482,1.620175143536816,3.295610795842452,27,30,3.184160372196841,3.184160372196841,5.3211870193481445
39,400.0000011925623,1.710104082681599,3.796617309038059,14,17,3.313327613301309,3.275473491350343,5.456676483154297
40,410.00000122237634,1.586649867553654,3.076525585069351,28,29,3.1893445511876544,3.1893445511876544,4.983832836151123
41,420.0000012521904,1.6362229416777747,2.690741324577849,19,19,3.2042204680284994,3.2042204680284994,5.43467903137207
42,430.00000128200446,1.472172589472592,2.7455779932478745,29,29,2.9587714894440116,2.9587714894440116,5.7092061042785645
43,440.0000013118185,1.4969469992193254,2.747387924746907,24,24,3.2972387866682693,3.2972387866682693,5.377783298492432
44,450.0000013416326,1.687717486780823,2.8040136536348936,13,13,3.0001076661903263,3.0001076661903263,5.695793628692627
