ligand_id,affinity_kcal_per_mol
emap3_Bn-3_5diCl_OCH2CH2F,-6.056
emap3_Bn-3_5diCl_OCH2CHF2,-5.739
emap3_Bn-3_5diCl_OCH2F,-6.214
emap3_Bn-3_5diCl_OSiMe3,-5.583
emap3_Bn-3_5diCl_PhCH2F,-6.797
emap3_Bn-3_5diCl_nBu,-6.329
emap3_Bn-3_5diCl_nPr,-6.327
emap3_Bn-3_5diCl_tBu,-6.327
emap3_Bn-3_5diF_BnCH2,-6.069
emap3_Bn-3_5diF_CH2CF2CF3,-7.068
emap3_Bn-3_5diF_CH2CF2CH2CF3,-7.072
emap3_Bn-3_5diF_CH2CF2CH2CH2F,-6.328
emap3_Bn-3_5diF_CH2CF2CH2CHF2,-6.427
emap3_Bn-3_5diF_CH2CF2CH2F,-6.280
emap3_Bn-3_5diF_CH2CF2H,-6.302
emap3_Bn-3_5diF_CH2CF3,-5.830
emap3_Bn-3_5diF_CH2CH2CF2CF3,-5.359
emap3_Bn-3_5diF_CH2CH2CF2CH2CF3,-5.354
emap3_Bn-3_5diF_CH2CH2CF2CH2CH2CF3,-6.335
emap3_Bn-3_5diF_CH2CH2CF2CH2CH2CHF2,-5.560
emap3_Bn-3_5diF_CH2CH2CF2CH2CH2F,-6.233
emap3_Bn-3_5diF_CH2CH2CF2CH2CHF2,-6.493
emap3_Bn-3_5diF_CH2CH2CF2CH2F,-6.211
emap3_Bn-3_5diF_CH2CH2CF2CH3,-6.518
emap3_Bn-3_5diF_CH2CH2CF2H,-6.441
emap3_Bn-3_5diF_CH2CH2CF3,-6.887
emap3_Bn-3_5diF_CH2CH2CH2CF2CF3,-6.751
emap3_Bn-3_5diF_CH2CH2CH2CF3,-6.441
emap3_Bn-3_5diF_CH2CH2CH2CHF2,-6.409
emap3_Bn-3_5diF_CH2CH2CH2F,-6.134
emap3_Bn-3_5diF_CH2CH2CHF2,-6.397
emap3_Bn-3_5diF_CH2CH2F,-6.270
emap3_Bn-3_5diF_CH2CH2SiMe3,-6.494
emap3_Bn-3_5diF_CH2CHF2,-5.058
emap3_Bn-3_5diF_CH2F,-6.213
emap3_Bn-3_5diF_CH2SiEt3,-6.116
emap3_Bn-3_5diF_CH2SiMe3,-5.997
emap3_Bn-3_5diF_Et,-5.203
emap3_Bn-3_5diF_Me,-6.362
emap3_Bn-3_5diF_OCH2CF2CF3,-6.572
emap3_Bn-3_5diF_OCH2CF2CH2CH2F,-6.073
emap3_Bn-3_5diF_OCH2CF2CH2F,-6.112
emap3_Bn-3_5diF_OCH2CF2CH3,-6.489
emap3_Bn-3_5diF_OCH2CF2H,-6.537
emap3_Bn-3_5diF_OCH2CF3,-6.469
emap3_Bn-3_5diF_OCH2CH2CF2CF3,-6.240
emap3_Bn-3_5diF_OCH2CH2CF2CH2CH2F,-6.212
emap3_Bn-3_5diF_OCH2CH2CF2CH2F,-5.801
emap3_Bn-3_5diF_OCH2CH2CF2H,-6.129
emap3_Bn-3_5diF_OCH2CH2CF3,-6.230
emap3_Bn-3_5diF_OCH2CH2CH2CF3,-5.549
emap3_Bn-3_5diF_OCH2CH2CH2CHF2,-5.456
emap3_Bn-3_5diF_OCH2CH2CH2F,-6.019
emap3_Bn-3_5diF_OCH2CH2CHF2,-6.059
emap3_Bn-3_5diF_OCH2CH2F,-6.316
emap3_Bn-3_5diF_OCH2CHF2,-6.495
emap3_Bn-3_5diF_OCH2F,-6.278
emap3_Bn-3_5diF_OSiMe3,-6.435
emap3_Bn-3_5diF_PhCH2F,-6.015
emap3_Bn-3_5diF_nBu,-6.415
emap3_Bn-3_5diF_nPr,-6.529
emap3_Bn-3_5diF_tBu,-6.546
emap3_Bn-4Br_BnCH2,-6.927
emap3_Bn-4Br_CH2CF2CF3,-6.125
emap3_Bn-4Br_CH2CF2CH2CF3,-6.115
emap3_Bn-4Br_CH2CF2CH2CH2F,-6.127
emap3_Bn-4Br_CH2CF2CH2CHF2,-6.554
emap3_Bn-4Br_CH2CF2CH2F,-6.207
emap3_Bn-4Br_CH2CF2H,-6.271
emap3_Bn-4Br_CH2CF3,-6.210
emap3_Bn-4Br_CH2CH2CF2CF3,-6.450
emap3_Bn-4Br_CH2CH2CF2CH2CF3,-6.437
emap3_Bn-4Br_CH2CH2CF2CH2CH2CF3,-6.551
emap3_Bn-4Br_CH2CH2CF2CH2CH2CHF2,-5.802
emap3_Bn-4Br_CH2CH2CF2CH2CH2F,-5.638
emap3_Bn-4Br_CH2CH2CF2CH2CHF2,-6.324
emap3_Bn-4Br_CH2CH2CF2CH2F,-6.143
emap3_Bn-4Br_CH2CH2CF2CH3,-6.309
emap3_Bn-4Br_CH2CH2CF2H,-6.220
emap3_Bn-4Br_CH2CH2CF3,-6.336
emap3_Bn-4Br_CH2CH2CH2CF2CF3,-6.648
emap3_Bn-4Br_CH2CH2CH2CF3,-6.443
emap3_Bn-4Br_CH2CH2CH2CHF2,-6.425
emap3_Bn-4Br_CH2CH2CH2F,-6.169
emap3_Bn-4Br_CH2CH2CHF2,-6.303
emap3_Bn-4Br_CH2CH2F,-6.139
emap3_Bn-4Br_CH2CH2SiMe3,-5.609
emap3_Bn-4Br_CH2CHF2,-6.275
emap3_Bn-4Br_CH2F,-6.206
emap3_Bn-4Br_CH2SiEt3,-6.074
emap3_Bn-4Br_CH2SiMe3,-6.283
emap3_Bn-4Br_Et,-6.254
emap3_Bn-4Br_Me,-5.487
emap3_Bn-4Br_OCH2CF2CF3,-6.373
emap3_Bn-4Br_OCH2CF2CH2CH2F,-5.629
emap3_Bn-4Br_OCH2CF2CH2F,-5.416
emap3_Bn-4Br_OCH2CF2CH3,-6.291
emap3_Bn-4Br_OCH2CF2H,-6.389
emap3_Bn-4Br_OCH2CF3,-6.377
emap3_Bn-4Br_OCH2CH2CF2CF3,-6.036
emap3_Bn-4Br_OCH2CH2CF2CH2CH2F,-6.298
emap3_Bn-4Br_OCH2CH2CF2CH2F,-5.737
emap3_Bn-4Br_OCH2CH2CF2H,-5.650
emap3_Bn-4Br_OCH2CH2CF3,-5.650
emap3_Bn-4Br_OCH2CH2CH2CF3,-5.198
emap3_Bn-4Br_OCH2CH2CH2CHF2,-6.171
emap3_Bn-4Br_OCH2CH2CH2F,-6.139
emap3_Bn-4Br_OCH2CH2CHF2,-5.358
emap3_Bn-4Br_OCH2CH2F,-6.189
emap3_Bn-4Br_OCH2CHF2,-6.356
emap3_Bn-4Br_OCH2F,-6.243
emap3_Bn-4Br_OSiMe3,-6.224
emap3_Bn-4Br_PhCH2F,-5.685
emap3_Bn-4Br_nBu,-6.118
emap3_Bn-4Br_nPr,-6.199
emap3_Bn-4Br_tBu,-6.199
emap3_Bn-4CF2H_BnCH2,-6.538
emap3_Bn-4CF2H_CH2CF2CF3,-5.862
emap3_Bn-4CF2H_CH2CF2CH2CF3,-5.667
emap3_Bn-4CF2H_CH2CF2CH2CH2F,-6.383
emap3_Bn-4CF2H_CH2CF2CH2CHF2,-6.270
emap3_Bn-4CF2H_CH2CF2CH2F,-6.398
emap3_Bn-4CF2H_CH2CF2H,-5.779
emap3_Bn-4CF2H_CH2CF3,-6.474
emap3_Bn-4CF2H_CH2CH2CF2CF3,-6.102
emap3_Bn-4CF2H_CH2CH2CF2CH2CF3,-6.259
emap3_Bn-4CF2H_CH2CH2CF2CH2CH2CF3,-5.279
emap3_Bn-4CF2H_CH2CH2CF2CH2CH2CHF2,-5.995
emap3_Bn-4CF2H_CH2CH2CF2CH2CH2F,-5.070
emap3_Bn-4CF2H_CH2CH2CF2CH2CHF2,-4.981
emap3_Bn-4CF2H_CH2CH2CF2CH2F,-6.396
emap3_Bn-4CF2H_CH2CH2CF2CH3,-6.659
emap3_Bn-4CF2H_CH2CH2CF2H,-4.914
emap3_Bn-4CF2H_CH2CH2CF3,-6.149
emap3_Bn-4CF2H_CH2CH2CH2CF2CF3,-5.499
emap3_Bn-4CF2H_CH2CH2CH2CF3,-6.485
emap3_Bn-4CF2H_CH2CH2CH2CHF2,-6.627
emap3_Bn-4CF2H_CH2CH2CH2F,-5.913
emap3_Bn-4CF2H_CH2CH2CHF2,-6.004
emap3_Bn-4CF2H_CH2CH2F,-5.734
emap3_Bn-4CF2H_CH2CH2SiMe3,-4.801
emap3_Bn-4CF2H_CH2CHF2,-5.803
emap3_Bn-4CF2H_CH2F,-5.382
emap3_Bn-4CF2H_CH2SiEt3,-5.184
emap3_Bn-4CF2H_CH2SiMe3,-6.200
emap3_Bn-4CF2H_Et,-5.625
emap3_Bn-4CF2H_Me,-5.626
emap3_Bn-4CF2H_OCH2CF2CF3,-5.440
emap3_Bn-4CF2H_OCH2CF2CH2CH2F,-5.009
emap3_Bn-4CF2H_OCH2CF2CH2F,-5.129
emap3_Bn-4CF2H_OCH2CF2CH3,-4.953
emap3_Bn-4CF2H_OCH2CF2H,-4.822
emap3_Bn-4CF2H_OCH2CF3,-4.871
emap3_Bn-4CF2H_OCH2CH2CF2CF3,-5.766
emap3_Bn-4CF2H_OCH2CH2CF2CH2CH2F,-5.853
emap3_Bn-4CF2H_OCH2CH2CF2CH2F,-5.124
emap3_Bn-4CF2H_OCH2CH2CF2H,-6.390
emap3_Bn-4CF2H_OCH2CH2CF3,-5.245
emap3_Bn-4CF2H_OCH2CH2CH2CF3,-5.730
emap3_Bn-4CF2H_OCH2CH2CH2CHF2,-5.213
emap3_Bn-4CF2H_OCH2CH2CH2F,-5.116
emap3_Bn-4CF2H_OCH2CH2CHF2,-4.855
emap3_Bn-4CF2H_OCH2CH2F,-5.735
emap3_Bn-4CF2H_OCH2CHF2,-5.534
emap3_Bn-4CF2H_OCH2F,-5.510
emap3_Bn-4CF2H_OSiMe3,-4.655
emap3_Bn-4CF2H_PhCH2F,-6.696
emap3_Bn-4CF2H_nBu,-4.946
emap3_Bn-4CF2H_nPr,-5.780
emap3_Bn-4CF2H_tBu,-6.178
emap3_Bn-4CF3_BnCH2,-6.345
emap3_Bn-4CF3_CH2CF2CF3,-5.567
emap3_Bn-4CF3_CH2CF2CH2CF3,-5.683
emap3_Bn-4CF3_CH2CF2CH2CH2F,-5.773
emap3_Bn-4CF3_CH2CF2CH2CHF2,-5.480
emap3_Bn-4CF3_CH2CF2CH2F,-5.847
emap3_Bn-4CF3_CH2CF2H,-5.960
emap3_Bn-4CF3_CH2CF3,-5.455
emap3_Bn-4CF3_CH2CH2CF2CF3,-5.476
emap3_Bn-4CF3_CH2CH2CF2CH2CF3,-5.308
emap3_Bn-4CF3_CH2CH2CF2CH2CH2CF3,-6.297
emap3_Bn-4CF3_CH2CH2CF2CH2CH2CHF2,-5.618
emap3_Bn-4CF3_CH2CH2CF2CH2CH2F,-6.557
emap3_Bn-4CF3_CH2CH2CF2CH2CHF2,-6.407
emap3_Bn-4CF3_CH2CH2CF2CH2F,-5.477
emap3_Bn-4CF3_CH2CH2CF2CH3,-5.253
emap3_Bn-4CF3_CH2CH2CF2H,-5.412
emap3_Bn-4CF3_CH2CH2CF3,-5.515
emap3_Bn-4CF3_CH2CH2CH2CF2CF3,-6.021
emap3_Bn-4CF3_CH2CH2CH2CF3,-5.299
emap3_Bn-4CF3_CH2CH2CH2CHF2,-6.685
emap3_Bn-4CF3_CH2CH2CH2F,-5.677
emap3_Bn-4CF3_CH2CH2CHF2,-7.029
emap3_Bn-4CF3_CH2CH2F,-6.438
emap3_Bn-4CF3_CH2CH2SiMe3,-5.243
emap3_Bn-4CF3_CH2CHF2,-5.959
emap3_Bn-4CF3_CH2F,-5.117
emap3_Bn-4CF3_CH2SiEt3,-5.299
emap3_Bn-4CF3_CH2SiMe3,-5.456
emap3_Bn-4CF3_Et,-5.141
emap3_Bn-4CF3_Me,-5.676
emap3_Bn-4CF3_OCH2CF2CF3,-6.346
emap3_Bn-4CF3_OCH2CF2CH2CH2F,-5.516
emap3_Bn-4CF3_OCH2CF2CH2F,-5.843
emap3_Bn-4CF3_OCH2CF2CH3,-5.621
emap3_Bn-4CF3_OCH2CF2H,-5.582
emap3_Bn-4CF3_OCH2CF3,-5.971
emap3_Bn-4CF3_OCH2CH2CF2CF3,-5.977
emap3_Bn-4CF3_OCH2CH2CF2CH2CH2F,-5.262
emap3_Bn-4CF3_OCH2CH2CF2CH2F,-5.557
emap3_Bn-4CF3_OCH2CH2CF2H,-6.503
emap3_Bn-4CF3_OCH2CH2CF3,-5.505
emap3_Bn-4CF3_OCH2CH2CH2CF3,-5.823
emap3_Bn-4CF3_OCH2CH2CH2CHF2,-5.655
emap3_Bn-4CF3_OCH2CH2CH2F,-5.685
emap3_Bn-4CF3_OCH2CH2CHF2,-5.272
emap3_Bn-4CF3_OCH2CH2F,-5.371
emap3_Bn-4CF3_OCH2CHF2,-5.696
emap3_Bn-4CF3_OCH2F,-4.896
emap3_Bn-4CF3_OSiMe3,-5.874
emap3_Bn-4CF3_PhCH2F,-7.149
emap3_Bn-4CF3_nBu,-5.316
emap3_Bn-4CF3_nPr,-4.969
emap3_Bn-4CF3_tBu,-6.021
emap3_Bn-4CN_BnCH2,-6.139
emap3_Bn-4CN_CH2CF2CF3,-5.606
emap3_Bn-4CN_CH2CF2CH2CF3,-5.542
emap3_Bn-4CN_CH2CF2CH2CH2F,-6.207
emap3_Bn-4CN_CH2CF2CH2CHF2,-6.579
emap3_Bn-4CN_CH2CF2CH2F,-6.129
emap3_Bn-4CN_CH2CF2H,-6.064
emap3_Bn-4CN_CH2CF3,-6.049
emap3_Bn-4CN_CH2CH2CF2CF3,-6.331
emap3_Bn-4CN_CH2CH2CF2CH2CF3,-6.371
emap3_Bn-4CN_CH2CH2CF2CH2CH2CF3,-5.896
emap3_Bn-4CN_CH2CH2CF2CH2CH2CHF2,-6.035
emap3_Bn-4CN_CH2CH2CF2CH2CH2F,-5.520
emap3_Bn-4CN_CH2CH2CF2CH2CHF2,-5.652
emap3_Bn-4CN_CH2CH2CF2CH2F,-5.389
emap3_Bn-4CN_CH2CH2CF2CH3,-6.202
emap3_Bn-4CN_CH2CH2CF2H,-5.660
emap3_Bn-4CN_CH2CH2CF3,-5.503
emap3_Bn-4CN_CH2CH2CH2CF2CF3,-5.284
emap3_Bn-4CN_CH2CH2CH2CF3,-5.447
emap3_Bn-4CN_CH2CH2CH2CHF2,-5.611
emap3_Bn-4CN_CH2CH2CH2F,-6.104
emap3_Bn-4CN_CH2CH2CHF2,-5.677
emap3_Bn-4CN_CH2CH2F,-5.641
emap3_Bn-4CN_CH2CH2SiMe3,-5.991
emap3_Bn-4CN_CH2CHF2,-6.024
emap3_Bn-4CN_CH2F,-5.237
emap3_Bn-4CN_CH2SiEt3,-5.445
emap3_Bn-4CN_CH2SiMe3,-5.399
emap3_Bn-4CN_Et,-5.294
emap3_Bn-4CN_Me,-5.415
emap3_Bn-4CN_OCH2CF2CF3,-5.880
emap3_Bn-4CN_OCH2CF2CH2CH2F,-5.755
emap3_Bn-4CN_OCH2CF2CH2F,-6.220
emap3_Bn-4CN_OCH2CF2CH3,-5.628
emap3_Bn-4CN_OCH2CF2H,-5.646
emap3_Bn-4CN_OCH2CF3,-5.784
emap3_Bn-4CN_OCH2CH2CF2CF3,-5.425
emap3_Bn-4CN_OCH2CH2CF2CH2CH2F,-4.975
emap3_Bn-4CN_OCH2CH2CF2CH2F,-5.505
emap3_Bn-4CN_OCH2CH2CF2H,-5.423
emap3_Bn-4CN_OCH2CH2CF3,-6.306
emap3_Bn-4CN_OCH2CH2CH2CF3,-5.842
emap3_Bn-4CN_OCH2CH2CH2CHF2,-4.901
emap3_Bn-4CN_OCH2CH2CH2F,-5.359
emap3_Bn-4CN_OCH2CH2CHF2,-5.617
emap3_Bn-4CN_OCH2CH2F,-6.069
emap3_Bn-4CN_OCH2CHF2,-5.726
emap3_Bn-4CN_OCH2F,-5.617
emap3_Bn-4CN_OSiMe3,-5.612
emap3_Bn-4CN_PhCH2F,-6.189
emap3_Bn-4CN_nBu,-6.015
emap3_Bn-4CN_nPr,-5.102
emap3_Bn-4CN_tBu,-5.668
emap3_Bn-4Cl_BnCH2,-6.244
emap3_Bn-4Cl_CH2CF2CF3,-6.370
emap3_Bn-4Cl_CH2CF2CH2CF3,-6.429
emap3_Bn-4Cl_CH2CF2CH2CH2F,-6.407
emap3_Bn-4Cl_CH2CF2CH2CHF2,-6.530
emap3_Bn-4Cl_CH2CF2CH2F,-6.215
emap3_Bn-4Cl_CH2CF2H,-6.108
emap3_Bn-4Cl_CH2CF3,-6.223
emap3_Bn-4Cl_CH2CH2CF2CF3,-6.479
emap3_Bn-4Cl_CH2CH2CF2CH2CF3,-6.433
emap3_Bn-4Cl_CH2CH2CF2CH2CH2CF3,-6.634
emap3_Bn-4Cl_CH2CH2CF2CH2CH2CHF2,-5.846
emap3_Bn-4Cl_CH2CH2CF2CH2CH2F,-6.406
emap3_Bn-4Cl_CH2CH2CF2CH2CHF2,-6.385
emap3_Bn-4Cl_CH2CH2CF2CH2F,-6.183
emap3_Bn-4Cl_CH2CH2CF2CH3,-6.310
emap3_Bn-4Cl_CH2CH2CF2H,-6.245
emap3_Bn-4Cl_CH2CH2CF3,-6.550
emap3_Bn-4Cl_CH2CH2CH2CF2CF3,-6.502
emap3_Bn-4Cl_CH2CH2CH2CF3,-6.287
emap3_Bn-4Cl_CH2CH2CH2CHF2,-5.144
emap3_Bn-4Cl_CH2CH2CH2F,-6.126
emap3_Bn-4Cl_CH2CH2CHF2,-6.258
emap3_Bn-4Cl_CH2CH2F,-5.951
emap3_Bn-4Cl_CH2CH2SiMe3,-5.665
emap3_Bn-4Cl_CH2CHF2,-6.117
emap3_Bn-4Cl_CH2F,-6.204
emap3_Bn-4Cl_CH2SiEt3,-6.007
emap3_Bn-4Cl_CH2SiMe3,-6.200
emap3_Bn-4Cl_Et,-6.243
emap3_Bn-4Cl_Me,-5.522
emap3_Bn-4Cl_OCH2CF2CF3,-6.284
emap3_Bn-4Cl_OCH2CF2CH2CH2F,-5.356
emap3_Bn-4Cl_OCH2CF2CH2F,-5.650
emap3_Bn-4Cl_OCH2CF2CH3,-6.280
emap3_Bn-4Cl_OCH2CF2H,-6.298
emap3_Bn-4Cl_OCH2CF3,-6.370
emap3_Bn-4Cl_OCH2CH2CF2CF3,-6.217
emap3_Bn-4Cl_OCH2CH2CF2CH2CH2F,-6.062
emap3_Bn-4Cl_OCH2CH2CF2CH2F,-5.745
emap3_Bn-4Cl_OCH2CH2CF2H,-5.709
emap3_Bn-4Cl_OCH2CH2CF3,-5.695
emap3_Bn-4Cl_OCH2CH2CH2CF3,-5.414
emap3_Bn-4Cl_OCH2CH2CH2CHF2,-5.196
emap3_Bn-4Cl_OCH2CH2CH2F,-5.987
emap3_Bn-4Cl_OCH2CH2CHF2,-5.794
emap3_Bn-4Cl_OCH2CH2F,-6.218
emap3_Bn-4Cl_OCH2CHF2,-6.380
emap3_Bn-4Cl_OCH2F,-6.154
emap3_Bn-4Cl_OSiMe3,-6.235
emap3_Bn-4Cl_PhCH2F,-5.772
emap3_Bn-4Cl_nBu,-6.142
emap3_Bn-4Cl_nPr,-6.247
emap3_Bn-4Cl_tBu,-6.234
emap3_Bn-4F_BnCH2,-5.826
emap3_Bn-4F_CH2CF2CF3,-6.097
emap3_Bn-4F_CH2CF2CH2CF3,-6.407
emap3_Bn-4F_CH2CF2CH2CH2F,-6.387
emap3_Bn-4F_CH2CF2CH2CHF2,-6.059
emap3_Bn-4F_CH2CF2CH2F,-6.196
emap3_Bn-4F_CH2CF2H,-5.241
emap3_Bn-4F_CH2CF3,-6.176
emap3_Bn-4F_CH2CH2CF2CF3,-5.499
emap3_Bn-4F_CH2CH2CF2CH2CF3,-5.811
emap3_Bn-4F_CH2CH2CF2CH2CH2CF3,-6.639
emap3_Bn-4F_CH2CH2CF2CH2CH2CHF2,-5.991
emap3_Bn-4F_CH2CH2CF2CH2CH2F,-6.272
emap3_Bn-4F_CH2CH2CF2CH2CHF2,-6.388
emap3_Bn-4F_CH2CH2CF2CH2F,-6.178
emap3_Bn-4F_CH2CH2CF2CH3,-6.280
emap3_Bn-4F_CH2CH2CF2H,-6.274
emap3_Bn-4F_CH2CH2CF3,-6.234
emap3_Bn-4F_CH2CH2CH2CF2CF3,-6.648
emap3_Bn-4F_CH2CH2CH2CF3,-6.490
emap3_Bn-4F_CH2CH2CH2CHF2,-6.364
emap3_Bn-4F_CH2CH2CH2F,-6.097
emap3_Bn-4F_CH2CH2CHF2,-6.258
emap3_Bn-4F_CH2CH2F,-5.970
emap3_Bn-4F_CH2CH2SiMe3,-5.758
emap3_Bn-4F_CH2CHF2,-5.266
emap3_Bn-4F_CH2F,-6.133
emap3_Bn-4F_CH2SiEt3,-5.890
emap3_Bn-4F_CH2SiMe3,-6.245
emap3_Bn-4F_Et,-6.200
emap3_Bn-4F_Me,-5.452
emap3_Bn-4F_OCH2CF2CF3,-6.026
emap3_Bn-4F_OCH2CF2CH2CH2F,-5.964
emap3_Bn-4F_OCH2CF2CH2F,-6.253
emap3_Bn-4F_OCH2CF2CH3,-6.242
emap3_Bn-4F_OCH2CF2H,-6.278
emap3_Bn-4F_OCH2CF3,-6.370
emap3_Bn-4F_OCH2CH2CF2CF3,-5.644
emap3_Bn-4F_OCH2CH2CF2CH2CH2F,-5.446
emap3_Bn-4F_OCH2CH2CF2CH2F,-5.715
emap3_Bn-4F_OCH2CH2CF2H,-5.788
emap3_Bn-4F_OCH2CH2CF3,-6.025
emap3_Bn-4F_OCH2CH2CH2CF3,-5.284
emap3_Bn-4F_OCH2CH2CH2CHF2,-6.451
emap3_Bn-4F_OCH2CH2CH2F,-6.035
emap3_Bn-4F_OCH2CH2CHF2,-5.796
emap3_Bn-4F_OCH2CH2F,-6.169
emap3_Bn-4F_OCH2CHF2,-6.316
emap3_Bn-4F_OCH2F,-5.949
emap3_Bn-4F_OSiMe3,-6.178
emap3_Bn-4F_PhCH2F,-5.960
emap3_Bn-4F_nBu,-6.127
emap3_Bn-4F_nPr,-6.290
emap3_Bn-4F_tBu,-6.211
emap3_Bn-4OCF2CF3_BnCH2,-5.900
emap3_Bn-4OCF2CF3_CH2CF2CF3,-5.099
emap3_Bn-4OCF2CF3_CH2CF2CH2CF3,-7.061
emap3_Bn-4OCF2CF3_CH2CF2CH2CH2F,-6.006
emap3_Bn-4OCF2CF3_CH2CF2CH2CHF2,-6.750
emap3_Bn-4OCF2CF3_CH2CF2CH2F,-6.369
emap3_Bn-4OCF2CF3_CH2CF2H,-5.098
emap3_Bn-4OCF2CF3_CH2CF3,-5.683
emap3_Bn-4OCF2CF3_CH2CH2CF2CF3,-6.172
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CF3,-6.166
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CH2CF3,-5.654
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CH2CHF2,-5.913
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CH2F,-5.454
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2CHF2,-6.119
emap3_Bn-4OCF2CF3_CH2CH2CF2CH2F,-6.253
emap3_Bn-4OCF2CF3_CH2CH2CF2CH3,-6.685
emap3_Bn-4OCF2CF3_CH2CH2CF2H,-5.167
emap3_Bn-4OCF2CF3_CH2CH2CF3,-5.686
emap3_Bn-4OCF2CF3_CH2CH2CH2CF2CF3,-6.883
emap3_Bn-4OCF2CF3_CH2CH2CH2CF3,-5.391
emap3_Bn-4OCF2CF3_CH2CH2CH2CHF2,-5.032
emap3_Bn-4OCF2CF3_CH2CH2CH2F,-5.250
emap3_Bn-4OCF2CF3_CH2CH2CHF2,-6.665
emap3_Bn-4OCF2CF3_CH2CH2F,-5.782
emap3_Bn-4OCF2CF3_CH2CH2SiMe3,-6.214
emap3_Bn-4OCF2CF3_CH2CHF2,-5.711
emap3_Bn-4OCF2CF3_CH2F,-5.330
emap3_Bn-4OCF2CF3_CH2SiEt3,-5.670
emap3_Bn-4OCF2CF3_CH2SiMe3,-6.656
emap3_Bn-4OCF2CF3_Et,-5.123
emap3_Bn-4OCF2CF3_Me,-5.268
emap3_Bn-4OCF2CF3_OCH2CF2CF3,-6.415
emap3_Bn-4OCF2CF3_OCH2CF2CH2CH2F,-6.015
emap3_Bn-4OCF2CF3_OCH2CF2CH2F,-5.727
emap3_Bn-4OCF2CF3_OCH2CF2CH3,-4.891
emap3_Bn-4OCF2CF3_OCH2CF2H,-6.678
emap3_Bn-4OCF2CF3_OCH2CF3,-6.452
emap3_Bn-4OCF2CF3_OCH2CH2CF2CF3,-6.832
emap3_Bn-4OCF2CF3_OCH2CH2CF2CH2CH2F,-6.552
emap3_Bn-4OCF2CF3_OCH2CH2CF2CH2F,-5.890
emap3_Bn-4OCF2CF3_OCH2CH2CF2H,-6.081
emap3_Bn-4OCF2CF3_OCH2CH2CF3,-5.771
emap3_Bn-4OCF2CF3_OCH2CH2CH2CF3,-6.970
emap3_Bn-4OCF2CF3_OCH2CH2CH2CHF2,-5.771
emap3_Bn-4OCF2CF3_OCH2CH2CH2F,-6.139
emap3_Bn-4OCF2CF3_OCH2CH2CHF2,-6.231
emap3_Bn-4OCF2CF3_OCH2CH2F,-6.431
emap3_Bn-4OCF2CF3_OCH2CHF2,-6.094
emap3_Bn-4OCF2CF3_OCH2F,-6.358
emap3_Bn-4OCF2CF3_OSiMe3,-6.470
emap3_Bn-4OCF2CF3_PhCH2F,-6.406
emap3_Bn-4OCF2CF3_nBu,-5.849
emap3_Bn-4OCF2CF3_nPr,-6.379
emap3_Bn-4OCF2CF3_tBu,-5.814
emap3_Bn-4OCF2H_BnCH2,-6.489
emap3_Bn-4OCF2H_CH2CF2CF3,-6.315
emap3_Bn-4OCF2H_CH2CF2CH2CF3,-5.941
emap3_Bn-4OCF2H_CH2CF2CH2CH2F,-5.807
emap3_Bn-4OCF2H_CH2CF2CH2CHF2,-5.681
emap3_Bn-4OCF2H_CH2CF2CH2F,-4.772
emap3_Bn-4OCF2H_CH2CF2H,-4.929
emap3_Bn-4OCF2H_CH2CF3,-6.219
emap3_Bn-4OCF2H_CH2CH2CF2CF3,-6.307
emap3_Bn-4OCF2H_CH2CH2CF2CH2CF3,-6.290
emap3_Bn-4OCF2H_CH2CH2CF2CH2CH2CF3,-6.409
emap3_Bn-4OCF2H_CH2CH2CF2CH2CH2CHF2,-6.136
emap3_Bn-4OCF2H_CH2CH2CF2CH2CH2F,-6.045
emap3_Bn-4OCF2H_CH2CH2CF2CH2CHF2,-5.915
emap3_Bn-4OCF2H_CH2CH2CF2CH2F,-6.164
emap3_Bn-4OCF2H_CH2CH2CF2CH3,-4.921
emap3_Bn-4OCF2H_CH2CH2CF2H,-4.992
emap3_Bn-4OCF2H_CH2CH2CF3,-6.333
emap3_Bn-4OCF2H_CH2CH2CH2CF2CF3,-6.045
emap3_Bn-4OCF2H_CH2CH2CH2CF3,-6.194
emap3_Bn-4OCF2H_CH2CH2CH2CHF2,-5.846
emap3_Bn-4OCF2H_CH2CH2CH2F,-6.155
emap3_Bn-4OCF2H_CH2CH2CHF2,-4.970
emap3_Bn-4OCF2H_CH2CH2F,-6.082
emap3_Bn-4OCF2H_CH2CH2SiMe3,-5.977
emap3_Bn-4OCF2H_CH2CHF2,-4.973
emap3_Bn-4OCF2H_CH2F,-4.877
emap3_Bn-4OCF2H_CH2SiEt3,-5.424
emap3_Bn-4OCF2H_CH2SiMe3,-5.608
emap3_Bn-4OCF2H_Et,-1.458
emap3_Bn-4OCF2H_Me,-5.783
emap3_Bn-4OCF2H_OCH2CF2CF3,-5.722
emap3_Bn-4OCF2H_OCH2CF2CH2CH2F,-5.963
emap3_Bn-4OCF2H_OCH2CF2CH2F,-5.892
emap3_Bn-4OCF2H_OCH2CF2CH3,-6.140
emap3_Bn-4OCF2H_OCH2CF2H,-6.244
