ligand_id,affinity_kcal_per_mol
emap3_Bn-3F_4SF5_CH2CH2CH2CHF2,-6.092
emap3_Bn-3F_4SF5_CH2CH2CH2F,-6.143
emap3_Bn-3F_4SF5_CH2CH2CHF2,-7.477
emap3_Bn-3F_4SF5_CH2CH2F,-5.242
emap3_Bn-3F_4SF5_CH2CH2SiMe3,-7.314
emap3_Bn-3F_4SF5_CH2CHF2,-6.444
emap3_Bn-3F_4SF5_CH2F,-4.742
emap3_Bn-3F_4SF5_CH2SiEt3,-6.866
emap3_Bn-3F_4SF5_CH2SiMe3,-7.922
emap3_Bn-3F_4SF5_Et,-6.285
emap3_Bn-3F_4SF5_Me,-6.154
emap3_Bn-3F_4SF5_OCH2CF2CF3,-7.062
emap3_Bn-3F_4SF5_OCH2CF2CH2CH2F,-8.148
emap3_Bn-3F_4SF5_OCH2CF2CH2F,-7.477
emap3_Bn-3F_4SF5_OCH2CF2CH3,-5.907
emap3_Bn-3F_4SF5_OCH2CF2H,-7.866
emap3_Bn-3F_4SF5_OCH2CF3,-8.058
emap3_Bn-3F_4SF5_OCH2CH2CF2CF3,-7.181
emap3_Bn-3F_4SF5_OCH2CH2CF2CH2CH2F,-6.682
emap3_Bn-3F_4SF5_OCH2CH2CF2CH2F,-6.407
emap3_Bn-3F_4SF5_OCH2CH2CF2H,-7.507
emap3_Bn-3F_4SF5_OCH2CH2CF3,-7.296
emap3_Bn-3F_4SF5_OCH2CH2CH2CF3,-7.371
emap3_Bn-3F_4SF5_OCH2CH2CH2CHF2,-6.955
emap3_Bn-3F_4SF5_OCH2CH2CH2F,-7.316
emap3_Bn-3F_4SF5_OCH2CH2CHF2,-7.581
emap3_Bn-3F_4SF5_OCH2CH2F,-4.738
emap3_Bn-3F_4SF5_OCH2CHF2,-7.811
emap3_Bn-3F_4SF5_OCH2F,-6.839
emap3_Bn-3F_4SF5_OSiMe3,-6.833
emap3_Bn-3F_4SF5_PhCH2F,-8.036
emap3_Bn-3F_4SF5_nBu,-7.740
emap3_Bn-3F_4SF5_nPr,-6.370
emap3_Bn-3F_4SF5_tBu,-5.806
emap3_Bn-3F_BnCH2,-6.996
emap3_Bn-3F_CH2CF2CF3,-6.510
emap3_Bn-3F_CH2CF2CH2CF3,-6.555
emap3_Bn-3F_CH2CF2CH2CH2F,-6.126
emap3_Bn-3F_CH2CF2CH2CHF2,-6.320
emap3_Bn-3F_CH2CF2CH2F,-6.225
emap3_Bn-3F_CH2CF2H,-4.997
emap3_Bn-3F_CH2CF3,-6.035
emap3_Bn-3F_CH2CH2CF2CF3,-6.334
emap3_Bn-3F_CH2CH2CF2CH2CF3,-5.886
emap3_Bn-3F_CH2CH2CF2CH2CH2CF3,-6.639
emap3_Bn-3F_CH2CH2CF2CH2CH2CHF2,-6.499
emap3_Bn-3F_CH2CH2CF2CH2CH2F,-0.273
emap3_Bn-3F_CH2CH2CF2CH2CHF2,-6.257
emap3_Bn-3F_CH2CH2CF2CH2F,-6.173
emap3_Bn-3F_CH2CH2CF2CH3,-6.386
emap3_Bn-3F_CH2CH2CF2H,-6.244
emap3_Bn-3F_CH2CH2CF3,-6.699
emap3_Bn-3F_CH2CH2CH2CF2CF3,-6.536
emap3_Bn-3F_CH2CH2CH2CF3,-6.457
emap3_Bn-3F_CH2CH2CH2CHF2,-6.387
emap3_Bn-3F_CH2CH2CH2F,-6.220
emap3_Bn-3F_CH2CH2CHF2,-6.242
emap3_Bn-3F_CH2CH2F,-6.069
emap3_Bn-3F_CH2CH2SiMe3,-6.163
emap3_Bn-3F_CH2CHF2,-6.237
emap3_Bn-3F_CH2F,-6.024
emap3_Bn-3F_CH2SiEt3,-5.706
emap3_Bn-3F_CH2SiMe3,-6.423
emap3_Bn-3F_Et,-5.143
emap3_Bn-3F_Me,-5.304
emap3_Bn-3F_OCH2CF2CF3,-6.725
emap3_Bn-3F_OCH2CF2CH2CH2F,-6.406
emap3_Bn-3F_OCH2CF2CH2F,-6.137
emap3_Bn-3F_OCH2CF2CH3,-6.195
emap3_Bn-3F_OCH2CF2H,-6.179
emap3_Bn-3F_OCH2CF3,-6.472
emap3_Bn-3F_OCH2CH2CF2CF3,-5.528
emap3_Bn-3F_OCH2CH2CF2CH2CH2F,-5.920
emap3_Bn-3F_OCH2CH2CF2CH2F,-5.657
emap3_Bn-3F_OCH2CH2CF2H,-6.256
emap3_Bn-3F_OCH2CH2CF3,-6.333
emap3_Bn-3F_OCH2CH2CH2CF3,-6.754
emap3_Bn-3F_OCH2CH2CH2CHF2,-5.591
emap3_Bn-3F_OCH2CH2CH2F,-5.971
emap3_Bn-3F_OCH2CH2CHF2,-6.185
emap3_Bn-3F_OCH2CH2F,-6.103
emap3_Bn-3F_OCH2CHF2,-6.230
emap3_Bn-3F_OCH2F,-6.002
emap3_Bn-3F_OSiMe3,-6.344
emap3_Bn-3F_PhCH2F,-6.524
emap3_Bn-3F_nBu,-6.396
emap3_Bn-3F_nPr,-6.437
emap3_Bn-3F_tBu,-6.270
emap3_Bn-3OMe_4CF3_BnCH2,-6.352
emap3_Bn-3OMe_4CF3_CH2CF2CF3,-5.518
emap3_Bn-3OMe_4CF3_CH2CF2CH2CF3,-5.624
emap3_Bn-3OMe_4CF3_CH2CF2CH2CH2F,-4.677
emap3_Bn-3OMe_4CF3_CH2CF2CH2CHF2,-6.654
emap3_Bn-3OMe_4CF3_CH2CF2CH2F,-6.410
emap3_Bn-3OMe_4CF3_CH2CF2H,-6.544
emap3_Bn-3OMe_4CF3_CH2CF3,-5.216
emap3_Bn-3OMe_4CF3_CH2CH2CF2CF3,-6.641
emap3_Bn-3OMe_4CF3_CH2CH2CF2CH2CF3,-5.660
emap3_Bn-3OMe_4CF3_CH2CH2CF2CH2CH2CF3,-6.677
emap3_Bn-3OMe_4CF3_CH2CH2CF2CH2CH2CHF2,-6.630
emap3_Bn-3OMe_4CF3_CH2CH2CF2CH2CH2F,-6.506
emap3_Bn-3OMe_4CF3_CH2CH2CF2CH2CHF2,-5.510
emap3_Bn-3OMe_4CF3_CH2CH2CF2CH2F,-6.341
emap3_Bn-3OMe_4CF3_CH2CH2CF2CH3,-6.520
emap3_Bn-3OMe_4CF3_CH2CH2CF2H,-6.678
emap3_Bn-3OMe_4CF3_CH2CH2CF3,-4.763
emap3_Bn-3OMe_4CF3_CH2CH2CH2CF2CF3,-6.241
emap3_Bn-3OMe_4CF3_CH2CH2CH2CF3,-4.897
emap3_Bn-3OMe_4CF3_CH2CH2CH2CHF2,-6.137
emap3_Bn-3OMe_4CF3_CH2CH2CH2F,-6.306
emap3_Bn-3OMe_4CF3_CH2CH2CHF2,-6.566
emap3_Bn-3OMe_4CF3_CH2CH2F,-5.254
emap3_Bn-3OMe_4CF3_CH2CH2SiMe3,-4.778
emap3_Bn-3OMe_4CF3_CH2CHF2,-6.551
emap3_Bn-3OMe_4CF3_CH2F,-4.911
emap3_Bn-3OMe_4CF3_CH2SiEt3,-4.891
emap3_Bn-3OMe_4CF3_CH2SiMe3,-5.016
emap3_Bn-3OMe_4CF3_Et,-5.207
emap3_Bn-3OMe_4CF3_Me,-5.434
emap3_Bn-3OMe_4CF3_OCH2CF2CF3,-6.487
emap3_Bn-3OMe_4CF3_OCH2CF2CH2CH2F,-6.285
emap3_Bn-3OMe_4CF3_OCH2CF2CH2F,-5.591
emap3_Bn-3OMe_4CF3_OCH2CF2CH3,-6.314
emap3_Bn-3OMe_4CF3_OCH2CF2H,-6.547
emap3_Bn-3OMe_4CF3_OCH2CF3,-5.889
emap3_Bn-3OMe_4CF3_OCH2CH2CF2CF3,-5.622
emap3_Bn-3OMe_4CF3_OCH2CH2CF2CH2CH2F,-6.400
emap3_Bn-3OMe_4CF3_OCH2CH2CF2CH2F,-6.339
emap3_Bn-3OMe_4CF3_OCH2CH2CF2H,-5.927
emap3_Bn-3OMe_4CF3_OCH2CH2CF3,-5.995
emap3_Bn-3OMe_4CF3_OCH2CH2CH2CF3,-6.165
emap3_Bn-3OMe_4CF3_OCH2CH2CH2CHF2,-6.415
emap3_Bn-3OMe_4CF3_OCH2CH2CH2F,-6.535
emap3_Bn-3OMe_4CF3_OCH2CH2CHF2,-4.739
emap3_Bn-3OMe_4CF3_OCH2CH2F,-5.078
emap3_Bn-3OMe_4CF3_OCH2CHF2,-6.595
emap3_Bn-3OMe_4CF3_OCH2F,-6.395
emap3_Bn-3OMe_4CF3_OSiMe3,-6.608
emap3_Bn-3OMe_4CF3_PhCH2F,-6.045
emap3_Bn-3OMe_4CF3_nBu,-6.392
emap3_Bn-3OMe_4CF3_nPr,-5.373
emap3_Bn-3OMe_4CF3_tBu,-4.854
emap3_Bn-3OMe_4F_BnCH2,-6.098
emap3_Bn-3OMe_4F_CH2CF2CF3,-6.512
emap3_Bn-3OMe_4F_CH2CF2CH2CF3,-6.412
emap3_Bn-3OMe_4F_CH2CF2CH2CH2F,-5.870
emap3_Bn-3OMe_4F_CH2CF2CH2CHF2,-5.506
emap3_Bn-3OMe_4F_CH2CF2CH2F,-5.887
emap3_Bn-3OMe_4F_CH2CF2H,-6.317
emap3_Bn-3OMe_4F_CH2CF3,-6.472
emap3_Bn-3OMe_4F_CH2CH2CF2CF3,-6.251
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CF3,-6.229
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2CF3,-6.404
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2CHF2,-6.255
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2F,-5.975
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CHF2,-5.736
emap3_Bn-3OMe_4F_CH2CH2CF2CH2F,-6.030
emap3_Bn-3OMe_4F_CH2CH2CF2CH3,-6.216
emap3_Bn-3OMe_4F_CH2CH2CF2H,-6.124
emap3_Bn-3OMe_4F_CH2CH2CF3,-6.169
emap3_Bn-3OMe_4F_CH2CH2CH2CF2CF3,-6.588
emap3_Bn-3OMe_4F_CH2CH2CH2CF3,-5.756
emap3_Bn-3OMe_4F_CH2CH2CH2CHF2,-6.211
emap3_Bn-3OMe_4F_CH2CH2CH2F,-5.838
emap3_Bn-3OMe_4F_CH2CH2CHF2,-6.141
emap3_Bn-3OMe_4F_CH2CH2F,-5.993
emap3_Bn-3OMe_4F_CH2CH2SiMe3,-5.791
emap3_Bn-3OMe_4F_CH2CHF2,-6.394
emap3_Bn-3OMe_4F_CH2F,-4.980
emap3_Bn-3OMe_4F_CH2SiEt3,-5.919
emap3_Bn-3OMe_4F_CH2SiMe3,-5.915
emap3_Bn-3OMe_4F_Et,-6.226
emap3_Bn-3OMe_4F_Me,-6.027
emap3_Bn-3OMe_4F_OCH2CF2CF3,-5.505
emap3_Bn-3OMe_4F_OCH2CF2CH2CH2F,-5.260
emap3_Bn-3OMe_4F_OCH2CF2CH2F,-5.987
emap3_Bn-3OMe_4F_OCH2CF2CH3,-6.210
emap3_Bn-3OMe_4F_OCH2CF2H,-6.302
emap3_Bn-3OMe_4F_OCH2CF3,-6.113
emap3_Bn-3OMe_4F_OCH2CH2CF2CF3,-5.610
emap3_Bn-3OMe_4F_OCH2CH2CF2CH2CH2F,-6.002
emap3_Bn-3OMe_4F_OCH2CH2CF2CH2F,-6.166
emap3_Bn-3OMe_4F_OCH2CH2CF2H,-6.189
emap3_Bn-3OMe_4F_OCH2CH2CF3,-6.264
emap3_Bn-3OMe_4F_OCH2CH2CH2CF3,-6.174
emap3_Bn-3OMe_4F_OCH2CH2CH2CHF2,-5.945
emap3_Bn-3OMe_4F_OCH2CH2CH2F,-6.132
emap3_Bn-3OMe_4F_OCH2CH2CHF2,-6.126
emap3_Bn-3OMe_4F_OCH2CH2F,-5.816
emap3_Bn-3OMe_4F_OCH2CHF2,-6.242
emap3_Bn-3OMe_4F_OCH2F,-4.811
emap3_Bn-3OMe_4F_OSiMe3,-6.414
emap3_Bn-3OMe_4F_PhCH2F,-6.481
emap3_Bn-3OMe_4F_nBu,-5.907
emap3_Bn-3OMe_4F_nPr,-5.133
emap3_Bn-3OMe_4F_tBu,-6.043
emap3_Bn-3OMe_BnCH2,-6.842
emap3_Bn-3OMe_CH2CF2CF3,-6.331
emap3_Bn-3OMe_CH2CF2CH2CF3,-6.205
emap3_Bn-3OMe_CH2CF2CH2CH2F,-6.072
emap3_Bn-3OMe_CH2CF2CH2CHF2,-6.411
emap3_Bn-3OMe_CH2CF2CH2F,-5.363
emap3_Bn-3OMe_CH2CF2H,-5.989
emap3_Bn-3OMe_CH2CF3,-6.075
emap3_Bn-3OMe_CH2CH2CF2CF3,-6.369
emap3_Bn-3OMe_CH2CH2CF2CH2CF3,-6.085
emap3_Bn-3OMe_CH2CH2CF2CH2CH2CF3,-6.450
emap3_Bn-3OMe_CH2CH2CF2CH2CH2CHF2,-6.559
emap3_Bn-3OMe_CH2CH2CF2CH2CH2F,-6.056
emap3_Bn-3OMe_CH2CH2CF2CH2CHF2,-6.310
emap3_Bn-3OMe_CH2CH2CF2CH2F,-6.083
emap3_Bn-3OMe_CH2CH2CF2CH3,-6.297
emap3_Bn-3OMe_CH2CH2CF2H,-6.260
emap3_Bn-3OMe_CH2CH2CF3,-6.143
emap3_Bn-3OMe_CH2CH2CH2CF2CF3,-5.517
emap3_Bn-3OMe_CH2CH2CH2CF3,-6.374
emap3_Bn-3OMe_CH2CH2CH2CHF2,-6.133
emap3_Bn-3OMe_CH2CH2CH2F,-6.045
emap3_Bn-3OMe_CH2CH2CHF2,-6.241
emap3_Bn-3OMe_CH2CH2F,-5.879
emap3_Bn-3OMe_CH2CH2SiMe3,-5.477
emap3_Bn-3OMe_CH2CHF2,-6.371
emap3_Bn-3OMe_CH2F,-5.779
emap3_Bn-3OMe_CH2SiEt3,-5.769
emap3_Bn-3OMe_CH2SiMe3,-6.334
emap3_Bn-3OMe_Et,-5.783
emap3_Bn-3OMe_Me,-5.690
emap3_Bn-3OMe_OCH2CF2CF3,-6.288
emap3_Bn-3OMe_OCH2CF2CH2CH2F,-6.403
emap3_Bn-3OMe_OCH2CF2CH2F,-6.145
emap3_Bn-3OMe_OCH2CF2CH3,-6.142
emap3_Bn-3OMe_OCH2CF2H,-6.132
emap3_Bn-3OMe_OCH2CF3,-6.353
emap3_Bn-3OMe_OCH2CH2CF2CF3,-6.243
emap3_Bn-3OMe_OCH2CH2CF2CH2CH2F,-6.140
emap3_Bn-3OMe_OCH2CH2CF2CH2F,-6.062
emap3_Bn-3OMe_OCH2CH2CF2H,-6.096
emap3_Bn-3OMe_OCH2CH2CF3,-5.958
emap3_Bn-3OMe_OCH2CH2CH2CF3,-6.348
emap3_Bn-3OMe_OCH2CH2CH2CHF2,-6.434
emap3_Bn-3OMe_OCH2CH2CH2F,-5.898
emap3_Bn-3OMe_OCH2CH2CHF2,-5.477
emap3_Bn-3OMe_OCH2CH2F,-5.720
emap3_Bn-3OMe_OCH2CHF2,-6.327
emap3_Bn-3OMe_OCH2F,-6.206
emap3_Bn-3OMe_OSiMe3,-6.127
emap3_Bn-3OMe_PhCH2F,-5.783
emap3_Bn-3OMe_nBu,-5.519
emap3_Bn-3OMe_nPr,-5.952
emap3_Bn-3OMe_tBu,-6.451
emap3_Bn-3SF5_BnCH2,-8.907
emap3_Bn-3SF5_CH2CF2CF3,-6.961
emap3_Bn-3SF5_CH2CF2CH2CF3,-6.982
emap3_Bn-3SF5_CH2CF2CH2CH2F,-7.191
emap3_Bn-3SF5_CH2CF2CH2CHF2,-7.483
emap3_Bn-3SF5_CH2CF2CH2F,-7.652
emap3_Bn-3SF5_CH2CF2H,-7.039
emap3_Bn-3SF5_CH2CF3,-6.815
emap3_Bn-3SF5_CH2CH2CF2CF3,-6.988
emap3_Bn-3SF5_CH2CH2CF2CH2CF3,-7.006
emap3_Bn-3SF5_CH2CH2CF2CH2CH2CF3,-7.233
emap3_Bn-3SF5_CH2CH2CF2CH2CH2CHF2,-8.472
emap3_Bn-3SF5_CH2CH2CF2CH2CH2F,-6.720
emap3_Bn-3SF5_CH2CH2CF2CH2CHF2,-7.911
emap3_Bn-3SF5_CH2CH2CF2CH2F,-6.478
emap3_Bn-3SF5_CH2CH2CF2CH3,-6.541
emap3_Bn-3SF5_CH2CH2CF2H,-6.476
emap3_Bn-3SF5_CH2CH2CF3,-7.237
emap3_Bn-3SF5_CH2CH2CH2CF2CF3,-7.155
emap3_Bn-3SF5_CH2CH2CH2CF3,-7.858
emap3_Bn-3SF5_CH2CH2CH2CHF2,-6.914
emap3_Bn-3SF5_CH2CH2CH2F,-6.852
emap3_Bn-3SF5_CH2CH2CHF2,-6.553
emap3_Bn-3SF5_CH2CH2F,-6.532
emap3_Bn-3SF5_CH2CH2SiMe3,-7.478
emap3_Bn-3SF5_CH2CHF2,-7.009
emap3_Bn-3SF5_CH2F,-8.060
emap3_Bn-3SF5_CH2SiEt3,-7.802
emap3_Bn-3SF5_CH2SiMe3,-6.756
emap3_Bn-3SF5_Et,-7.159
emap3_Bn-3SF5_Me,-7.151
emap3_Bn-3SF5_OCH2CF2CF3,-7.387
emap3_Bn-3SF5_OCH2CF2CH2CH2F,-6.681
emap3_Bn-3SF5_OCH2CF2CH2F,-6.203
emap3_Bn-3SF5_OCH2CF2CH3,-6.954
emap3_Bn-3SF5_OCH2CF2H,-7.373
emap3_Bn-3SF5_OCH2CF3,-6.587
emap3_Bn-3SF5_OCH2CH2CF2CF3,-7.296
emap3_Bn-3SF5_OCH2CH2CF2CH2CH2F,-7.513
emap3_Bn-3SF5_OCH2CH2CF2CH2F,-7.081
emap3_Bn-3SF5_OCH2CH2CF2H,-7.308
emap3_Bn-3SF5_OCH2CH2CF3,-7.816
emap3_Bn-3SF5_OCH2CH2CH2CF3,-8.085
emap3_Bn-3SF5_OCH2CH2CH2CHF2,-7.140
emap3_Bn-3SF5_OCH2CH2CH2F,-6.947
emap3_Bn-3SF5_OCH2CH2CHF2,-7.398
emap3_Bn-3SF5_OCH2CH2F,-7.015
emap3_Bn-3SF5_OCH2CHF2,-7.370
emap3_Bn-3SF5_OCH2F,-6.077
emap3_Bn-3SF5_OSiMe3,-6.159
emap3_Bn-3SF5_PhCH2F,-8.016
emap3_Bn-3SF5_nBu,-6.783
emap3_Bn-3SF5_nPr,-6.473
emap3_Bn-3SF5_tBu,-6.866
emap3_Bn-3_4diCl_BnCH2,-6.939
emap3_Bn-3_4diCl_CH2CF2CF3,-6.241
emap3_Bn-3_4diCl_CH2CF2CH2CF3,-6.514
emap3_Bn-3_4diCl_CH2CF2CH2CH2F,-6.354
emap3_Bn-3_4diCl_CH2CF2CH2CHF2,-6.709
emap3_Bn-3_4diCl_CH2CF2CH2F,-6.376
emap3_Bn-3_4diCl_CH2CF2H,-5.547
emap3_Bn-3_4diCl_CH2CF3,-6.105
emap3_Bn-3_4diCl_CH2CH2CF2CF3,-6.631
emap3_Bn-3_4diCl_CH2CH2CF2CH2CF3,-6.684
emap3_Bn-3_4diCl_CH2CH2CF2CH2CH2CF3,-6.634
emap3_Bn-3_4diCl_CH2CH2CF2CH2CH2CHF2,-5.535
emap3_Bn-3_4diCl_CH2CH2CF2CH2CH2F,-6.238
emap3_Bn-3_4diCl_CH2CH2CF2CH2CHF2,-6.558
emap3_Bn-3_4diCl_CH2CH2CF2CH2F,-6.399
emap3_Bn-3_4diCl_CH2CH2CF2CH3,-6.490
emap3_Bn-3_4diCl_CH2CH2CF2H,-6.385
emap3_Bn-3_4diCl_CH2CH2CF3,-6.583
emap3_Bn-3_4diCl_CH2CH2CH2CF2CF3,-6.680
emap3_Bn-3_4diCl_CH2CH2CH2CF3,-6.540
emap3_Bn-3_4diCl_CH2CH2CH2CHF2,-6.585
emap3_Bn-3_4diCl_CH2CH2CH2F,-6.062
emap3_Bn-3_4diCl_CH2CH2CHF2,-6.340
emap3_Bn-3_4diCl_CH2CH2F,-6.671
emap3_Bn-3_4diCl_CH2CH2SiMe3,-6.247
emap3_Bn-3_4diCl_CH2CHF2,-5.549
emap3_Bn-3_4diCl_CH2F,-5.306
emap3_Bn-3_4diCl_CH2SiEt3,-6.161
emap3_Bn-3_4diCl_CH2SiMe3,-6.411
emap3_Bn-3_4diCl_Et,-4.938
emap3_Bn-3_4diCl_Me,-6.572
emap3_Bn-3_4diCl_OCH2CF2CF3,-6.427
emap3_Bn-3_4diCl_OCH2CF2CH2CH2F,-5.124
emap3_Bn-3_4diCl_OCH2CF2CH2F,-6.263
emap3_Bn-3_4diCl_OCH2CF2CH3,-6.388
emap3_Bn-3_4diCl_OCH2CF2H,-6.477
emap3_Bn-3_4diCl_OCH2CF3,-6.536
emap3_Bn-3_4diCl_OCH2CH2CF2CF3,-6.320
emap3_Bn-3_4diCl_OCH2CH2CF2CH2CH2F,-6.153
emap3_Bn-3_4diCl_OCH2CH2CF2CH2F,-6.404
emap3_Bn-3_4diCl_OCH2CH2CF2H,-6.434
emap3_Bn-3_4diCl_OCH2CH2CF3,-6.470
emap3_Bn-3_4diCl_OCH2CH2CH2CF3,-6.098
emap3_Bn-3_4diCl_OCH2CH2CH2CHF2,-6.451
emap3_Bn-3_4diCl_OCH2CH2CH2F,-6.132
emap3_Bn-3_4diCl_OCH2CH2CHF2,-6.446
emap3_Bn-3_4diCl_OCH2CH2F,-6.043
emap3_Bn-3_4diCl_OCH2CHF2,-6.381
emap3_Bn-3_4diCl_OCH2F,-6.604
emap3_Bn-3_4diCl_OSiMe3,-6.562
emap3_Bn-3_4diCl_PhCH2F,-6.928
emap3_Bn-3_4diCl_nBu,-5.271
emap3_Bn-3_4diCl_nPr,-5.201
emap3_Bn-3_4diCl_tBu,-6.316
emap3_Bn-3_4diF_BnCH2,-6.513
emap3_Bn-3_4diF_CH2CF2CF3,-6.511
emap3_Bn-3_4diF_CH2CF2CH2CF3,-6.515
emap3_Bn-3_4diF_CH2CF2CH2CH2F,-6.357
emap3_Bn-3_4diF_CH2CF2CH2CHF2,-6.283
emap3_Bn-3_4diF_CH2CF2CH2F,-6.146
emap3_Bn-3_4diF_CH2CF2H,-5.237
emap3_Bn-3_4diF_CH2CF3,-6.144
emap3_Bn-3_4diF_CH2CH2CF2CF3,-6.603
emap3_Bn-3_4diF_CH2CH2CF2CH2CF3,-6.608
emap3_Bn-3_4diF_CH2CH2CF2CH2CH2CF3,-6.558
emap3_Bn-3_4diF_CH2CH2CF2CH2CH2CHF2,-5.824
emap3_Bn-3_4diF_CH2CH2CF2CH2CH2F,-6.261
emap3_Bn-3_4diF_CH2CH2CF2CH2CHF2,-6.520
emap3_Bn-3_4diF_CH2CH2CF2CH2F,-6.463
emap3_Bn-3_4diF_CH2CH2CF2CH3,-6.312
emap3_Bn-3_4diF_CH2CH2CF2H,-6.269
emap3_Bn-3_4diF_CH2CH2CF3,-6.472
emap3_Bn-3_4diF_CH2CH2CH2CF2CF3,-6.103
emap3_Bn-3_4diF_CH2CH2CH2CF3,-6.500
emap3_Bn-3_4diF_CH2CH2CH2CHF2,-6.339
emap3_Bn-3_4diF_CH2CH2CH2F,-6.222
emap3_Bn-3_4diF_CH2CH2CHF2,-6.286
emap3_Bn-3_4diF_CH2CH2F,-5.017
emap3_Bn-3_4diF_CH2CH2SiMe3,-6.258
emap3_Bn-3_4diF_CH2CHF2,-6.191
emap3_Bn-3_4diF_CH2F,-5.821
emap3_Bn-3_4diF_CH2SiEt3,-5.909
emap3_Bn-3_4diF_CH2SiMe3,-6.238
emap3_Bn-3_4diF_Et,-5.167
emap3_Bn-3_4diF_Me,-6.487
emap3_Bn-3_4diF_OCH2CF2CF3,-5.644
emap3_Bn-3_4diF_OCH2CF2CH2CH2F,-5.506
emap3_Bn-3_4diF_OCH2CF2CH2F,-6.101
emap3_Bn-3_4diF_OCH2CF2CH3,-6.542
emap3_Bn-3_4diF_OCH2CF2H,-6.369
emap3_Bn-3_4diF_OCH2CF3,-6.490
emap3_Bn-3_4diF_OCH2CH2CF2CF3,-5.591
emap3_Bn-3_4diF_OCH2CH2CF2CH2CH2F,-5.600
emap3_Bn-3_4diF_OCH2CH2CF2CH2F,-5.485
emap3_Bn-3_4diF_OCH2CH2CF2H,-6.231
emap3_Bn-3_4diF_OCH2CH2CF3,-6.334
emap3_Bn-3_4diF_OCH2CH2CH2CF3,-6.512
emap3_Bn-3_4diF_OCH2CH2CH2CHF2,-6.239
emap3_Bn-3_4diF_OCH2CH2CH2F,-6.254
emap3_Bn-3_4diF_OCH2CH2CHF2,-6.159
emap3_Bn-3_4diF_OCH2CH2F,-6.308
emap3_Bn-3_4diF_OCH2CHF2,-6.405
emap3_Bn-3_4diF_OCH2F,-6.096
emap3_Bn-3_4diF_OSiMe3,-6.433
emap3_Bn-3_4diF_PhCH2F,-6.694
emap3_Bn-3_4diF_nBu,-6.282
emap3_Bn-3_4diF_nPr,-4.820
emap3_Bn-3_4diF_tBu,-6.189
emap3_Bn-3_5diCl_BnCH2,-6.452
emap3_Bn-3_5diCl_CH2CF2CF3,-7.118
emap3_Bn-3_5diCl_CH2CF2CH2CF3,-7.132
emap3_Bn-3_5diCl_CH2CF2CH2CH2F,-6.602
emap3_Bn-3_5diCl_CH2CF2CH2CHF2,-6.820
emap3_Bn-3_5diCl_CH2CF2CH2F,-6.328
emap3_Bn-3_5diCl_CH2CF2H,-6.234
emap3_Bn-3_5diCl_CH2CF3,-6.379
emap3_Bn-3_5diCl_CH2CH2CF2CF3,-6.351
emap3_Bn-3_5diCl_CH2CH2CF2CH2CF3,-6.339
emap3_Bn-3_5diCl_CH2CH2CF2CH2CH2CF3,-6.108
emap3_Bn-3_5diCl_CH2CH2CF2CH2CH2CHF2,-6.135
emap3_Bn-3_5diCl_CH2CH2CF2CH2CH2F,-6.287
emap3_Bn-3_5diCl_CH2CH2CF2CH2CHF2,-6.383
emap3_Bn-3_5diCl_CH2CH2CF2CH2F,-5.777
emap3_Bn-3_5diCl_CH2CH2CF2CH3,-6.412
emap3_Bn-3_5diCl_CH2CH2CF2H,-6.367
emap3_Bn-3_5diCl_CH2CH2CF3,-6.170
emap3_Bn-3_5diCl_CH2CH2CH2CF2CF3,-5.810
emap3_Bn-3_5diCl_CH2CH2CH2CF3,-6.512
emap3_Bn-3_5diCl_CH2CH2CH2CHF2,-6.150
emap3_Bn-3_5diCl_CH2CH2CH2F,-6.306
emap3_Bn-3_5diCl_CH2CH2CHF2,-6.283
emap3_Bn-3_5diCl_CH2CH2F,-6.233
emap3_Bn-3_5diCl_CH2CH2SiMe3,-6.030
emap3_Bn-3_5diCl_CH2CHF2,-4.670
emap3_Bn-3_5diCl_CH2F,-4.953
emap3_Bn-3_5diCl_CH2SiEt3,-5.373
emap3_Bn-3_5diCl_CH2SiMe3,-5.390
emap3_Bn-3_5diCl_Et,-4.890
emap3_Bn-3_5diCl_Me,-5.461
emap3_Bn-3_5diCl_OCH2CF2CF3,-5.924
emap3_Bn-3_5diCl_OCH2CF2CH2CH2F,-5.928
emap3_Bn-3_5diCl_OCH2CF2CH2F,-6.120
emap3_Bn-3_5diCl_OCH2CF2CH3,-5.815
emap3_Bn-3_5diCl_OCH2CF2H,-6.259
emap3_Bn-3_5diCl_OCH2CF3,-6.561
emap3_Bn-3_5diCl_OCH2CH2CF2CF3,-6.520
emap3_Bn-3_5diCl_OCH2CH2CF2CH2CH2F,-5.001
emap3_Bn-3_5diCl_OCH2CH2CF2CH2F,-5.700
emap3_Bn-3_5diCl_OCH2CH2CF2H,-6.295
emap3_Bn-3_5diCl_OCH2CH2CF3,-6.225
emap3_Bn-3_5diCl_OCH2CH2CH2CF3,-5.384
emap3_Bn-3_5diCl_OCH2CH2CH2CHF2,-5.836
emap3_Bn-3_5diCl_OCH2CH2CH2F,-5.716
emap3_Bn-3_5diCl_OCH2CH2CHF2,-6.284
