round,ligand_id,smiles,MW,cLogP,logD7.4,logD7.4_est,TPSA,HBD,HBA,RotB,logS_ESOL_est,efflux_risk_0to2,E_dock,CNS_MPO_TE2052,Ki_note
R2,emap2_Bn_iPr,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,429.524,3.890,,3.281,73.020,0,4,7,-4.491,0,-5.627,5.400,
R2,emap2_Bn_cPr,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,427.508,3.644,,3.035,73.020,0,4,7,-4.324,0,-5.457,5.400,
R2,emap2_Bn_CH2F,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,419.460,3.236,,2.627,73.020,0,4,7,-4.017,0,-5.421,5.400,
R2,emap2_Bn_CHF2,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,437.450,3.704,,3.095,73.020,0,4,7,-4.424,0,-1.471,5.400,
R2,emap2_Bn_CH2CH2F,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,433.487,3.278,,2.670,73.020,0,4,8,-4.065,0,-5.268,5.400,
R2,emap2_Bn_CH2CF3,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,469.467,3.871,,3.263,73.020,0,4,7,-4.727,0,-6.664,5.400,
R2,emap2_Bn-4F_Me,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,419.460,2.985,,2.376,73.020,0,4,6,-3.925,0,-6.520,5.400,
R2,emap2_Bn-4F_Et,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,433.487,3.468,,2.859,73.020,0,4,7,-4.250,0,-5.466,5.400,
R2,emap2_Bn-4F_iPr,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,447.514,4.029,,3.420,73.020,0,4,7,-4.691,0,-5.632,4.800,
R2,emap2_Bn-4F_cPr,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,445.498,3.783,,3.174,73.020,0,4,7,-4.523,0,-6.338,5.400,
R2,emap2_Bn-4F_CH2F,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,437.450,3.375,,2.766,73.020,0,4,7,-4.216,0,-5.706,5.400,
R2,emap2_Bn-4F_CHF2,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,455.440,3.843,,3.234,73.020,0,4,7,-4.623,0,-5.732,5.400,
R2,emap2_Bn-4F_CH2CH2F,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,451.477,3.417,,2.809,73.020,0,4,8,-4.264,0,-5.573,5.400,
R2,emap2_Bn-4F_CH2CF3,CCN(Cc1ccc(F)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,487.457,4.010,,3.402,73.020,0,4,7,-4.927,0,-5.761,4.800,
R2,"emap2_Bn-3,5diF_Me",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,437.450,3.124,,2.515,73.020,0,4,6,-4.124,0,-6.045,5.400,
R2,"emap2_Bn-3,5diF_Et",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,451.477,3.607,,2.998,73.020,0,4,7,-4.449,0,-5.654,5.400,
R2,"emap2_Bn-3,5diF_iPr",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,465.504,4.168,,3.559,73.020,0,4,7,-4.890,0,-6.220,4.800,
R2,"emap2_Bn-3,5diF_cPr",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,463.488,3.922,,3.313,73.020,0,4,7,-4.722,0,-6.251,5.400,
R2,"emap2_Bn-3,5diF_CH2F",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,455.440,3.514,,2.905,73.020,0,4,7,-4.415,0,-5.941,5.400,
R2,"emap2_Bn-3,5diF_CHF2",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,473.430,3.982,,3.374,73.020,0,4,7,-4.822,0,-5.883,5.400,
R2,"emap2_Bn-3,5diF_CH2CH2F",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,469.467,3.556,,2.948,73.020,0,4,8,-4.463,0,-6.656,5.400,
R2,"emap2_Bn-3,5diF_CH2CF3",CCN(Cc1ccc(F)cc1F)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,505.447,4.149,,3.541,73.020,0,4,7,-5.126,1,-7.028,4.200,
R2,"emap2_Bn-3,4diF_Me",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,437.450,3.124,,2.515,73.020,0,4,6,-4.124,0,-6.517,5.400,
R2,"emap2_Bn-3,4diF_Et",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,451.477,3.607,,2.998,73.020,0,4,7,-4.449,0,-6.336,5.400,
R2,"emap2_Bn-3,4diF_iPr",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,465.504,4.168,,3.559,73.020,0,4,7,-4.890,0,-6.406,4.800,
R2,"emap2_Bn-3,4diF_cPr",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,463.488,3.922,,3.313,73.020,0,4,7,-4.722,0,-6.188,5.400,
R2,"emap2_Bn-3,4diF_CH2F",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,455.440,3.514,,2.905,73.020,0,4,7,-4.415,0,-6.058,5.400,
R2,"emap2_Bn-3,4diF_CHF2",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,473.430,3.982,,3.374,73.020,0,4,7,-4.822,0,-6.533,5.400,
R2,"emap2_Bn-3,4diF_CH2CH2F",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,469.467,3.556,,2.948,73.020,0,4,8,-4.463,0,-5.535,5.400,
R2,"emap2_Bn-3,4diF_CH2CF3",CCN(Cc1cc(F)ccc1F)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,505.447,4.149,,3.541,73.020,0,4,7,-5.126,1,-6.932,4.200,
R2,emap2_Bn-4Cl_Me,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,435.915,3.499,,2.891,73.020,0,4,6,-4.351,0,-5.747,5.400,
R2,emap2_Bn-4Cl_Et,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,449.942,3.982,,3.374,73.020,0,4,7,-4.676,0,-5.646,5.400,
R2,emap2_Bn-4Cl_iPr,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,463.969,4.543,,3.935,73.020,0,4,7,-5.117,0,-5.700,4.200,
R2,emap2_Bn-4Cl_cPr,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,461.953,4.297,,3.689,73.020,0,4,7,-4.949,0,-5.577,4.800,
R2,emap2_Bn-4Cl_CH2F,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,453.905,3.889,,3.281,73.020,0,4,7,-4.642,0,-5.479,5.400,
R2,emap2_Bn-4Cl_CHF2,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,471.895,4.357,,3.749,73.020,0,4,7,-5.049,0,-5.342,4.800,
R2,emap2_Bn-4Cl_CH2CH2F,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,467.932,3.932,,3.323,73.020,0,4,8,-4.690,0,-5.462,5.400,
R2,emap2_Bn-4Cl_CH2CF3,CCN(Cc1ccc(Cl)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,503.912,4.524,,3.916,73.020,0,4,7,-5.353,1,-5.795,3.600,
R2,"emap2_Bn-3,4diCl_Me",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,470.360,4.153,,3.544,73.020,0,4,6,-4.976,0,-6.608,4.800,
R2,"emap2_Bn-3,4diCl_Et",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,484.387,4.635,,4.027,73.020,0,4,7,-5.302,1,-5.435,3.600,
R2,"emap2_Bn-3,4diCl_iPr",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,498.414,5.196,,4.588,73.020,0,4,7,-5.742,2,-5.654,3.000,
R2,"emap2_Bn-3,4diCl_cPr",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,496.398,4.950,,4.342,73.020,0,4,7,-5.574,1,-6.357,3.600,
R2,"emap2_Bn-3,4diCl_CH2F",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,488.350,4.543,,3.934,73.020,0,4,7,-5.268,0,-6.334,4.200,
R2,"emap2_Bn-3,4diCl_CHF2",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,506.340,5.011,,4.402,73.020,0,4,7,-5.674,1,-5.641,3.000,
R2,"emap2_Bn-3,4diCl_CH2CH2F",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,502.377,4.585,,3.977,73.020,0,4,8,-5.315,1,-6.136,3.600,
R2,"emap2_Bn-3,4diCl_CH2CF3",CCN(Cc1cc(Cl)ccc1Cl)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,538.357,5.178,,4.569,73.020,0,4,7,-5.978,2,-6.688,2.400,
R2,emap2_Bn-4Br_Me,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,480.366,3.608,,3.000,73.020,0,4,6,-4.695,0,-5.772,5.400,
R2,emap2_Bn-4Br_Et,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,494.393,4.091,,3.483,73.020,0,4,7,-5.021,0,-5.623,4.800,
R2,emap2_Bn-4Br_iPr,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,508.420,4.652,,4.044,73.020,0,4,7,-5.461,1,-5.592,3.000,
R2,emap2_Bn-4Br_cPr,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,506.404,4.406,,3.798,73.020,0,4,7,-5.294,1,-5.574,4.200,
R2,emap2_Bn-4Br_CH2F,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,498.356,3.998,,3.390,73.020,0,4,7,-4.987,0,-5.307,5.400,
R2,emap2_Bn-4Br_CHF2,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,516.346,4.466,,3.858,73.020,0,4,7,-5.393,1,-5.558,4.200,
R2,emap2_Bn-4Br_CH2CH2F,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,512.383,4.041,,3.432,73.020,0,4,8,-5.034,1,-5.375,4.200,
R2,emap2_Bn-4Br_CH2CF3,CCN(Cc1ccc(Br)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,548.363,4.634,,4.025,73.020,0,4,7,-5.697,1,-6.740,3.000,
R2,emap2_Bn-4CF3_Me,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,469.467,3.865,,3.256,73.020,0,4,6,-4.789,0,-6.194,5.400,
R2,emap2_Bn-4CF3_Et,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,483.494,4.347,,3.739,73.020,0,4,7,-5.115,0,-5.959,4.800,
R2,emap2_Bn-4CF3_iPr,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,497.521,4.908,,4.300,73.020,0,4,7,-5.555,1,-6.947,3.600,
R2,emap2_Bn-4CF3_cPr,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,495.505,4.662,,4.054,73.020,0,4,7,-5.387,1,-5.305,3.600,
R2,emap2_Bn-4CF3_CH2F,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,487.457,4.255,,3.646,73.020,0,4,7,-5.081,0,-6.924,4.800,
R2,emap2_Bn-4CF3_CHF2,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,505.447,4.723,,4.114,73.020,0,4,7,-5.487,1,-6.127,3.000,
R2,emap2_Bn-4CF3_CH2CH2F,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,501.484,4.297,,3.689,73.020,0,4,8,-5.128,1,-5.586,4.200,
R2,emap2_Bn-4CF3_CH2CF3,CCN(Cc1ccc(C(F)(F)F)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,537.464,4.890,,4.281,73.020,0,4,7,-5.791,1,-6.147,3.000,
R2,emap2_Bn-4OCF3_Me,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,485.466,3.744,,3.059,82.250,0,5,7,-4.747,0,-6.662,5.400,
R2,emap2_Bn-4OCF3_Et,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,499.493,4.227,,3.542,82.250,0,5,8,-5.072,0,-6.444,4.800,
R2,emap2_Bn-4OCF3_iPr,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,513.520,4.788,,4.103,82.250,0,5,8,-5.512,1,-6.629,3.000,
R2,emap2_Bn-4OCF3_cPr,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,511.504,4.542,,3.857,82.250,0,5,8,-5.345,1,-5.883,3.600,
R2,emap2_Bn-4OCF3_CH2F,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,503.456,4.134,,3.449,82.250,0,5,8,-5.038,1,-6.465,4.200,
R2,emap2_Bn-4OCF3_CHF2,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,521.446,4.602,,3.917,82.250,0,5,8,-5.444,1,-6.001,3.600,
R2,emap2_Bn-4OCF3_CH2CH2F,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,517.483,4.177,,3.491,82.250,0,5,9,-5.086,1,-6.431,4.200,
R2,emap2_Bn-4OCF3_CH2CF3,CCN(Cc1ccc(OC(F)(F)F)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,553.463,4.770,,4.084,82.250,0,5,8,-5.748,2,-6.657,2.400,
R2,emap2_Bn-4OCHF2_Me,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,467.476,3.447,,2.762,82.250,0,5,8,-4.382,0,-6.285,5.400,
R2,emap2_Bn-4OCHF2_Et,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,481.503,3.930,,3.245,82.250,0,5,9,-4.707,0,-6.129,5.400,
R2,emap2_Bn-4OCHF2_iPr,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,495.530,4.491,,3.806,82.250,0,5,9,-5.148,0,-5.045,4.800,
R2,emap2_Bn-4OCHF2_cPr,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,493.514,4.245,,3.560,82.250,0,5,9,-4.980,0,-5.550,4.800,
R2,emap2_Bn-4OCHF2_CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,485.466,3.837,,3.152,82.250,0,5,9,-4.673,0,-6.163,5.400,
R2,emap2_Bn-4OCHF2_CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,503.456,4.305,,3.620,82.250,0,5,9,-5.080,1,-5.082,4.200,
R2,emap2_Bn-4OCHF2_CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,499.493,3.880,,3.194,82.250,0,5,10,-4.721,0,-6.261,5.400,
R2,emap2_Bn-4OCHF2_CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,535.473,4.472,,3.787,82.250,0,5,9,-5.384,1,-6.556,4.200,
R2,emap2_Bn-4OMe_Me,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,431.496,2.854,,2.169,82.250,0,5,7,-3.851,0,-6.076,5.400,
R2,emap2_Bn-4OMe_Et,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,445.523,3.337,,2.652,82.250,0,5,8,-4.177,0,-5.393,5.400,
R2,emap2_Bn-4OMe_iPr,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,459.550,3.898,,3.213,82.250,0,5,8,-4.617,0,-6.338,5.400,
R2,emap2_Bn-4OMe_cPr,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,457.534,3.652,,2.967,82.250,0,5,8,-4.450,0,-5.585,5.400,
R2,emap2_Bn-4OMe_CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,449.486,3.244,,2.559,82.250,0,5,8,-4.143,0,-5.387,5.400,
R2,emap2_Bn-4OMe_CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,467.476,3.712,,3.027,82.250,0,5,8,-4.549,0,-5.736,5.400,
R2,emap2_Bn-4OMe_CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,463.513,3.287,,2.601,82.250,0,5,9,-4.190,0,-5.295,5.400,
R2,emap2_Bn-4OMe_CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,499.493,3.880,,3.194,82.250,0,5,8,-4.853,0,-6.577,5.400,
R2,emap2_Bn-4iPr_Me,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,443.551,3.969,,3.361,73.020,0,4,7,-4.629,0,-5.899,5.400,
R2,emap2_Bn-4iPr_Et,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,457.578,4.452,,3.844,73.020,0,4,8,-4.954,0,-5.690,4.800,
R2,emap2_Bn-4iPr_iPr,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,471.605,5.013,,4.405,73.020,0,4,8,-5.394,1,-5.739,3.600,
R2,emap2_Bn-4iPr_cPr,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,469.589,4.767,,4.159,73.020,0,4,8,-5.227,1,-6.687,3.600,
R2,emap2_Bn-4iPr_CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,461.541,4.359,,3.751,73.020,0,4,8,-4.920,0,-4.966,4.800,
R2,emap2_Bn-4iPr_CHF2,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,479.531,4.827,,4.219,73.020,0,4,8,-5.326,1,-5.556,3.600,
R2,emap2_Bn-4iPr_CH2CH2F,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,475.568,4.402,,3.793,73.020,0,4,9,-4.968,0,-5.451,4.800,
R2,emap2_Bn-4iPr_CH2CF3,CCN(Cc1ccc(C(C)C)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,511.548,4.994,,4.386,73.020,0,4,8,-5.630,1,-5.792,3.000,
R2,emap2_Bn-4CF2H_Me,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,451.477,3.783,,3.175,73.020,0,4,7,-4.561,0,-5.196,5.400,
R2,emap2_Bn-4CF2H_Et,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,465.504,4.266,,3.658,73.020,0,4,8,-4.886,0,-5.576,4.800,
R2,emap2_Bn-4CF2H_iPr,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,479.531,4.827,,4.219,73.020,0,4,8,-5.326,1,-5.865,3.600,
R2,emap2_Bn-4CF2H_cPr,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,477.515,4.581,,3.973,73.020,0,4,8,-5.159,0,-5.900,4.200,
R2,emap2_Bn-4CF2H_CH2F,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,469.467,4.173,,3.565,73.020,0,4,8,-4.852,0,-6.289,4.800,
R2,emap2_Bn-4CF2H_CHF2,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,487.457,4.641,,4.033,73.020,0,4,8,-5.258,1,-6.358,3.600,
R2,emap2_Bn-4CF2H_CH2CH2F,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,483.494,4.216,,3.607,73.020,0,4,9,-4.900,0,-5.670,4.800,
R2,emap2_Bn-4CF2H_CH2CF3,CCN(Cc1ccc(C(F)F)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,519.474,4.809,,4.200,73.020,0,4,8,-5.562,1,-6.828,3.000,
R2,emap2_Bn-4SF5_Me,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,527.519,5.503,,4.895,73.020,0,4,7,-6.116,2,-5.719,2.400,
R2,emap2_Bn-4SF5_Et,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(CC)c2cnc(-c3ccccc3)nc21,541.546,5.986,,5.378,73.020,0,4,8,-6.441,2,-5.620,2.400,
R2,emap2_Bn-4SF5_iPr,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(C(C)C)c2cnc(-c3ccccc3)nc21,555.573,6.547,,5.939,73.020,0,4,8,-6.881,2,-6.693,1.800,
R2,emap2_Bn-4SF5_cPr,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(C2CC2)c2cnc(-c3ccccc3)nc21,553.557,6.301,,5.693,73.020,0,4,8,-6.714,2,-5.720,1.800,
R2,emap2_Bn-4SF5_CH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(CF)c2cnc(-c3ccccc3)nc21,545.509,5.893,,5.285,73.020,0,4,8,-6.407,2,-5.726,2.400,
R2,emap2_Bn-4SF5_CHF2,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(C(F)F)c2cnc(-c3ccccc3)nc21,563.499,6.361,,5.753,73.020,0,4,8,-6.813,2,-6.901,1.800,
R2,emap2_Bn-4SF5_CH2CH2F,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,559.536,5.936,,5.327,73.020,0,4,9,-6.455,2,-6.565,1.800,
R2,emap2_Bn-4SF5_CH2CF3,CCN(Cc1ccc(S(F)(F)(F)(F)F)cc1)C(=O)Cn1c(=O)n(CC(F)(F)F)c2cnc(-c3ccccc3)nc21,595.516,6.528,,5.920,73.020,0,4,8,-7.117,2,-7.046,1.800,
R3,emap3_Bn_Me,CCN(Cc1ccccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C,401.470,2.846,,2.237,73.020,0,4,6,-3.726,0,-6.307,5.400,
R3,emap3_Bn_Et,CCN(Cc1ccccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC,415.497,3.329,,2.720,73.020,0,4,7,-4.051,0,-4.910,5.400,
R3,emap3_Bn_nPr,CCN(Cc1ccccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC,429.524,3.719,,3.110,73.020,0,4,8,-4.318,0,-5.994,5.400,
