round,ligand_id,smiles
R3,emap3_Bn-4OMe_CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F
R3,emap3_Bn-4OMe_CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F
R3,emap3_Bn-4OMe_CH2CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F
R3,emap3_Bn-4OMe_OCH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF
R3,emap3_Bn-4OMe_OCH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F
R3,emap3_Bn-4OMe_OCH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F
R3,emap3_Bn-4OMe_OCH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF
R3,emap3_Bn-4OMe_OCH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F
R3,emap3_Bn-4OMe_OCH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F
R3,emap3_Bn-4OMe_OCH2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF
R3,emap3_Bn-4OMe_OCH2CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F
R3,emap3_Bn-4OMe_CH2SiMe3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C
R3,emap3_Bn-4OMe_CH2CH2SiMe3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C
R3,emap3_Bn-4OMe_OSiMe3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C
R3,emap3_Bn-4OMe_CH2SiEt3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC
R3,emap3_Bn-4OMe_tBu,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C
R3,emap3_Bn-4OMe_BnCH2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C
R3,emap3_Bn-4OMe_PhCH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF
R3,emap3_Bn-4OMe_OCH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F
R3,emap3_Bn-4OMe_OCH2CH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F
R3,emap3_Bn-4OMe_CH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F
R3,emap3_Bn-4OMe_CH2CH2CF2H,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F
R3,emap3_Bn-4OMe_OCH2CH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F
R3,emap3_Bn-4OMe_CH2CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F
R3,emap3_Bn-4OMe_CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F
R3,emap3_Bn-4OMe_CH2CH2CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F
R3,emap3_Bn-4OMe_CH2CH2CF2CH3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C
R3,emap3_Bn-4OMe_OCH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F
R3,emap3_Bn-4OMe_OCH2CF2CH3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C
R3,emap3_Bn-4OMe_OCH2CH2CF2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F
R3,emap3_Bn-4OMe_CH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF
R3,emap3_Bn-4OMe_CH2CH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF
R3,emap3_Bn-4OMe_OCH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F
R3,emap3_Bn-4OMe_OCH2CH2CF2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF
R3,emap3_Bn-4OMe_CH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF
R3,emap3_Bn-4OMe_CH2CF2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F
R3,emap3_Bn-4OMe_CH2CF2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F
R3,emap3_Bn-4OMe_OCH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF
R3,emap3_Bn-4OMe_OCH2CH2CF2CH2CH2F,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CH2CHF2,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F
R3,emap3_Bn-4OMe_CH2CH2CF2CH2CH2CF3,CCN(Cc1ccc(OC)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F
R3,emap3_Bn-3OMe_Me,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C
R3,emap3_Bn-3OMe_Et,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC
R3,emap3_Bn-3OMe_nPr,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC
R3,emap3_Bn-3OMe_nBu,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC
R3,emap3_Bn-3OMe_CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF
R3,emap3_Bn-3OMe_CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF
R3,emap3_Bn-3OMe_CH2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF
R3,emap3_Bn-3OMe_CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F
R3,emap3_Bn-3OMe_CH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F
R3,emap3_Bn-3OMe_CH2CH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F
R3,emap3_Bn-3OMe_CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F
R3,emap3_Bn-3OMe_CH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F
R3,emap3_Bn-3OMe_CH2CH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F
R3,emap3_Bn-3OMe_OCH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF
R3,emap3_Bn-3OMe_OCH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F
R3,emap3_Bn-3OMe_OCH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F
R3,emap3_Bn-3OMe_OCH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF
R3,emap3_Bn-3OMe_OCH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F
R3,emap3_Bn-3OMe_OCH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F
R3,emap3_Bn-3OMe_OCH2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF
R3,emap3_Bn-3OMe_OCH2CH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F
R3,emap3_Bn-3OMe_CH2SiMe3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C
R3,emap3_Bn-3OMe_CH2CH2SiMe3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C
R3,emap3_Bn-3OMe_OSiMe3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C
R3,emap3_Bn-3OMe_CH2SiEt3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC
R3,emap3_Bn-3OMe_tBu,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C
R3,emap3_Bn-3OMe_BnCH2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C
R3,emap3_Bn-3OMe_PhCH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF
R3,emap3_Bn-3OMe_OCH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F
R3,emap3_Bn-3OMe_OCH2CH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F
R3,emap3_Bn-3OMe_CH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F
R3,emap3_Bn-3OMe_CH2CH2CF2H,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F
R3,emap3_Bn-3OMe_OCH2CH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F
R3,emap3_Bn-3OMe_CH2CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F
R3,emap3_Bn-3OMe_CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F
R3,emap3_Bn-3OMe_CH2CH2CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F
R3,emap3_Bn-3OMe_CH2CH2CF2CH3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C
R3,emap3_Bn-3OMe_OCH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F
R3,emap3_Bn-3OMe_OCH2CF2CH3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C
R3,emap3_Bn-3OMe_OCH2CH2CF2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F
R3,emap3_Bn-3OMe_CH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF
R3,emap3_Bn-3OMe_CH2CH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF
R3,emap3_Bn-3OMe_OCH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F
R3,emap3_Bn-3OMe_OCH2CH2CF2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF
R3,emap3_Bn-3OMe_CH2CF2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF
R3,emap3_Bn-3OMe_CH2CF2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F
R3,emap3_Bn-3OMe_CH2CF2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F
R3,emap3_Bn-3OMe_OCH2CF2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF
R3,emap3_Bn-3OMe_OCH2CH2CF2CH2CH2F,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CH2CHF2,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F
R3,emap3_Bn-3OMe_CH2CH2CF2CH2CH2CF3,CCN(Cc1cc(OC)ccc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)(F)F
R3,emap3_Bn-4OCHF2_Me,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C
R3,emap3_Bn-4OCHF2_Et,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC
R3,emap3_Bn-4OCHF2_nPr,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC
R3,emap3_Bn-4OCHF2_nBu,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCC
R3,emap3_Bn-4OCHF2_CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CF
R3,emap3_Bn-4OCHF2_CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCF
R3,emap3_Bn-4OCHF2_CH2CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCCF
R3,emap3_Bn-4OCHF2_CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)F
R3,emap3_Bn-4OCHF2_CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)(F)F
R3,emap3_Bn-4OCHF2_OCH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COF
R3,emap3_Bn-4OCHF2_OCH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F
R3,emap3_Bn-4OCHF2_OCH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)(F)F
R3,emap3_Bn-4OCHF2_OCH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCF
R3,emap3_Bn-4OCHF2_OCH2CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)(F)F
R3,emap3_Bn-4OCHF2_OCH2CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F
R3,emap3_Bn-4OCHF2_OCH2CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCF
R3,emap3_Bn-4OCHF2_OCH2CH2CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)(F)F
R3,emap3_Bn-4OCHF2_CH2SiMe3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](C)(C)C
R3,emap3_Bn-4OCHF2_CH2CH2SiMe3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC[Si](C)(C)C
R3,emap3_Bn-4OCHF2_OSiMe3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)O[Si](C)(C)C
R3,emap3_Bn-4OCHF2_CH2SiEt3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C[Si](CC)(CC)CC
R3,emap3_Bn-4OCHF2_tBu,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(C)(C)C
R3,emap3_Bn-4OCHF2_BnCH2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)Cc1ccccc1C
R3,emap3_Bn-4OCHF2_PhCH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)c1ccccc1CF
R3,emap3_Bn-4OCHF2_OCH2CF2H,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)F
R3,emap3_Bn-4OCHF2_OCH2CH2CF2H,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)F
R3,emap3_Bn-4OCHF2_CH2CF2H,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CF2H,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)F
R3,emap3_Bn-4OCHF2_OCH2CH2CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCCC(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CF2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F
R3,emap3_Bn-4OCHF2_CH2CF2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CH2CF2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CCC(F)C(F)(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CF2CH3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C
R3,emap3_Bn-4OCHF2_OCH2CF2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C(F)(F)F
R3,emap3_Bn-4OCHF2_OCH2CF2CH3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)C
R3,emap3_Bn-4OCHF2_OCH2CH2CF2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)C(F)(F)F
R3,emap3_Bn-4OCHF2_CH2CF2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CF
R3,emap3_Bn-4OCHF2_CH2CH2CF2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CF
R3,emap3_Bn-4OCHF2_OCH2CF2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CF
R3,emap3_Bn-4OCHF2_CH2CH2CF2CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)F
R3,emap3_Bn-4OCHF2_CH2CH2CF2CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)C(F)(F)F
R3,emap3_Bn-4OCHF2_OCH2CH2CF2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CF
R3,emap3_Bn-4OCHF2_CH2CH2CF2CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CCF
R3,emap3_Bn-4OCHF2_CH2CF2CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)CCF
R3,emap3_Bn-4OCHF2_CH2CF2CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)F
R3,emap3_Bn-4OCHF2_CH2CF2CH2CF3,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)C(F)C(F)(F)F
R3,emap3_Bn-4OCHF2_OCH2CF2CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COC(F)CCF
R3,emap3_Bn-4OCHF2_OCH2CH2CF2CH2CH2F,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)COCC(F)CCF
R3,emap3_Bn-4OCHF2_CH2CH2CF2CH2CH2CHF2,CCN(Cc1ccc(OC(F)F)cc1)C(=O)Cn2c3c(cnc(n3)c4ccccc4)n(c2=O)CC(F)CC(F)F
