frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,fixed_pocket_contact_count_4A,all_protein_contact_count_4A,fixed_pocket_min_distance_A,all_protein_min_distance_A,ligand_COM_to_fixed_pocket_center_A
54,550.0000016397731,1.6481331242897623,2.1010343422354585,18,18,3.4314992200481127,3.4314992200481127,6.024784088134766
55,560.0000016695872,1.7926982787941075,2.1253983470113105,23,23,3.3448385714867768,3.3448385714867768,5.412935733795166
56,570.0000016994012,1.6307059744269892,2.0136983784878257,33,33,3.1625650498814206,3.1625650498814206,5.4759039878845215
57,580.0000017292153,1.73558427538443,1.73653848547333,21,21,3.302690262557234,3.302690262557234,5.4642462730407715
58,590.0000017590294,1.7371251505006198,2.3886305183537937,25,25,3.1744319374353056,3.1744319374353056,5.700613498687744
59,600.0000017888434,1.7090797476997048,2.086171782365773,23,23,3.3430335910205855,3.3430335910205855,5.7941508293151855
60,610.0000018186574,1.6757622663095346,1.6902550141210255,25,25,3.4167735887568274,3.4167735887568274,5.096400737762451
61,620.0000018484716,1.6951655558028789,1.8160445238131624,25,25,3.463928180919918,3.463928180919918,5.648169994354248
62,630.0000018782856,1.6070209808728293,2.1572264799159027,33,33,3.390096681824246,3.390096681824246,5.704665660858154
63,640.0000019080996,1.685010418564198,1.8711126069176036,22,22,3.409191012005549,3.409191012005549,5.831498622894287
64,650.0000019379137,1.6916023657192651,1.881716435936098,25,25,3.354599795020821,3.354599795020821,5.360267639160156
65,660.0000019677277,1.631145597830184,2.502366549013897,24,24,3.194015507713766,3.194015507713766,6.167236328125
66,670.0000019975419,1.7314674291781404,1.874826170630336,24,24,3.529297883421588,3.529297883421588,5.958043575286865
67,680.0000020273559,1.6878683485025554,1.7101936825756066,26,26,3.3275046078659356,3.3275046078659356,5.4148268699646
68,690.0000020571699,1.6152879101391588,1.782243438872388,26,26,3.205211202027253,3.205211202027253,5.707019329071045
69,700.000002086984,1.6252639498256598,1.8564931788244972,21,21,3.2849566917708475,3.2849566917708475,5.839651584625244
70,710.0000021167981,1.6586293280086435,2.4121589552929685,20,20,3.3952226744951735,3.3952226744951735,6.038841724395752
71,720.0000021466121,1.640686096706443,1.8453650475812877,29,29,3.4968004473843846,3.4968004473843846,6.001424789428711
72,730.0000021764262,1.6365407478806278,2.0634043022270014,15,15,3.54964725691012,3.54964725691012,6.240575313568115
73,740.0000022062402,1.6804458450433948,1.537993629446698,20,20,3.3391680340374332,3.3391680340374332,6.010084629058838
74,750.0000022360542,1.6714371560335113,1.9397344127570595,31,31,3.376116643162553,3.376116643162553,6.020508766174316
75,760.0000022658684,1.7078048379154176,2.2978524147440944,11,11,3.2720346252060106,3.2720346252060106,6.219816207885742
76,770.0000022956824,1.7886589206765198,1.776921304665705,28,28,3.246619245039618,3.246619245039618,5.94378662109375
77,780.0000023254964,1.8363890369824516,2.4374228708758783,13,13,3.3622402161610903,3.3622402161610903,6.444431304931641
78,790.0000023553105,1.8633396333439356,1.7156074926733322,23,23,3.4074367505490635,3.4074367505490635,5.975083351135254
79,800.0000023851246,1.775488440941171,1.789800993950606,17,17,3.448022123085925,3.448022123085925,6.206580638885498
80,810.0000024149386,1.895887240555416,1.9466277965948635,18,18,3.6796552571899066,3.6796552571899066,6.270686149597168
81,820.0000024447527,1.8260575841470048,1.8132654027418702,20,20,3.4122423138808786,3.4122423138808786,6.042752742767334
82,830.0000024745667,1.7447537356187657,1.2629561331269907,30,30,3.2382883044072197,3.2382883044072197,5.821136474609375
83,840.0000025043807,1.7708913626695169,1.8034699632287061,17,17,3.401826842011082,3.401826842011082,5.708349227905273
84,850.0000025341949,1.7335305607271985,1.5963764810027155,16,16,3.500914432436418,3.500914432436418,6.190286636352539
85,860.0000025640089,1.6825764032574637,1.3442780198201725,20,20,3.49383137248846,3.49383137248846,6.147552013397217
86,870.000002593823,1.735951345037245,1.3800124060027168,27,27,3.460537343536553,3.460537343536553,6.676967620849609
87,880.000002623637,1.580511975983411,1.2864984184418264,27,27,3.460927726631999,3.460927726631999,6.21395206451416
88,890.000002653451,1.5948138733864763,2.257469035976563,23,23,3.257931127952266,3.257931127952266,6.03164005279541
89,900.0000026832652,1.6577782763508222,1.3487255033500356,19,19,3.48245067886732,3.48245067886732,6.441511154174805
90,910.0000027130792,1.705881696750902,1.394639498036029,13,13,3.3498215715683504,3.3498215715683504,6.21635627746582
91,920.0000027428932,1.7538281932917839,1.0338511104310382,22,22,3.3203719247982444,3.3203719247982444,6.362637996673584
92,930.0000027727073,1.8589622072587542,1.5276608405466952,44,44,3.164743572766923,3.164743572766923,5.955095291137695
93,940.0000028025214,1.9060766540020697,1.4547431810475513,32,32,3.277850289422588,3.277850289422588,6.429548740386963
94,950.0000028323354,1.8797362205578425,1.5427642750296917,39,39,3.1918270073746604,3.1918270073746604,6.0478973388671875
95,960.0000028621495,1.8448990926810251,1.5560214826056562,21,21,3.3890807717249634,3.3890807717249634,6.213940143585205
96,970.0000028919635,1.8903569775928715,1.7359752011006386,27,27,3.085879237234985,3.085879237234985,5.928524494171143
97,980.0000029217775,1.86372298249477,1.5220254756942704,23,23,3.411888413721161,3.411888413721161,6.2890706062316895
98,990.0000029515917,1.7821218986450058,2.061460373026183,19,19,3.447004672582738,3.447004672582738,6.1875433921813965
99,1000.0000029814057,1.9129203459840634,1.6995450869870041,17,17,3.3374043052001396,3.3374043052001396,5.91170072555542
100,1010.0000030112197,1.7984878901985941,1.6748649930816535,22,22,3.299784056012715,3.299784056012715,6.427591800689697
101,1020.0000030410338,1.9141726042260265,1.8728319028147913,9,9,3.230493669178637,3.230493669178637,6.41164493560791
102,1030.000003070848,1.809893376130172,2.1990459844224897,22,22,3.1860853668938898,3.1860853668938898,6.356722354888916
103,1040.0000031006618,1.939236874192429,2.0022984412308236,25,25,3.301351540624677,3.301351540624677,5.990243911743164
104,1050.000003130476,1.9194341322039488,1.7113955904514382,39,39,3.06754034662621,3.06754034662621,6.043097019195557
105,1060.0000031602901,1.9197820878073308,1.397957061695918,18,18,3.462634388039484,3.462634388039484,6.3087358474731445
106,1070.000003190104,1.842655494966577,1.6873151674485776,22,22,3.456781704141359,3.456781704141359,5.7746453285217285
107,1080.0000032199182,2.016066154589788,1.5027576784716192,35,35,3.1750506587501737,3.1750506587501737,5.544848918914795
108,1090.0000032497321,1.8557728354306322,2.1624332051431616,19,19,3.4476390665175343,3.4476390665175343,6.433700084686279
109,1100.0000032795463,1.9462725124349203,1.6509254835714195,17,17,3.2772041262610423,3.2772041262610423,6.193015098571777
110,1110.0000033093604,1.8138072718465175,1.8755974093403989,26,26,3.21881346884648,3.21881346884648,5.7342305183410645
111,1120.0000033391743,1.819838167258595,1.9605691495632473,27,27,3.369490946373056,3.369490946373056,6.027788162231445
112,1130.0000033689885,1.9128572575973724,1.7627673052394783,28,28,3.3691113707389837,3.3691113707389837,5.834559917449951
113,1140.0000033988024,1.9670828719123168,1.7305084670321957,27,27,3.183943200367294,3.183943200367294,5.993001461029053
114,1150.0000034286165,2.051632517716855,1.522399688554323,27,29,3.3252119722165947,3.3252119722165947,5.937886714935303
115,1160.0000034584307,2.1931700554007216,1.6145638282942467,22,22,3.2130751511526996,3.2130751511526996,6.155980110168457
116,1170.0000034882446,2.0693854168152352,2.050120667209356,25,25,3.2746111004609806,3.2746111004609806,5.681183815002441
117,1180.0000035180587,2.212007728909438,2.0244860285685062,24,24,3.276356834215054,3.276356834215054,5.654720783233643
118,1190.000003547873,2.2364472011014223,1.6703209526279161,18,18,3.367897350521841,3.367897350521841,5.898445129394531
119,1200.0000035776868,2.0505169411331465,2.23033925476057,9,9,3.768827729569945,3.768827729569945,6.417065143585205
120,1210.000003607501,2.025954765354744,2.8723656895967387,18,18,3.48004533556591,3.48004533556591,6.279353141784668
121,1220.0000036373149,2.1164242667334814,2.2768107141350185,27,27,3.1892960607680814,3.1892960607680814,5.955481052398682
122,1230.000003667129,2.127753270733287,2.019761886120935,23,23,3.2298027032275356,3.2298027032275356,6.126969814300537
123,1240.0000036969432,2.0815654815997555,2.619888123820223,15,15,3.238759157924605,3.238759157924605,6.172724723815918
124,1250.000003726757,2.0291786145172463,1.9240869850713678,23,23,2.9478938270334383,2.9478938270334383,5.97390079498291
125,1260.0000037565712,2.0460608002599363,2.100628652896503,27,27,3.284255917417959,3.284255917417959,5.799599647521973
126,1270.0000037863852,2.100431897478915,2.067579836167585,19,19,3.2250665878322833,3.2250665878322833,5.855897903442383
127,1280.0000038161993,2.0898903322243076,1.4344924205288707,22,22,3.30853129182181,3.30853129182181,5.899863243103027
128,1290.0000038460134,1.881905029201072,1.6279777723743558,30,30,3.340116410172942,3.340116410172942,5.79714298248291
129,1300.0000038758274,2.11820706726521,2.0237150672002473,19,19,3.422399639197848,3.422399639197848,6.124919891357422
130,1310.0000039056415,2.134784037453376,1.3884351499698413,23,23,3.320577299734811,3.320577299734811,6.183575630187988
131,1320.0000039354554,2.0729706072534193,1.9373926431997286,19,19,3.2069926614010797,3.2069926614010797,5.950024604797363
132,1330.0000039652696,2.0341416722296,1.9018216032096948,23,23,3.6105553237172527,3.6105553237172527,5.814203262329102
133,1340.0000039950837,1.9768988186942855,1.841218106976002,26,26,3.2033674329898307,3.2033674329898307,5.971661567687988
134,1350.0000040248976,2.0095541934726575,1.730592828625902,22,22,3.2733304763843116,3.2733304763843116,6.077081680297852
135,1360.0000040547118,2.0949831129347944,1.720691144968183,12,12,3.3079728042750918,3.3079728042750918,5.827219486236572
136,1370.0000040845257,1.929736328006181,2.2168230569895466,28,28,3.4625532557316037,3.4625532557316037,5.7279462814331055
137,1380.0000041143398,2.0729625756806245,1.6822759848960718,13,13,3.439742340721243,3.439742340721243,5.428871154785156
138,1390.000004144154,2.0641873332284044,1.9993096979176586,30,30,3.3236315625540493,3.3236315625540493,5.998885154724121
139,1400.000004173968,2.143579644319874,1.6358390910548997,28,28,3.322196333080271,3.322196333080271,5.720010280609131
140,1410.000004203782,2.1159739311905317,1.8640359424135764,10,10,3.5533938523764728,3.5533938523764728,5.9152960777282715
141,1420.0000042335962,2.1568650657698294,1.315792673905826,19,19,3.282318480673678,3.282318480673678,6.292917728424072
142,1430.0000042634101,2.2211312874388396,1.6561141031983457,26,26,3.3548552148868542,3.3548552148868542,5.93462610244751
143,1440.0000042932243,2.2295319259529927,1.455732691531334,29,29,3.186319883356567,3.186319883356567,5.865676403045654
144,1450.0000043230382,2.1843233296460145,1.4962540204157508,21,21,3.359618332636833,3.359618332636833,6.16248893737793
145,1460.0000043528523,2.089611295834222,1.4907007378852735,30,30,3.330261859557589,3.330261859557589,5.881185531616211
146,1470.0000043826665,2.1557791470872947,1.984701726096052,32,32,3.3181448115693866,3.3181448115693866,6.242717266082764
147,1480.0000044124804,2.2292900807585116,1.489292919967507,23,23,3.306631026335464,3.306631026335464,6.3775553703308105
148,1490.0000044422945,2.198467418062069,1.656756776178081,37,37,3.355437055756349,3.355437055756349,5.932252883911133
149,1500.0000044721085,2.1968145929544955,2.2965611404079076,13,13,3.383478015020129,3.383478015020129,6.365281581878662
150,1510.0000045019226,2.1475539852422054,1.5234591265681263,28,28,3.439667212513717,3.439667212513717,5.807497978210449
151,1520.0000045317367,2.2239176670336205,1.7270168129406787,21,21,3.236656157596257,3.236656157596257,5.917567253112793
152,1530.0000045615507,2.1131344264879535,1.8340426837885808,20,20,3.416916455263625,3.416916455263625,6.209298133850098
153,1540.0000045913648,2.0630347229024033,1.5926909943577077,28,28,3.139741277686509,3.139741277686509,6.1519999504089355
154,1550.0000046211787,1.996921496514164,2.344415082404686,18,18,3.472852142649219,3.472852142649219,6.293282508850098
155,1560.0000046509929,2.0387611792594242,1.8914809363968832,26,26,3.4011504724266626,3.4011504724266626,6.349935054779053
156,1570.000004680807,1.9937961228125725,1.5950655248301555,18,18,3.4665684860749724,3.4665684860749724,6.712310314178467
157,1580.000004710621,2.17959342827917,1.7772045446254618,19,19,3.2436850753802347,3.2436850753802347,6.510417461395264
158,1590.000004740435,2.2747928708177882,1.643521663534731,19,19,3.2965947859322204,3.2965947859322204,6.038459777832031
159,1600.0000047702492,2.2304660751492196,1.8786628833623853,23,23,3.3774406564348176,3.3774406564348176,6.058371067047119
160,1610.0000048000632,2.224705179332172,1.6606606748490393,18,18,3.4532516511717994,3.4532516511717994,6.076894283294678
161,1620.0000048298773,2.2006657757663204,1.8631787877704595,39,39,3.177017062151984,3.177017062151984,5.43838357925415
162,1630.0000048596912,2.176080933398714,1.9953813253878494,35,35,3.1918220482450206,3.1918220482450206,6.253032207489014
163,1640.0000048895054,2.2198732942590023,1.9661952251411214,36,36,3.230329011870485,3.230329011870485,5.953746318817139
164,1650.0000049193195,2.25038242035842,2.286244606158504,19,19,3.124842783364247,3.124842783364247,6.221362113952637
165,1660.0000049491334,2.4088470918411256,2.2544810914789126,20,20,3.3217520133513707,3.3217520133513707,6.354989051818848
166,1670.0000049789476,2.253244822586716,1.6444387491051256,14,14,3.6211268329977586,3.6211268329977586,5.903207778930664
167,1680.0000050087615,2.2970356682211834,2.1436644267265814,26,26,3.3910078003391613,3.3910078003391613,5.876255035400391
168,1690.0000050385756,2.2916569469244377,2.245471224005909,14,14,3.2082624590239224,3.2082624590239224,6.023402214050293
169,1700.0000050683898,2.2451684680167237,1.9304308656995732,22,22,3.249672112577868,3.249672112577868,5.830301284790039
170,1710.0000050982037,2.2208251395957235,1.6468824883100217,33,33,3.2899520254041406,3.2899520254041406,5.3576812744140625
171,1720.0000051280178,2.271841697360939,1.8805917631203668,43,43,3.291047120189476,3.291047120189476,5.286665916442871
172,1730.0000051578318,2.3173184527945683,1.591993180634832,25,25,3.4035396935883804,3.4035396935883804,5.539602756500244
173,1740.000005187646,2.4971534203830017,1.8241655291280672,19,19,3.247201633488061,3.247201633488061,5.202868938446045
174,1750.00000521746,2.3988388248550723,2.2199091460483746,22,22,3.173037562555677,3.173037562555677,5.80584192276001
175,1760.000005247274,2.295889705965507,1.5560031371392213,18,18,3.2781631099679904,3.2781631099679904,5.793457508087158
176,1770.0000052770881,2.432621650655789,1.8564268568206241,13,13,3.4287902413508604,3.4287902413508604,6.229182243347168
177,1780.000005306902,2.3268087507933,1.8652914693632905,28,28,3.3924421304007213,3.3924421304007213,5.640969753265381
178,1790.0000053367162,2.3527142236856906,2.0481588762554774,30,30,3.2455689310308258,3.2455689310308258,5.199333667755127
179,1800.0000053665303,2.4305989566915946,2.3539111784174858,28,28,3.3071395571294695,3.3071395571294695,5.809585094451904
180,1810.0000053963442,2.3561698636638058,2.8958546486709063,19,19,3.546149331015291,3.546149331015291,5.888027667999268
181,1820.0000054261584,2.4080685287444696,2.3590641965377523,24,24,3.4464607003891135,3.4464607003891135,5.860941410064697
182,1830.0000054559725,2.464149234011563,3.099560656138863,24,24,3.3041126083006596,3.3041126083006596,5.767150402069092
183,1840.0000054857865,2.4472357233505138,2.0018870912687863,32,32,3.332695877459196,3.332695877459196,5.086778163909912
184,1850.0000055156006,2.3696271554315493,2.5740135459053977,29,29,3.3851222167424253,3.3851222167424253,5.650152206420898
185,1860.0000055454145,2.41599909575035,2.239971628133353,24,24,3.51885202054055,3.51885202054055,5.305669784545898
186,1870.0000055752287,2.44152504605543,1.773636620138021,28,28,3.4224236172887816,3.4224236172887816,5.810909748077393
187,1880.0000056050428,2.3274926636076168,1.9424337446682263,30,30,3.3355217199674634,3.3355217199674634,5.424671649932861
188,1890.0000056348567,2.469001841281066,1.6094112596568015,41,41,3.1879969855692223,3.1879969855692223,5.384634971618652
189,1900.0000056646709,2.3311241144104793,2.008292824842253,16,16,3.3496767878618674,3.3496767878618674,5.583845615386963
190,1910.0000056944848,2.416703750734116,2.0429595845183637,20,20,3.519412273391223,3.519412273391223,5.471756458282471
191,1920.000005724299,2.4279365465938483,2.012359804181497,26,26,3.5280186029386593,3.5280186029386593,5.382664203643799
192,1930.000005754113,2.1831455891989093,1.7568335898387826,29,29,3.376492717070987,3.376492717070987,5.497955799102783
193,1940.000005783927,2.32419308742017,2.265618997212417,12,12,3.2538871878760416,3.2538871878760416,5.993849754333496
194,1950.0000058137412,2.3316563880134757,1.6359742691645296,24,24,3.175383521233309,3.175383521233309,5.919693946838379
195,1960.000005843555,2.282318152624726,2.2926798392269134,18,18,3.5158410659881776,3.5158410659881776,6.256529331207275
196,1970.0000058733692,2.38012584557558,2.0507507501422286,14,14,3.4664580073865294,3.4664580073865294,5.361211776733398
197,1980.0000059031834,2.350225158229811,1.6685964758414387,24,24,3.317004313140314,3.317004313140314,5.584081649780273
198,1990.0000059329973,2.320954211118291,1.630343917801939,19,19,3.3460178544902344,3.3460178544902344,5.778865337371826
199,2000.0000059628114,2.340718147254742,2.328887031098647,24,24,3.4268600671431035,3.4268600671431035,6.345916748046875
200,2010.0000059926253,2.3536051963926585,2.361351335124638,11,11,3.60484591330208,3.60484591330208,6.073248863220215
201,2020.0000060224395,2.3194904232805733,1.6685643402002943,26,26,3.3424452405636305,3.3424452405636305,5.721210479736328
202,2030.0000060522536,2.4089306301143285,1.583842979836234,18,18,3.3833935328015454,3.3833935328015454,6.305394649505615
203,2040.0000060820676,2.483939075367034,2.2476565659109804,26,26,3.275183230838284,3.275183230838284,5.391570568084717
204,2050.0000061118817,2.5651494080625956,2.220467661405522,35,35,3.182127496935361,3.182127496935361,5.0155439376831055
205,2060.000006141696,2.4394920973742518,1.9225231250657644,21,21,3.4487367234262063,3.4487367234262063,5.9492082595825195
206,2070.00000617151,2.437679411254329,2.7120209494666554,22,22,3.331468520761808,3.331468520761808,5.867618560791016
207,2080.0000062013237,2.3614739298187106,2.205947849171457,33,33,3.2297771056991627,3.2297771056991627,5.696812152862549
208,2090.000006231138,2.3055829351106536,1.9842557175815327,22,22,3.4621473711903943,3.4621473711903943,5.808592319488525
209,2100.000006260952,2.414920356206333,2.04364750123662,23,23,3.3653209487963784,3.3653209487963784,5.9408979415893555
210,2110.000006290766,2.5380138681010944,2.505591766953668,24,24,3.2367436796928915,3.2367436796928915,5.824085712432861
211,2120.0000063205803,2.415876373933048,1.5262529240844427,40,40,3.1720019350786086,3.1720019350786086,5.748964309692383
212,2130.000006350394,2.3802969630761934,1.675556166262423,25,25,3.311039960219906,3.311039960219906,5.496251106262207
213,2140.000006380208,2.242748882517752,1.960657758798616,26,26,3.4489627787583745,3.4489627787583745,5.626704216003418
214,2150.0000064100223,2.239524732543852,1.580390201708412,28,28,3.2204412375825346,3.2204412375825346,5.754924297332764
215,2160.0000064398364,2.4238658498979597,2.0148664531373255,21,21,3.4520749153980206,3.4520749153980206,5.943990707397461
216,2170.0000064696505,2.3879110362326226,2.299350283418852,8,8,3.5595282100169214,3.5595282100169214,6.1301398277282715
217,2180.0000064994642,2.3432012580786266,2.0807718518818903,34,34,3.1523596504090188,3.1523596504090188,5.578019618988037
218,2190.0000065292784,2.367402363333682,2.065902668514152,27,27,3.3080608688185897,3.3080608688185897,6.0105061531066895
219,2200.0000065590925,2.3707561332805147,1.928158464765568,31,31,3.290703764004363,3.290703764004363,5.6594319343566895
220,2210.0000065889067,2.480701459715039,2.3332323970177926,30,30,3.324776359446053,3.324776359446053,5.748783588409424
221,2220.000006618721,2.4289856153773663,2.452503700997364,32,32,3.4038387126623295,3.4038387126623295,5.751523971557617
222,2230.0000066485345,2.5469097199777786,2.3362947839353536,19,19,3.5717001617829736,3.5717001617829736,6.03953218460083
223,2240.0000066783487,2.3639633007641727,2.7409203311639785,24,24,3.274124373948051,3.274124373948051,6.387990474700928
224,2250.000006708163,2.460156248861301,2.3934328030245413,24,24,3.428426174980188,3.428426174980188,5.536219596862793
225,2260.000006737977,2.4849690302014737,2.7451017977635375,13,13,3.5227011691098395,3.5227011691098395,6.3555378913879395
226,2270.000006767791,2.445458803996109,2.318975655185705,9,9,3.490879356360159,3.490879356360159,6.18305778503418
227,2280.000006797605,2.329322511543632,1.786748103514309,20,20,3.2392116239886826,3.2392116239886826,5.503687381744385
228,2290.000006827419,2.4067212597872545,2.746073165079547,21,21,3.368356784711331,3.368356784711331,6.286574363708496
229,2300.000006857233,2.5086849391424506,2.3758322345698533,18,18,3.4199142546444055,3.4199142546444055,6.008296966552734
230,2310.000006887047,2.4961817257827117,2.2303029335144045,23,23,3.4785014603326783,3.4785014603326783,5.674402713775635
231,2320.0000069168614,2.4383467519316144,2.1403551069588738,23,23,3.42504882711722,3.42504882711722,5.812364101409912
232,2330.000006946675,2.475379092163282,1.614863560959398,19,19,3.4649982476566894,3.4649982476566894,6.269620895385742
233,2340.000006976489,2.5247990340882525,2.1790225147670426,23,23,3.551852324544011,3.551852324544011,6.187840461730957
234,2350.0000070063033,2.373146786392679,2.0605180498461935,19,19,3.5603456170181906,3.5603456170181906,5.843849182128906
235,2360.0000070361175,2.393634150232054,2.521940107479298,21,21,3.5668347219656633,3.5668347219656633,5.582398414611816
236,2370.0000070659316,2.390866072057489,2.066679736269709,21,21,3.347714159969,3.347714159969,5.912076950073242
237,2380.000007095746,2.4248934146544427,2.4793618379278173,24,24,3.3649226517026682,3.3649226517026682,5.7477707862854
238,2390.0000071255595,2.4707439660331088,2.051662807531472,27,27,3.2723991219994955,3.2723991219994955,5.385771751403809
