frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,ligand_protein_min_distance_A,ligand_protein_contact_count_4A
44,450.0000013416326,1.5016317677864415,2.5703405202134486,3.6151718517151625,18
45,460.0000013714466,1.5390401890802128,2.323517663298558,3.4370910489673703,18
46,470.0000014012607,1.432169482745474,2.6465078705559515,3.3327952496281785,13
47,480.00000143107474,1.5273131369547717,2.280605848421865,3.357169147758627,19
48,490.00000146088877,1.4770941635812425,2.7018928535274065,3.4800245057780392,12
49,500.00000149070286,1.4273786627623282,2.051256286960211,3.6407226659603413,13
50,510.0000015205169,1.4383099131958015,2.7054834043531955,3.257577760422992,25
51,520.0000015503309,1.597895088781999,3.007955032655096,3.3315519858906235,21
52,530.0000015801451,1.5441600024599933,2.898434159810179,3.581002822538696,15
53,540.0000016099591,1.5501071825886097,2.8931277616956748,3.473151044642791,22
54,550.0000016397731,1.646989082065968,2.440354465373843,3.3248739108877365,22
55,560.0000016695872,1.7458162072894072,3.2952386996049845,3.3122725631548287,24
56,570.0000016994012,1.6546852287405323,2.8680681024503474,3.55043960942249,6
57,580.0000017292153,1.643637803595437,2.635545345259524,3.5163780423932693,17
58,590.0000017590294,1.6063695807951985,2.2059071194177253,3.375575428747349,11
59,600.0000017888434,1.64358558080148,2.349930708127554,3.493725470153869,25
60,610.0000018186574,1.6679223619823107,2.547141753619859,3.2495606207759073,17
61,620.0000018484716,1.5854626130014684,3.014526628208969,3.329128428803757,21
62,630.0000018782856,1.6089458221815276,2.0587008886013245,3.5117204054707774,18
63,640.0000019080996,1.6582510364331837,2.158196431360192,2.94044961687778,17
64,650.0000019379137,1.7645937483667884,1.8889107544740709,3.3338676480335265,17
65,660.0000019677277,1.8014221098987708,1.7576766882695554,3.450683507522074,15
66,670.0000019975419,1.76736364625726,2.0672665101466112,3.408977184883482,15
67,680.0000020273559,1.7399658748677451,2.4309216264118225,3.3438942745179423,22
68,690.0000020571699,1.8270698229442082,2.4266564476374852,3.4076593176211794,10
69,700.000002086984,1.8579539283185855,2.255210954992316,3.2749701458234077,23
70,710.0000021167981,1.7535044241220488,3.046408739035553,3.3713984069890146,14
71,720.0000021466121,1.8276015649589257,2.8182544166056616,3.373976408722001,25
72,730.0000021764262,1.9168149495055888,3.172443838606132,3.597408863218898,14
73,740.0000022062402,1.7555260338166008,3.2174582506918625,3.455283528540962,19
74,750.0000022360542,1.8406426514572363,3.831852867584807,3.443383912946213,25
75,760.0000022658684,1.889663658917346,3.385667125756911,3.3082661836761353,21
76,770.0000022956824,1.7382065788964502,3.6254735619004173,3.4315541757430195,18
77,780.0000023254964,1.721287529138261,3.5265590768081347,3.227893432061251,22
78,790.0000023553105,1.679803873081863,4.013455083361674,3.8003902187617054,4
79,800.0000023851246,1.821601333774745,3.876292752937186,3.46092183894574,16
80,810.0000024149386,1.732202400109993,4.2896021327659035,3.0361313186005936,25
81,820.0000024447527,1.6436537707019532,3.974148261890712,3.1701413247663184,13
82,830.0000024745667,1.6363474580216568,3.5047066271497527,3.4644139731246124,16
83,840.0000025043807,1.6145260616466592,4.00978850335824,3.4450327414049617,8
84,850.0000025341949,1.6543996853624918,3.9678681588226237,3.664160651537188,9
85,860.0000025640089,1.6293335759323133,3.3388489907378647,3.5588874889838302,10
86,870.000002593823,1.5668742256230845,3.7526076032467466,3.4457472329213386,21
87,880.000002623637,1.5494155995698775,2.716050646399362,3.695996702760215,11
88,890.000002653451,1.6097518502697465,2.0637028432784765,3.335387156542774,18
89,900.0000026832652,1.5760002582352044,2.55496098141731,3.415137959641881,26
90,910.0000027130792,1.5824310764679705,2.1883847080922036,3.200232420429068,26
91,920.0000027428932,1.6566411758992303,2.4546809237066163,3.436031555678354,16
92,930.0000027727073,1.5589287713653195,2.433312822998801,3.485846212821518,16
93,940.0000028025214,1.646458312931236,1.9350012539522674,3.1659048137180994,30
94,950.0000028323354,1.5440397711035823,2.3831463693767025,3.4551884641844426,15
95,960.0000028621495,1.4745371146318729,3.6898279844760253,3.4519893107645974,8
96,970.0000028919635,1.4222591938634173,3.1630045085214866,3.3610216502829275,18
97,980.0000029217775,1.507490970373983,2.9233376377059024,3.3665919679186986,7
98,990.0000029515917,1.6096435228272195,2.2475639356957204,3.4548529644277277,21
99,1000.0000029814057,1.6432180552402207,1.9277390611443168,3.2906514073742543,30
