frame,time_ps,protein_backbone_rmsd_A,ligand_heavy_rmsd_A,ligand_protein_min_distance_A,ligand_protein_contact_count_4A
80,810.0000024149386,2.127983034658346,6.688660596645205,3.0919394049779,17
81,820.0000024447527,2.114766621685483,6.29164506754917,3.365743702878958,14
82,830.0000024745667,2.044342405975909,6.627208810734821,2.9887016147471233,25
83,840.0000025043807,2.0759548023978023,6.737736062469249,3.3646432842622565,17
84,850.0000025341949,2.014400392705962,6.626483576885358,3.462355407933081,13
85,860.0000025640089,2.0311593736842677,6.079873096330484,3.328324189669965,17
86,870.000002593823,2.1384696661708555,7.089839608994753,3.323097353947337,21
87,880.000002623637,1.8652177828697951,6.6812390066984,3.0667851039898353,25
88,890.000002653451,1.9366087014025588,6.246116535516685,3.4136913269781526,20
89,900.0000026832652,2.007459550595915,6.185831114220357,3.3144414140943215,29
90,910.0000027130792,2.039428199866374,6.403355424776118,3.070413631188485,32
91,920.0000027428932,2.0332912519770816,7.974792618765502,3.1744517045399525,20
92,930.0000027727073,2.030133037672136,8.266006514577592,3.1576533347934124,24
93,940.0000028025214,2.1359173475440945,7.6907552165051944,3.0499388936650766,24
94,950.0000028323354,2.18487985349166,7.3670271571173,2.637194285599772,20
95,960.0000028621495,2.0380171107771647,7.264752001740086,3.1842183289511956,20
96,970.0000028919635,2.2067878076120997,7.85213096888393,3.309032968234083,18
97,980.0000029217775,2.1129472426074423,7.200267913040467,3.244030437276923,28
98,990.0000029515917,2.041281026964396,6.945199349166544,3.2304122360888705,21
99,1000.0000029814057,1.848455092597207,6.560433624665476,3.3465120406899724,28
