candidate,ligand_rmsd_mean_A,ligand_rmsd_final2ns_mean_A,fixed_contacts_mean,fixed_contacts_final2ns_mean,all_min_distance_mean_A,all_min_distance_final2ns_mean_A,com_to_pocket_mean_A,com_to_pocket_final2ns_mean_A
A3,0.3100004053145344,-0.5276342579899387,-1.14343691003386,-1.2187363273665883,-0.9519477993922288,0.033560219464807486,-0.4813403154688902,-0.8422261380882307
A7,-0.10984398481414182,0.13091218084286804,1.66722090901901,1.701473645465597,1.783081142613714,1.7419674974838157,1.5791921045126989,1.2277391076679232
A8,-1.1464269721446498,-0.7399999161168237,-0.6754169869862927,0.08094106751536013,-0.8086638351251924,0.17605617192708073,-0.6137443891369372,0.7111095975688378
A15,-0.7778294052919397,-0.7565532967969769,-0.39601085019819554,-0.7584160913912834,0.3494780045640482,-1.096389075511349,-1.1856112327063935,-1.4638287407206394
AC-5216,1.7240999569362017,1.8932752900608747,0.5476438381993393,0.19473770577691307,-0.3719475126603358,-0.8551948133642991,0.7015038327995196,0.3672061735721084
