"analog_id","tstar","VT","r2","n"
"A6",10,0.400872430547703,0.999988316239608,201
"A6",15,0.401711251423782,0.999988390986629,151
"A6",20,0.402086962260606,0.999989776342287,140
"A6",25,0.402403955813134,0.99999096847258,131
"A6",30,0.402760483278518,0.99999228170237,121
"A6",35,0.403153304055523,0.999993648678483,110
"A6",40,0.403473258492301,0.999994676517775,101
