"analog_id","tstar","VT","r2","n"
"A7",10,0.37730417293851,0.999974690942324,201
"A7",15,0.37845365562755,0.999974921032603,151
"A7",20,0.378967690266083,0.999977784820277,140
"A7",25,0.379405166970921,0.999980237439351,131
"A7",30,0.37990261580275,0.999982969100398,121
"A7",35,0.380457533545867,0.999985874058882,110
"A7",40,0.380914041370591,0.999988109196481,101
