"analog_id","tstar","VT","r2","n"
"A3",10,0.37675859791304,0.999985749930584,201
"A3",15,0.377605020511547,0.999985698833798,151
"A3",20,0.377985115042492,0.999987206088431,140
"A3",25,0.378311508953476,0.999988526372452,131
"A3",30,0.378685743091339,0.999990028000044,121
"A3",35,0.379106663884577,0.999991659584195,110
"A3",40,0.379455234789227,0.999992938146552,101
