"t_min","Cp","Ct_extrav","Ct_keep"
0,0,0,FALSE
0.10000002,0.00754557,7.30503509956e-05,TRUE
0.19999998,0.01179988,0.000489497585763,TRUE
0.3,0.01115006,0.00110164545962,TRUE
0.40000002,0.008979475,0.00163237897888,TRUE
0.50000004,0.006925201,0.0019639271796,TRUE
0.6,0.00539733,0.0021050027087,TRUE
0.7000002,0.00434683,0.002109829379,TRUE
0.7999998,0.003631562,0.0020325237792,TRUE
0.9,0.00313262,0.0019127259906,TRUE
1.0000002,0.002771625,0.0017756241057,TRUE
1.0999998,0.002500256,0.0016360508302,TRUE
1.2,0.002289464,0.0015020052271,TRUE
1.3000002,0.00212102,0.001377512541,TRUE
1.3999998,0.001983221,0.0012642001048,TRUE
1.5,0.001868135,0.0011623982789,TRUE
1.6000002,0.001770253,0.0010717084206,TRUE
1.6999998,0.001685722,0.0009913340686,TRUE
1.8,0.001611735,0.0009203237331,TRUE
1.9000002,0.001546245,0.0008576780933,TRUE
2.0000004,0.001487791,0.0008024038979,TRUE
2.1,0.001435253,0.000753586565,TRUE
2.2000002,0.001387697,0.0007104269849,TRUE
2.2999998,0.001344384,0.0006722110235,TRUE
2.4,0.001304759,0.0006382956262,TRUE
2.5000002,0.001268388,0.0006081111197,TRUE
2.5999998,0.00123492,0.0005811648138,TRUE
2.7,0.001204048,0.0005570369039,TRUE
2.8000002,0.001175522,0.0005353634729,TRUE
2.9000004,0.001149083,0.000515845893,TRUE
3,0.001124572,0.000498208128,TRUE
3.1000002,0.001101753,0.000482238433,TRUE
3.1999998,0.001080513,0.000467728957,TRUE
3.3,0.001060679,0.000454515645,TRUE
3.4000002,0.001042157,0.000442444734,TRUE
3.4999998,0.001024837,0.000431385458,TRUE
3.6,0.001008632,0.000421226749,TRUE
3.7000002,0.0009934551,0.000411871032,TRUE
3.7999998,0.0009792218,0.000403237631,TRUE
3.9000006,0.0009658581,0.000395254469,TRUE
4.0000002,0.000953287,0.000387859864,TRUE
4.1000004,0.0009414484,0.000380997434,TRUE
4.2,0.0009302826,0.000374615995,TRUE
4.3000002,0.0009197393,0.000368671461,TRUE
4.4000004,0.0009097744,0.000363121346,TRUE
4.5,0.0009003439,0.000357931662,TRUE
4.6000002,0.0008914094,0.000353069919,TRUE
4.6999998,0.0008829326,0.000348508928,TRUE
4.8000006,0.0008748785,0.000344223696,TRUE
4.9000002,0.0008672155,0.000340191634,TRUE
5.0000004,0.000859914,0.000336392048,TRUE
5.1,0.0008529485,0.000332805545,TRUE
5.2000002,0.0008462945,0.000329415331,TRUE
5.3000004,0.0008399308,0.000326204914,TRUE
5.4,0.0008338366,0.000323160598,TRUE
5.5000002,0.0008279927,0.000320269587,TRUE
5.5999998,0.0008223816,0.000317520188,TRUE
5.7,0.000816987,0.000314901904,TRUE
5.8000002,0.0008117944,0.000312404739,TRUE
5.9000004,0.000806789,0.000310020096,TRUE
6,0.0008019572,0.00030773988,TRUE
6.100002,0.0007972902,0.000305555893,TRUE
6.199998,0.0007927743,0.000303461739,TRUE
6.3,0.000788397,0.000301451019,TRUE
6.400002,0.0007841541,0.000299517437,TRUE
6.499998,0.0007800337,0.000297655694,TRUE
6.6,0.0007760266,0.000295860694,TRUE
6.700002,0.0007721271,0.000294127938,TRUE
6.799998,0.0007683286,0.000292452928,TRUE
6.9,0.0007646241,0.000290831566,TRUE
7.000002,0.0007610079,0.000289260254,TRUE
7.099998,0.000757475,0.000287735792,TRUE
7.2,0.0007540203,0.000286254882,TRUE
7.300002,0.0007506394,0.000284814927,TRUE
7.399998,0.0007473273,0.000283413126,TRUE
7.5,0.0007440803,0.000282047181,TRUE
7.600002,0.0007408943,0.000280714994,TRUE
7.699998,0.000737766,0.000279414364,TRUE
