"t_min","Cp","Ct_extrav","Ct_keep"
4.1000004,0.0008608662,0.000339263874,TRUE
4.2,0.0008501144,0.000333869943,TRUE
4.3000002,0.000839984,0.000328825196,TRUE
4.4000004,0.0008304291,0.000324100548,TRUE
4.5,0.000821407,0.000319669812,TRUE
4.6000002,0.0008128783,0.000315510298,TRUE
4.6999998,0.0008048065,0.000311598317,TRUE
4.8000006,0.0007971585,0.00030791688,TRUE
4.9000002,0.0007899029,0.000304446395,TRUE
5.0000004,0.000783011,0.000301170172,TRUE
5.1,0.0007764566,0.000298074616,TRUE
5.2000002,0.0007702148,0.000295145337,TRUE
5.3000004,0.0007642635,0.00029237054,TRUE
5.4,0.0007585817,0.000289738831,TRUE
5.5000002,0.0007531503,0.000287239717,TRUE
5.5999998,0.0007479515,0.000284863602,TRUE
5.7,0.0007429689,0.000282601691,TRUE
5.8000002,0.0007381875,0.000280446188,TRUE
5.9000004,0.0007335932,0.000278389098,TRUE
6,0.0007291728,0.000276423025,TRUE
6.100002,0.0007249138,0.000274540773,TRUE
6.199998,0.0007208065,0.000272739043,TRUE
6.3,0.0007168394,0.000271010341,TRUE
6.400002,0.0007130025,0.000269348568,TRUE
6.499998,0.0007092861,0.000267748228,TRUE
6.6,0.0007056846,0.000266208523,TRUE
6.700002,0.0007021885,0.000264722955,TRUE
6.799998,0.0006987903,0.000263287427,TRUE
6.9,0.0006954827,0.000261897741,TRUE
7.000002,0.000692262,0.000260552997,TRUE
7.099998,0.000689121,0.000259249099,TRUE
7.2,0.0006860545,0.000257983248,TRUE
7.300002,0.0006830574,0.000256752845,TRUE
7.399998,0.000680126,0.000255555892,TRUE
7.5,0.000677256,0.00025439019,TRUE
7.600002,0.0006744434,0.00025325364,TRUE
7.699998,0.0006716846,0.000252144644,TRUE
7.8,0.0006689766,0.000251061202,TRUE
7.900002,0.0006663163,0.000250001816,TRUE
7.999998,0.0006637007,0.000248964786,TRUE
8.1,0.0006611273,0.000247948713,TRUE
8.200002,0.0006585937,0.000246952498,TRUE
8.299998,0.0006560976,0.000245974843,TRUE
8.4,0.0006536367,0.000245014347,TRUE
8.500002,0.0006512089,0.000244069812,TRUE
8.599998,0.0006488127,0.000243140837,TRUE
8.7,0.0006464464,0.000242226224,TRUE
8.800002,0.0006441082,0.000241325074,TRUE
8.899998,0.0006417964,0.000240436686,TRUE
9,0.0006395101,0.000239560362,TRUE
9.100002,0.0006372479,0.000238695401,TRUE
9.199998,0.0006350086,0.000237841305,TRUE
9.3,0.0006327911,0.000236997573,TRUE
9.400002,0.0006305945,0.000236163507,TRUE
9.499998,0.0006284179,0.000235338805,TRUE
9.6,0.0006262604,0.00023452287,TRUE
9.700002,0.0006241213,0.000233715301,TRUE
9.799998,0.0006219998,0.000232915799,TRUE
9.9,0.0006198952,0.000232123963,TRUE
10.000002,0.000617807,0.000231339394,TRUE
10.099998,0.0006157345,0.000230561793,TRUE
10.2,0.0006136774,0.00022979096,TRUE
10.300002,0.000611635,0.000229026695,TRUE
10.399998,0.000609607,0.000228268698,TRUE
10.5,0.0006075927,0.000227516569,TRUE
10.600002,0.0006055918,0.000226770109,TRUE
10.699998,0.0006036038,0.000226029118,TRUE
10.8,0.0006016285,0.000225293397,TRUE
10.900002,0.0005996661,0.000224563245,TRUE
10.999998,0.0005977157,0.000223838262,TRUE
11.1,0.0005957772,0.000223118049,TRUE
11.200002,0.00059385,0.000222402506,TRUE
11.299998,0.0005919339,0.000221691234,TRUE
11.4,0.0005900285,0.000220984233,TRUE
11.500002,0.0005881346,0.000220282101,TRUE
11.599998,0.0005862515,0.000219584341,TRUE
11.7,0.0005843788,0.000218890651,TRUE
11.800002,0.0005825163,0.000218201033,TRUE
11.899998,0.0005806639,0.000217515286,TRUE
12,0.0005788211,0.000216833211,TRUE
12.100002,0.0005769884,0.000216155207,TRUE
12.199998,0.0005751657,0.000215481075,TRUE
12.3,0.0005733527,0.000214810615,TRUE
12.400002,0.0005715492,0.000214143928,TRUE
12.499998,0.0005697551,0.000213480912,TRUE
12.6,0.0005679704,0.000212821369,TRUE
12.700002,0.0005661949,0.000212165399,TRUE
12.799998,0.0005644289,0.000211513101,TRUE
12.9,0.000562672,0.000210864177,TRUE
13.000002,0.0005609242,0.000210218825,TRUE
13.099998,0.0005591855,0.000209576846,TRUE
13.2,0.0005574559,0.000208938341,TRUE
13.300002,0.0005557353,0.000208303209,TRUE
13.399998,0.0005540235,0.000207671551,TRUE
13.5,0.0005523207,0.000207043166,TRUE
13.600002,0.0005506267,0.000206418056,TRUE
13.699998,0.0005489415,0.000205796319,TRUE
13.8,0.000547265,0.000205177756,TRUE
13.900002,0.0005455972,0.000204562568,TRUE
13.999998,0.0005439381,0.000203950554,TRUE
14.1,0.0005422878,0.000203341815,TRUE
14.200002,0.0005406461,0.00020273645,TRUE
14.299998,0.000539013,0.00020213416,TRUE
14.4,0.0005373883,0.000201535045,TRUE
14.500002,0.0005357722,0.000200939105,TRUE
14.599998,0.0005341644,0.00020034624,TRUE
14.7,0.0005325649,0.00019975645,TRUE
14.800002,0.0005309737,0.000199169636,TRUE
14.899998,0.0005293905,0.000198585698,TRUE
15,0.0005278161,0.000198005235,TRUE
15.499998,0.000520068,0.00019514876,TRUE
16.000002,0.0005125199,0.000192365398,TRUE
16.5,0.0005051703,0.000189655662,TRUE
16.999998,0.0004980129,0.000187016468,TRUE
17.500002,0.0004910455,0.000184447531,TRUE
18,0.000484264,0.000181947364,TRUE
18.499998,0.0004776644,0.000179514583,TRUE
19.000002,0.0004712431,0.0001771481,TRUE
19.5,0.0004649953,0.000174845929,TRUE
19.999998,0.0004589164,0.000172606483,TRUE
20.500002,0.0004530015,0.000170428076,TRUE
21,0.0004472457,0.000168308619,TRUE
21.499998,0.0004416446,0.000166246824,TRUE
22.000002,0.0004361936,0.000164240705,TRUE
22.5,0.0004308883,0.000162288971,TRUE
22.999998,0.0004257244,0.000160389833,TRUE
23.500002,0.0004206976,0.000158541904,TRUE
24,0.0004158036,0.000156743393,TRUE
24.499998,0.0004110381,0.00015499281,TRUE
25.000002,0.0004063971,0.000153288664,TRUE
25.5,0.0004018765,0.000151629366,TRUE
25.999998,0.0003974726,0.000150013625,TRUE
26.500002,0.0003931813,0.00014843985,TRUE
27,0.000388999,0.000146906748,TRUE
27.499998,0.0003849224,0.000145413028,TRUE
28.000002,0.0003809477,0.000143957399,TRUE
28.5,0.0003770718,0.000142538568,TRUE
28.999998,0.0003732915,0.000141155343,TRUE
29.500002,0.0003696035,0.00013980653,TRUE
30,0.000366005,0.000138491138,TRUE
30.499998,0.000362493,0.000137207972,TRUE
31.000002,0.0003590646,0.000135956039,TRUE
31.5,0.0003557173,0.000134734246,TRUE
32.000004,0.0003524483,0.000133541699,TRUE
32.500002,0.0003492551,0.000132377404,TRUE
33,0.0003461354,0.000131240466,TRUE
33.499998,0.0003430867,0.000130129992,TRUE
34.000002,0.0003401068,0.000129045086,TRUE
34.5,0.0003371934,0.000127985053,TRUE
34.999998,0.0003343445,0.0001269489,TRUE
35.499996,0.0003315579,0.00012593603,TRUE
36,0.0003288318,0.000124945649,TRUE
36.499998,0.0003261643,0.000123977061,TRUE
37.000002,0.0003235536,0.000123029571,TRUE
37.5,0.0003209976,0.000122102483,TRUE
37.999998,0.0003184949,0.000121195201,TRUE
38.500002,0.0003160439,0.000120307128,TRUE
39,0.0003136428,0.00011943767,TRUE
39.500004,0.0003112905,0.000118586229,TRUE
40.000002,0.0003089849,0.00011775221,TRUE
40.5,0.0003067251,0.000116935116,TRUE
40.999998,0.0003045094,0.000116134451,TRUE
41.500002,0.0003023367,0.000115349817,TRUE
42,0.0003002057,0.000114580619,TRUE
42.499998,0.000298115,0.000113826359,TRUE
42.999996,0.0002960636,0.00011308664,TRUE
43.5,0.0002940502,0.000112361065,TRUE
43.999998,0.0002920737,0.000111649137,TRUE
44.500002,0.000290133,0.00011095046,TRUE
45,0.0002882271,0.000110264736,TRUE
45.499998,0.0002863551,0.000109591566,TRUE
46.000002,0.0002845158,0.000108930555,TRUE
46.5,0.0002827084,0.000108281305,TRUE
47.000004,0.0002809319,0.000107643417,TRUE
47.500002,0.0002791855,0.000107016794,TRUE
48,0.0002774683,0.000106400939,TRUE
48.499998,0.0002757795,0.000105795554,TRUE
49.000002,0.0002741183,0.000105200441,TRUE
49.5,0.0002724839,0.000104615202,TRUE
49.999998,0.0002708756,0.000104039579,TRUE
50.499996,0.0002692927,0.000103473365,TRUE
51,0.0002677345,0.00010291627,TRUE
51.499998,0.0002662003,0.000102368037,TRUE
52.000002,0.0002646894,0.000101828428,TRUE
52.5,0.0002632013,0.000101297214,TRUE
52.999998,0.0002617353,0.000100774167,TRUE
53.500002,0.0002602909,0.00010025908,TRUE
54,0.0002588675,9.9751722e-05,TRUE
54.500004,0.0002574645,9.9251897e-05,TRUE
55.000002,0.0002560814,9.8759416e-05,TRUE
55.5,0.0002547177,9.8274069e-05,TRUE
55.999998,0.0002533729,9.779568e-05,TRUE
56.500002,0.0002520465,9.7324088e-05,TRUE
57,0.0002507381,9.6859096e-05,TRUE
57.499998,0.0002494472,9.6400555e-05,TRUE
57.999996,0.0002481734,9.5948285e-05,TRUE
58.5,0.0002469162,9.550213e-05,TRUE
58.999998,0.0002456752,9.5061928e-05,TRUE
59.500002,0.00024445,9.4627533e-05,TRUE
60,0.0002432401,9.4198785e-05,TRUE
60.49998,0.0002420454,9.3775586e-05,TRUE
61.00002,0.0002408655,9.3357805e-05,TRUE
61.5,0.0002396999,9.2945305e-05,TRUE
61.99998,0.0002385483,9.2537928e-05,TRUE
62.50002,0.0002374104,9.2135562e-05,TRUE
63,0.0002362858,9.1738081e-05,TRUE
63.49998,0.0002351741,9.1345364e-05,TRUE
64.00002,0.0002340752,9.0957273e-05,TRUE
64.5,0.0002329888,9.0573759e-05,TRUE
64.99998,0.0002319145,9.0194732e-05,TRUE
65.50002,0.0002308522,8.9820065e-05,TRUE
66,0.0002298015,8.9449636e-05,TRUE
66.49998,0.0002287622,8.9083358e-05,TRUE
67.00002,0.0002277339,8.8721132e-05,TRUE
67.5,0.0002267165,8.8362877e-05,TRUE
67.99998,0.0002257097,8.8008475e-05,TRUE
68.50002,0.0002247133,8.7657878e-05,TRUE
69,0.0002237272,8.7311034e-05,TRUE
69.49998,0.000222751,8.6967816e-05,TRUE
70.00002,0.0002217846,8.6628165e-05,TRUE
70.5,0.0002208278,8.6291999e-05,TRUE
70.99998,0.0002198803,8.5959242e-05,TRUE
71.50002,0.000218942,8.5629833e-05,TRUE
72,0.0002180127,8.5303682e-05,TRUE
72.49998,0.0002170922,8.4980752e-05,TRUE
73.00002,0.0002161804,8.4660971e-05,TRUE
73.5,0.000215277,8.4344271e-05,TRUE
73.99998,0.000214382,8.4030604e-05,TRUE
74.50002,0.0002134952,8.3719898e-05,TRUE
75,0.0002126163,8.3412095e-05,TRUE
75.49998,0.0002117453,8.3107146e-05,TRUE
76.00002,0.000210882,8.2804991e-05,TRUE
76.5,0.0002100263,8.250558e-05,TRUE
76.99998,0.000209178,8.2208874e-05,TRUE
77.50002,0.000208337,8.1914824e-05,TRUE
78,0.0002075032,8.1623361e-05,TRUE
78.49998,0.0002066764,8.1334454e-05,TRUE
79.00002,0.0002058566,8.1048044e-05,TRUE
79.5,0.0002050435,8.0764093e-05,TRUE
79.99998,0.0002042372,8.048256e-05,TRUE
80.50002,0.0002034373,8.0203396e-05,TRUE
81,0.000202644,7.9926582e-05,TRUE
81.49998,0.000201857,7.9652067e-05,TRUE
82.00002,0.0002010763,7.9379802e-05,TRUE
82.5,0.0002003017,7.9109759e-05,TRUE
82.99998,0.0001995332,7.8841897e-05,TRUE
83.50002,0.0001987706,7.8576176e-05,TRUE
84,0.0001980138,7.8312568e-05,TRUE
84.49998,0.0001972628,7.8051033e-05,TRUE
85.00002,0.0001965175,7.7791551e-05,TRUE
85.5,0.0001957778,7.7534082e-05,TRUE
85.99998,0.0001950437,7.7278598e-05,TRUE
86.50002,0.0001943149,7.7025077e-05,TRUE
87,0.0001935915,7.6773461e-05,TRUE
87.49998,0.0001928733,7.6523751e-05,TRUE
88.00002,0.0001921603,7.6275907e-05,TRUE
88.5,0.0001914524,7.6029888e-05,TRUE
88.99998,0.0001907496,7.5785696e-05,TRUE
89.50002,0.0001900518,7.554329e-05,TRUE
90,0.0001893589,7.5302652e-05,TRUE
