candidate,PBPK_Final_Weighted_Score,PBPK_rank,MD_contacts_mean,MD_contacts_sd,MD_COM_mean_A,MD_COM_sd_A,MD_occupancy_ge10_mean_pct,MD_occupancy_ge10_sd_pct,ADMET_summary,ADMET_major_liability,ASKCOS_complete_routes,ASKCOS_buyable_terminal,ASKCOS_classification,ASKCOS_key_bottleneck
A3,0.6760676977,2,11.575,6.201778494915794,8.864522393894196,1.6945290700193705,54.08,28.747730345194206,"BBB: Discordant; P-gp: Discordant; predicted safety alerts: hERG II; hERG I and hepatotoxicity: No; medicinal chemistry: PAINS=0, Brenk=0",Predicted hERG II; BBB discordant; P-gp discordant,200,Yes,strong scaffold precedent recovered,"Regioselective N-trifluoroethylation of the di-NH purinone with 2,2,2-trifluoroethyl chloride."
A7,1.441893695,1,28.2546,5.944030560150242,6.646957113695146,1.0799291291285615,97.96000000000001,2.035436071214222,"BBB: Concordant nonsupportive; P-gp: Discordant; predicted safety alerts: hERG II; hERG I and hepatotoxicity: No; medicinal chemistry: PAINS=0, Brenk=0",Predicted hERG II; BBB concordant nonsupportive; P-gp discordant,0,No,plausible route with one unresolved key step,Preparation of the N-difluoromethylated purinone core; ASKCOS recovered no genuine direct N-difluoromethylation reaction.
A8,0.3447319989,7,16.635199999999998,3.043998800919605,6.981768728399277,0.9591377653718908,85.76,8.26335283041938,"BBB: Concordant supportive; P-gp: Discordant; predicted safety alerts: Ames; hERG II; hERG I and hepatotoxicity: No; medicinal chemistry: PAINS=0, Brenk=0; duplicate-run uncertainty in BBB/CNS permeability, lipophilicity and Ames (primary Yes, duplicate No)",Predicted Ames; hERG II; BBB concordant supportive; P-gp discordant; Ames duplicate-run discordance,200,Yes,strong scaffold precedent recovered,N-alkylation of the N-methyl chloro purinone with the bulky A8 alpha-bromo tertiary amide.
A15,0.3031164053,8,17.0422,3.3060122050591403,8.303408801841735,0.8308775112435766,82.14,9.510152469860829,"BBB: Concordant nonsupportive; P-gp: Discordant; predicted safety alerts: hERG II; hERG I and hepatotoxicity: No; medicinal chemistry: PAINS=0, Brenk=0",Predicted hERG II; BBB concordant nonsupportive; P-gp discordant,200,Yes,strong scaffold precedent recovered,Monoalkylative formation of the A15-specific secondary benzylamine from ethylamine and the exact F/CF3-substituted benzyl bromide.
AC-5216,-2.013148944,,18.4902,2.18622658935436,6.564729441785812,0.8602001421310871,87.97999999999999,9.151611879882147,"BBB: Concordant supportive; P-gp: Discordant; predicted safety alerts: Ames; hERG II; hERG I and hepatotoxicity: No; medicinal chemistry: PAINS=0, Brenk=0",Predicted Ames; hERG II; BBB concordant supportive; P-gp discordant,200,Yes,strong scaffold precedent recovered,"Purinone N-alkylation with tert-butyl haloacetate, including practical N-selectivity and access to the advanced N-methyl chloro purinone."
