Time [h],PeripheralVenousBlood-Analog7-Plasma (Peripheral Venous Blood) [µmol/l],ArterialBlood-Plasma-Analog7-Concentration in container [µmol/l],Brain-Analog7-Tissue [µmol/l],Liver-Analog7-Tissue (Liver) [µmol/l],Brain-Intracellular-Analog7-Concentration in container [µmol/l],Brain-Interstitial-Analog7-Concentration in container [µmol/l],Brain-BloodCells-Analog7-Concentration in container [µmol/l],Brain-Plasma-Analog7-Concentration in container [µmol/l],PeripheralVenousBlood-Analog7-Whole Blood (Peripheral Venous Blood) [µmol/l],ArterialBlood-Analog7-Whole Blood [µmol/l]
0.1333333,0.0007122798,0.0006637007,0.000002937797,0.001970602,0.000001917486,0.0002470473,0.0002908526,0.0006654049,0.0005219795,0.0004880056
0.135,0.0007067595,0.0006611273,0.000002943611,0.001966125,0.000001927613,0.0002460211,0.0002896961,0.0006627925,0.0005180422,0.0004861024
0.1366667,0.000701397,0.0006585937,0.000002949466,0.0019615,0.000001937698,0.0002450148,0.0002885585,0.0006602223,0.0005142164,0.000484229
0.1383333,0.0006961868,0.0006560976,0.000002955357,0.001956736,0.000001947743,0.0002440271,0.0002874388,0.0006576917,0.0005104979,0.0004823836
0.14,0.0006911233,0.0006536367,0.00000296128,0.001951841,0.000001957747,0.0002430566,0.0002863359,0.0006551982,0.0005068828,0.0004805645
0.1416667,0.0006862013,0.0006512089,0.000002967231,0.001946823,0.000001967712,0.0002421021,0.0002852487,0.0006527397,0.0005033673,0.0004787701
0.1433333,0.0006814152,0.0006488127,0.000002973207,0.001941687,0.000001977637,0.0002411632,0.0002841768,0.0006503146,0.0004999476,0.0004769995
0.145,0.0006767603,0.0006464464,0.000002979205,0.001936442,0.000001987524,0.0002402387,0.000283119,0.0006479208,0.0004966202,0.0004752511
0.1466667,0.0006722317,0.0006441082,0.000002985221,0.001931092,0.000001997374,0.0002393277,0.0002820746,0.0006455567,0.0004933817,0.0004735237
0.1483333,0.0006678248,0.0006417964,0.000002991254,0.001925646,0.000002007186,0.0002384295,0.0002810429,0.0006432203,0.0004902289,0.0004718162
0.15,0.0006635351,0.0006395101,0.0000029973,0.001920108,0.000002016962,0.0002375434,0.0002800233,0.0006409108,0.0004871584,0.0004701277
0.1516667,0.0006593582,0.0006372479,0.000003003359,0.001914484,0.000002026701,0.0002366687,0.0002790153,0.0006386265,0.0004841672,0.0004684574
0.1533333,0.0006552898,0.0006350086,0.000003009427,0.00190878,0.000002036405,0.0002358049,0.0002780181,0.0006363662,0.0004812524,0.0004668041
0.155,0.0006513261,0.0006327911,0.000003015503,0.001903001,0.000002046073,0.0002349515,0.0002770314,0.0006341288,0.000478411,0.0004651672
0.1566667,0.0006474631,0.0006305945,0.000003021584,0.001897152,0.000002055707,0.0002341078,0.0002760546,0.0006319132,0.0004756404,0.000463546
0.1583333,0.000643697,0.0006284179,0.00000302767,0.001891238,0.000002065305,0.0002332735,0.0002750874,0.0006297185,0.000472938,0.0004619398
0.16,0.0006400242,0.0006262604,0.000003033759,0.001885263,0.00000207487,0.000232448,0.0002741292,0.0006275438,0.000470301,0.0004603479
0.1616667,0.0006364412,0.0006241213,0.00000303985,0.001879231,0.000002084401,0.0002316309,0.0002731798,0.0006253882,0.0004677272,0.0004587698
0.1633333,0.0006329448,0.0006219998,0.00000304594,0.001873148,0.000002093899,0.0002308219,0.0002722388,0.000623251,0.0004652141,0.0004572049
0.165,0.0006295317,0.0006198952,0.00000305203,0.001867016,0.000002103363,0.0002300206,0.0002713058,0.0006211315,0.0004627595,0.0004556527
0.1666667,0.0006261987,0.000617807,0.000003058117,0.00186084,0.000002112794,0.0002292266,0.0002703806,0.0006190289,0.0004603612,0.0004541128
0.1683333,0.000622943,0.0006157345,0.000003064201,0.001854623,0.000002122193,0.0002284396,0.0002694628,0.0006169426,0.0004580171,0.0004525846
0.17,0.0006197616,0.0006136774,0.000003070282,0.001848369,0.00000213156,0.0002276594,0.0002685522,0.0006148723,0.0004557252,0.000451068
0.1716667,0.0006166518,0.000611635,0.000003076357,0.001842082,0.000002140895,0.0002268858,0.0002676487,0.0006128173,0.0004534836,0.0004495625
0.1733333,0.000613611,0.000609607,0.000003082428,0.001835763,0.000002150198,0.0002261185,0.0002667519,0.0006107771,0.0004512904,0.0004480676
0.175,0.0006106366,0.0006075927,0.000003088491,0.001829418,0.000002159469,0.0002253571,0.0002658617,0.0006087511,0.0004491438,0.0004465832
0.1766667,0.0006077262,0.0006055918,0.000003094548,0.001823047,0.000002168709,0.0002246014,0.0002649777,0.000606739,0.0004470422,0.0004451088
0.1783333,0.0006048775,0.0006036038,0.000003100596,0.001816655,0.000002177918,0.0002238512,0.0002640997,0.0006047401,0.0004449839,0.000443644
0.18,0.0006020881,0.0006016285,0.000003106636,0.001810244,0.000002187097,0.0002231063,0.0002632278,0.0006027542,0.0004429672,0.0004421887
0.1816667,0.000599356,0.0005996661,0.000003112668,0.001803816,0.000002196245,0.000222367,0.0002623618,0.0006007816,0.0004409908,0.0004407431
0.1833333,0.000596679,0.0005977157,0.000003118692,0.001797373,0.000002205362,0.0002216329,0.0002615016,0.0005988215,0.0004390531,0.0004393065
0.185,0.0005940551,0.0005957772,0.000003124706,0.001790919,0.000002214449,0.0002209036,0.0002606468,0.0005968734,0.0004371527,0.0004378788
0.1866667,0.0005914824,0.00059385,0.000003130709,0.001784456,0.000002223506,0.000220179,0.0002597973,0.000594937,0.0004352882,0.0004364596
0.1883333,0.0005889591,0.0005919339,0.000003136702,0.001777985,0.000002232534,0.0002194587,0.000258953,0.0005930118,0.0004334585,0.0004350487
0.19,0.0005864834,0.0005900285,0.000003142682,0.00177151,0.000002241533,0.0002187427,0.0002581136,0.0005910976,0.0004316621,0.0004336457
0.1916667,0.0005840536,0.0005881346,0.000003148654,0.00176503,0.000002250501,0.0002180316,0.0002572796,0.0005891952,0.0004298981,0.0004322514
0.1933333,0.0005816681,0.0005862515,0.000003154614,0.001758549,0.000002259441,0.0002173249,0.0002564505,0.0005873038,0.0004281652,0.0004308651
0.195,0.0005793252,0.0005843788,0.000003160563,0.001752068,0.000002268351,0.0002166223,0.0002556263,0.000585423,0.0004264623,0.0004294867
0.1966667,0.0005770235,0.0005825163,0.000003166501,0.001745589,0.000002277233,0.0002159238,0.0002548068,0.0005835526,0.0004247883,0.0004281158
0.1983333,0.0005747615,0.0005806639,0.000003172426,0.001739113,0.000002286086,0.0002152292,0.0002539919,0.0005816923,0.0004231422,0.0004267524
0.2,0.0005725377,0.0005788211,0.000003178338,0.001732643,0.000002294911,0.0002145383,0.0002531815,0.000579842,0.0004215231,0.0004253964
0.2016667,0.0005703509,0.0005769884,0.000003184239,0.00172618,0.000002303707,0.0002138515,0.0002523757,0.0005780018,0.00041993,0.0004240478
0.2033333,0.0005681998,0.0005751657,0.000003190128,0.001719724,0.000002312475,0.0002131686,0.0002515744,0.0005761718,0.0004183621,0.0004227066
0.205,0.0005660832,0.0005733527,0.000003196005,0.001713278,0.000002321215,0.0002124894,0.0002507776,0.0005743515,0.0004168185,0.0004213726
0.2066667,0.0005639999,0.0005715492,0.00000320187,0.001706842,0.000002329928,0.000211814,0.0002499851,0.000572541,0.0004152983,0.0004200458
0.2083333,0.0005619486,0.0005697551,0.000003207722,0.001700418,0.000002338612,0.0002111423,0.0002491969,0.00057074,0.0004138007,0.000418726
0.21,0.0005599284,0.0005679704,0.000003213562,0.001694007,0.000002347269,0.0002104741,0.000248413,0.0005689484,0.000412325,0.0004174131
0.2116667,0.000557938,0.0005661949,0.00000321939,0.00168761,0.000002355899,0.0002098095,0.0002476333,0.0005671663,0.0004108704,0.0004161072
0.2133333,0.0005559768,0.0005644289,0.000003225205,0.001681228,0.000002364501,0.0002091486,0.0002468579,0.0005653935,0.0004094364,0.0004148082
0.215,0.0005540436,0.000562672,0.000003231008,0.001674861,0.000002373077,0.0002084911,0.0002460866,0.0005636301,0.0004080221,0.0004135161
0.2166667,0.0005521375,0.0005609242,0.000003236799,0.001668512,0.000002381625,0.0002078372,0.0002453195,0.0005618758,0.000406627,0.0004122307
0.2183333,0.0005502576,0.0005591855,0.000003242577,0.001662181,0.000002390146,0.0002071867,0.0002445564,0.0005601308,0.0004052505,0.0004109521
0.22,0.000548403,0.0005574559,0.000003248344,0.001655868,0.000002398641,0.0002065397,0.0002437975,0.0005583949,0.0004038919,0.0004096802
0.2216667,0.0005465729,0.0005557353,0.000003254098,0.001649575,0.000002407109,0.0002058961,0.0002430426,0.000556668,0.0004025506,0.000408415
0.2233333,0.0005447667,0.0005540235,0.00000325984,0.001643302,0.000002415551,0.000205256,0.0002422917,0.0005549502,0.0004012262,0.0004071564
0.225,0.0005429835,0.0005523207,0.00000326557,0.001637049,0.000002423966,0.0002046192,0.0002415448,0.0005532412,0.0003999181,0.0004059043
0.2266667,0.0005412226,0.0005506267,0.000003271287,0.001630818,0.000002432356,0.0002039857,0.0002408018,0.0005515413,0.0003986259,0.0004046589
0.2283333,0.0005394834,0.0005489415,0.000003276993,0.00162461,0.000002440719,0.0002033556,0.0002400629,0.0005498501,0.0003973491,0.00040342
0.23,0.0005377652,0.000547265,0.000003282687,0.001618424,0.000002449056,0.0002027287,0.0002393278,0.0005481677,0.0003960871,0.0004021875
0.2316667,0.0005360672,0.0005455972,0.000003288368,0.001612262,0.000002457368,0.0002021052,0.0002385966,0.0005464941,0.0003948396,0.0004009614
0.2333333,0.000534389,0.0005439381,0.000003294038,0.001606123,0.000002465654,0.0002014849,0.0002378693,0.0005448293,0.0003936061,0.0003997419
0.235,0.0005327301,0.0005422878,0.000003299696,0.001600008,0.000002473915,0.0002008679,0.000237146,0.0005431732,0.0003923863,0.0003985288
0.2366667,0.0005310898,0.0005406461,0.000003305343,0.001593918,0.00000248215,0.0002002543,0.0002364265,0.0005415259,0.0003911798,0.0003973221
0.2383333,0.0005294677,0.000539013,0.000003310977,0.001587854,0.00000249036,0.0001996438,0.0002357108,0.0005398872,0.0003899862,0.0003961217
0.24,0.000527863,0.0005373883,0.000003316601,0.001581815,0.000002498545,0.0001990365,0.0002349989,0.000538257,0.0003888052,0.0003949276
0.2416667,0.0005262755,0.0005357722,0.000003322212,0.001575802,0.000002506705,0.0001984324,0.0002342908,0.0005366353,0.0003876363,0.0003937398
0.2433333,0.0005247045,0.0005341644,0.000003327812,0.001569815,0.00000251484,0.0001978314,0.0002335864,0.0005350221,0.0003864793,0.0003925582
0.245,0.0005231497,0.0005325649,0.0000033334,0.001563856,0.00000252295,0.0001972335,0.0002328858,0.0005334172,0.0003853337,0.0003913827
0.2466667,0.0005216104,0.0005309737,0.000003338976,0.001557924,0.000002531036,0.0001966386,0.0002321887,0.0005318205,0.0003841993,0.0003902133
0.2483333,0.0005200863,0.0005293905,0.00000334454,0.001552019,0.000002539098,0.0001960466,0.0002314953,0.000530232,0.0003830757,0.0003890499
0.25,0.0005185774,0.0005278161,0.000003350094,0.001546141,0.000002547135,0.0001954581,0.0002308058,0.0005286523,0.0003819631,0.000387893
0.2583333,0.0005112443,0.000520068,0.000003377698,0.001517174,0.00000258696,0.0001925618,0.0002274131,0.0005208783,0.0003765515,0.0003821999
0.2666667,0.0005042293,0.0005125199,0.000003405024,0.001488931,0.000002626198,0.0001897392,0.0002241088,0.0005133047,0.0003713687,0.0003766542
0.275,0.0004975002,0.0005051703,0.000003432087,0.001461423,0.000002664862,0.0001869908,0.0002208923,0.0005059306,0.0003663923,0.000371255
0.2833333,0.0004910236,0.0004980129,0.000003458891,0.001434663,0.000002702968,0.0001843135,0.0002177604,0.0004987491,0.0003615989,0.0003659975
0.2916667,0.0004847784,0.0004910455,0.000003485448,0.001408648,0.000002740531,0.000181707,0.0002147122,0.0004917582,0.000356974,0.0003608798
0.3,0.0004787427,0.000484264,0.000003511767,0.001383373,0.000002777564,0.0001791698,0.0002117456,0.0004849539,0.000352502,0.0003558989
0.3083333,0.000472902,0.0004776644,0.000003537856,0.001358829,0.000002814083,0.0001767005,0.0002088591,0.0004783321,0.0003481728,0.0003510519
0.3166667,0.0004672422,0.0004712431,0.000003563723,0.001335004,0.0000028501,0.000174298,0.0002060507,0.0004718893,0.0003439767,0.0003463361
0.325,0.0004617525,0.0004649953,0.000003589374,0.001311883,0.000002885629,0.0001719603,0.0002033185,0.0004656207,0.0003399057,0.0003417478
0.3333333,0.0004564229,0.0004589164,0.000003614815,0.001289449,0.000002920683,0.0001696858,0.0002006603,0.0004595214,0.0003359528,0.0003372836
0.3416667,0.0004512447,0.0004530015,0.000003640052,0.001267687,0.000002955276,0.0001674728,0.000198074,0.0004535869,0.0003321119,0.00033294
0.35,0.00044621,0.0004472457,0.000003665089,0.001246577,0.000002989419,0.0001653192,0.0001955574,0.0004478121,0.0003283771,0.0003287133
0.3583333,0.000441312,0.0004416446,0.000003689932,0.001226102,0.000003023124,0.0001632237,0.0001931085,0.0004421925,0.0003247437,0.0003246002
0.3666667,0.0004365441,0.0004361936,0.000003714585,0.001206244,0.000003056405,0.0001611843,0.0001907253,0.0004367235,0.0003212068,0.0003205973
0.375,0.0004319012,0.0004308883,0.000003739054,0.001186982,0.000003089271,0.0001591997,0.0001884059,0.0004314008,0.0003177627,0.0003167015
0.3833333,0.000427378,0.0004257244,0.000003763342,0.001168299,0.000003121733,0.0001572681,0.0001861483,0.0004262202,0.0003144076,0.0003129095
0.3916667,0.0004229702,0.0004206976,0.000003787453,0.001150174,0.000003153804,0.0001553881,0.0001839508,0.0004211772,0.0003111384,0.0003092182
0.4,0.0004186731,0.0004158036,0.000003811392,0.001132589,0.000003185493,0.0001535579,0.0001818113,0.0004162675,0.0003079515,0.0003056245
0.4083333,0.0004144829,0.0004110381,0.000003835162,0.001115528,0.00000321681,0.000151776,0.0001797281,0.0004114868,0.0003048442,0.0003021251
0.4166667,0.0004103964,0.0004063971,0.000003858765,0.00109897,0.000003247764,0.0001500409,0.0001776992,0.0004068311,0.000301814,0.000298717
0.425,0.0004064095,0.0004018765,0.000003882207,0.001082899,0.000003278366,0.000148351,0.0001757231,0.0004022964,0.000298858,0.0002953974
0.4333333,0.0004025186,0.0003974726,0.000003905488,0.001067299,0.000003308625,0.000146705,0.0001737979,0.0003978787,0.0002959735,0.0002921634
0.4416667,0.0003987213,0.0003931813,0.000003928613,0.001052151,0.00000333855,0.0001451013,0.000171922,0.0003935742,0.0002931587,0.0002890121
0.45,0.0003950142,0.000388999,0.000003951583,0.001037442,0.000003368148,0.0001435386,0.0001700938,0.0003893792,0.000290411,0.0002859408
0.4583333,0.0003913939,0.0003849224,0.000003974403,0.001023155,0.000003397428,0.0001420156,0.0001683117,0.0003852902,0.000287728,0.0002829471
0.4666667,0.000387858,0.0003809477,0.000003997074,0.001009276,0.000003426399,0.000140531,0.0001665743,0.0003813036,0.0002851078,0.0002800283
0.475,0.0003844038,0.0003770718,0.000004019598,0.0009957901,0.000003455068,0.0001390835,0.00016488,0.0003774162,0.0002825484,0.0002771819
0.4833333,0.000381028,0.0003732915,0.00000404198,0.0009826841,0.000003483443,0.0001376719,0.0001632275,0.0003736247,0.0002800475,0.0002744057
0.4916667,0.0003777285,0.0003696035,0.000004064219,0.0009699445,0.00000351153,0.000136295,0.0001616154,0.000369926,0.0002776033,0.0002716973
0.5,0.0003745026,0.000366005,0.00000408632,0.0009575587,0.000003539338,0.0001349518,0.0001600424,0.0003663171,0.000275214,0.0002690545
0.5083333,0.0003713478,0.000362493,0.000004108284,0.0009455143,0.000003566872,0.0001336411,0.0001585071,0.0003627951,0.0002728777,0.0002664752
0.5166667,0.000368262,0.0003590646,0.000004130113,0.0009337997,0.000003594139,0.0001323619,0.0001570085,0.0003593571,0.0002705927,0.0002639574
0.525,0.0003652428,0.0003557173,0.00000415181,0.0009224036,0.000003621146,0.0001311131,0.0001555453,0.0003560004,0.0002683574,0.000261499
