ligand_id,logD7.4_est,TPSA,E_dock
emap3_Bn-4OCF2Ph_PhCH2F,6.129,82.25,-6.908
emap3_Bn-4OCF2Ph_OCH2CF2H,4.79,91.48,-6.373
emap3_Bn-4OCF2Ph_OCH2CH2CF2H,4.833,91.48,-6.483
emap3_Bn-4OCF2Ph_CH2CF2H,5.065,82.25,-5.24
emap3_Bn-4OCF2Ph_CH2CH2CF2H,4.935,82.25,-6.774
emap3_Bn-4OCF2Ph_OCH2CH2CH2CHF2,5.223,91.48,-3.913
emap3_Bn-4OCF2Ph_CH2CH2CF2CF3,5.571,82.25,-7.47
emap3_Bn-4OCF2Ph_CH2CF2CF3,5.701,82.25,-6.158
emap3_Bn-4OCF2Ph_CH2CH2CH2CF2CF3,5.961,82.25,-6.992
emap3_Bn-4OCF2Ph_CH2CH2CF2CH3,5.028,82.25,-6.116
emap3_Bn-4OCF2Ph_OCH2CF2CF3,5.425,91.48,-6.962
emap3_Bn-4OCF2Ph_OCH2CF2CH3,4.883,91.48,-6.827
emap3_Bn-4OCF2Ph_OCH2CH2CF2CF3,5.468,91.48,-6.077
emap3_Bn-4OCF2Ph_CH2CF2CH2F,5.108,82.25,-5.844
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2F,4.978,82.25,-6.239
emap3_Bn-4OCF2Ph_OCH2CF2CH2F,4.833,91.48,-6.708
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CHF2,5.274,82.25,-7.192
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CF3,5.571,82.25,-7.471
emap3_Bn-4OCF2Ph_OCH2CH2CF2CH2F,4.875,91.48,-5.952
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CH2F,5.368,82.25,-6.029
emap3_Bn-4OCF2Ph_CH2CF2CH2CH2F,5.498,82.25,-6.64
emap3_Bn-4OCF2Ph_CH2CF2CH2CHF2,5.404,82.25,-6.026
emap3_Bn-4OCF2Ph_CH2CF2CH2CF3,5.701,82.25,-6.173
emap3_Bn-4OCF2Ph_OCH2CF2CH2CH2F,5.223,91.48,-6.504
emap3_Bn-4OCF2Ph_OCH2CH2CF2CH2CH2F,5.265,91.48,-5.141
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CH2CHF2,5.664,82.25,-6.348
emap3_Bn-4OCF2Ph_CH2CH2CF2CH2CH2CF3,5.961,82.25,-6.839
emap3_Bn-3OMe_4F_Me,2.308,82.25,-6.027
emap3_Bn-3OMe_4F_Et,2.791,82.25,-6.226
emap3_Bn-3OMe_4F_nPr,3.181,82.25,-5.133
emap3_Bn-3OMe_4F_nBu,3.571,82.25,-5.907
emap3_Bn-3OMe_4F_CH2F,2.698,82.25,-4.98
emap3_Bn-3OMe_4F_CH2CH2F,2.74,82.25,-5.993
emap3_Bn-3OMe_4F_CH2CH2CH2F,3.131,82.25,-5.838
emap3_Bn-3OMe_4F_CH2CHF2,3.166,82.25,-6.394
emap3_Bn-3OMe_4F_CH2CH2CHF2,3.036,82.25,-6.141
emap3_Bn-3OMe_4F_CH2CH2CH2CHF2,3.426,82.25,-6.211
emap3_Bn-3OMe_4F_CH2CF3,3.247,82.25,-6.472
emap3_Bn-3OMe_4F_CH2CH2CF3,3.333,82.25,-6.169
emap3_Bn-3OMe_4F_CH2CH2CH2CF3,3.723,82.25,-5.756
emap3_Bn-3OMe_4F_OCH2F,2.553,91.48,-4.811
emap3_Bn-3OMe_4F_OCH2CHF2,2.891,91.48,-6.242
emap3_Bn-3OMe_4F_OCH2CF3,3.188,91.48,-6.113
emap3_Bn-3OMe_4F_OCH2CH2F,2.595,91.48,-5.816
emap3_Bn-3OMe_4F_OCH2CH2CF3,3.23,91.48,-6.264
emap3_Bn-3OMe_4F_OCH2CH2CHF2,2.933,91.48,-6.126
emap3_Bn-3OMe_4F_OCH2CH2CH2F,2.638,91.48,-6.132
emap3_Bn-3OMe_4F_OCH2CH2CH2CF3,3.621,91.48,-6.174
emap3_Bn-3OMe_4F_CH2SiMe3,3.648,82.25,-5.915
emap3_Bn-3OMe_4F_CH2CH2SiMe3,4.109,82.25,-5.791
emap3_Bn-3OMe_4F_OSiMe3,2.958,91.48,-6.414
emap3_Bn-3OMe_4F_CH2SiEt3,4.819,82.25,-5.919
emap3_Bn-3OMe_4F_tBu,3.526,82.25,-6.043
emap3_Bn-3OMe_4F_BnCH2,4.128,82.25,-6.098
emap3_Bn-3OMe_4F_PhCH2F,4.23,82.25,-6.481
emap3_Bn-3OMe_4F_OCH2CF2H,2.891,91.48,-6.302
emap3_Bn-3OMe_4F_OCH2CH2CF2H,2.933,91.48,-6.189
emap3_Bn-3OMe_4F_CH2CF2H,3.166,82.25,-6.317
emap3_Bn-3OMe_4F_CH2CH2CF2H,3.036,82.25,-6.124
emap3_Bn-3OMe_4F_OCH2CH2CH2CHF2,3.323,91.48,-5.945
emap3_Bn-3OMe_4F_CH2CH2CF2CF3,3.671,82.25,-6.251
emap3_Bn-3OMe_4F_CH2CF2CF3,3.801,82.25,-6.512
emap3_Bn-3OMe_4F_CH2CH2CH2CF2CF3,4.061,82.25,-6.588
emap3_Bn-3OMe_4F_CH2CH2CF2CH3,3.129,82.25,-6.216
emap3_Bn-3OMe_4F_OCH2CF2CF3,3.526,91.48,-5.505
emap3_Bn-3OMe_4F_OCH2CF2CH3,2.984,91.48,-6.21
emap3_Bn-3OMe_4F_OCH2CH2CF2CF3,3.569,91.48,-5.61
emap3_Bn-3OMe_4F_CH2CF2CH2F,3.209,82.25,-5.887
emap3_Bn-3OMe_4F_CH2CH2CF2CH2F,3.079,82.25,-6.03
emap3_Bn-3OMe_4F_OCH2CF2CH2F,2.933,91.48,-5.987
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CHF2,3.374,82.25,-5.736
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CF3,3.671,82.25,-6.229
emap3_Bn-3OMe_4F_OCH2CH2CF2CH2F,2.976,91.48,-6.166
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2F,3.469,82.25,-5.975
emap3_Bn-3OMe_4F_CH2CF2CH2CH2F,3.599,82.25,-5.87
emap3_Bn-3OMe_4F_CH2CF2CH2CHF2,3.504,82.25,-5.506
emap3_Bn-3OMe_4F_CH2CF2CH2CF3,3.801,82.25,-6.412
emap3_Bn-3OMe_4F_OCH2CF2CH2CH2F,3.323,91.48,-5.26
emap3_Bn-3OMe_4F_OCH2CH2CF2CH2CH2F,3.366,91.48,-6.002
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2CHF2,3.764,82.25,-6.255
emap3_Bn-3OMe_4F_CH2CH2CF2CH2CH2CF3,4.061,82.25,-6.404
emap3_Bn-3F_4CF3_Me,3.395,73.02,-5.091
emap3_Bn-3F_4CF3_Et,3.878,73.02,-5.325
emap3_Bn-3F_4CF3_nPr,4.268,73.02,-6.614
emap3_Bn-3F_4CF3_nBu,4.658,73.02,-6.436
emap3_Bn-3F_4CF3_CH2F,3.785,73.02,-6.733
emap3_Bn-3F_4CF3_CH2CH2F,3.828,73.02,-6.386
emap3_Bn-3F_4CF3_CH2CH2CH2F,4.218,73.02,-6.132
emap3_Bn-3F_4CF3_CH2CHF2,4.253,73.02,-5.045
emap3_Bn-3F_4CF3_CH2CH2CHF2,4.123,73.02,-5.037
emap3_Bn-3F_4CF3_CH2CH2CH2CHF2,4.513,73.02,-6.729
emap3_Bn-3F_4CF3_CH2CF3,4.334,73.02,-5.239
emap3_Bn-3F_4CF3_CH2CH2CF3,4.42,73.02,-6.913
emap3_Bn-3F_4CF3_CH2CH2CH2CF3,4.811,73.02,-6.76
emap3_Bn-3F_4CF3_OCH2F,3.64,82.25,-6.454
emap3_Bn-3F_4CF3_OCH2CHF2,3.978,82.25,-5.401
emap3_Bn-3F_4CF3_OCH2CF3,4.275,82.25,-6.762
emap3_Bn-3F_4CF3_OCH2CH2F,3.682,82.25,-6.45
emap3_Bn-3F_4CF3_OCH2CH2CF3,4.318,82.25,-5.733
emap3_Bn-3F_4CF3_OCH2CH2CHF2,4.02,82.25,-6.601
emap3_Bn-3F_4CF3_OCH2CH2CH2F,3.725,82.25,-5.447
emap3_Bn-3F_4CF3_OCH2CH2CH2CF3,4.708,82.25,-5.897
emap3_Bn-3F_4CF3_CH2SiMe3,4.736,73.02,-6.406
emap3_Bn-3F_4CF3_CH2CH2SiMe3,5.196,73.02,-6.572
emap3_Bn-3F_4CF3_OSiMe3,4.045,82.25,-6.399
emap3_Bn-3F_4CF3_CH2SiEt3,5.906,73.02,-5.284
emap3_Bn-3F_4CF3_tBu,4.613,73.02,-5.16
emap3_Bn-3F_4CF3_BnCH2,5.215,73.02,-5.974
emap3_Bn-3F_4CF3_PhCH2F,5.317,73.02,-6.778
emap3_Bn-3F_4CF3_OCH2CF2H,3.978,82.25,-6.592
emap3_Bn-3F_4CF3_OCH2CH2CF2H,4.02,82.25,-6.61
emap3_Bn-3F_4CF3_CH2CF2H,4.253,73.02,-4.991
emap3_Bn-3F_4CF3_CH2CH2CF2H,4.123,73.02,-5.027
emap3_Bn-3F_4CF3_OCH2CH2CH2CHF2,4.41,82.25,-5.82
emap3_Bn-3F_4CF3_CH2CH2CF2CF3,4.759,73.02,-5.689
emap3_Bn-3F_4CF3_CH2CF2CF3,4.889,73.02,-5.752
emap3_Bn-3F_4CF3_CH2CH2CH2CF2CF3,5.149,73.02,-6.315
emap3_Bn-3F_4CF3_CH2CH2CF2CH3,4.216,73.02,-6.665
emap3_Bn-3F_4CF3_OCH2CF2CF3,4.613,82.25,-6.005
emap3_Bn-3F_4CF3_OCH2CF2CH3,4.071,82.25,-5.61
emap3_Bn-3F_4CF3_OCH2CH2CF2CF3,4.656,82.25,-5.638
emap3_Bn-3F_4CF3_CH2CF2CH2F,4.296,73.02,-4.993
emap3_Bn-3F_4CF3_CH2CH2CF2CH2F,4.166,73.02,-6.794
emap3_Bn-3F_4CF3_OCH2CF2CH2F,4.02,82.25,-5.777
emap3_Bn-3F_4CF3_CH2CH2CF2CH2CHF2,4.461,73.02,-6.897
emap3_Bn-3F_4CF3_CH2CH2CF2CH2CF3,4.759,73.02,-6.095
emap3_Bn-3F_4CF3_OCH2CH2CF2CH2F,4.063,82.25,-5.758
emap3_Bn-3F_4CF3_CH2CH2CF2CH2CH2F,4.556,73.02,-6.373
emap3_Bn-3F_4CF3_CH2CF2CH2CH2F,4.686,73.02,-5.624
emap3_Bn-3F_4CF3_CH2CF2CH2CHF2,4.591,73.02,-6.848
emap3_Bn-3F_4CF3_CH2CF2CH2CF3,4.889,73.02,-5.772
emap3_Bn-3F_4CF3_OCH2CF2CH2CH2F,4.41,82.25,-5.514
emap3_Bn-3F_4CF3_OCH2CH2CF2CH2CH2F,4.453,82.25,-5.689
emap3_Bn-3F_4CF3_CH2CH2CF2CH2CH2CHF2,4.851,73.02,-5.931
emap3_Bn-3F_4CF3_CH2CH2CF2CH2CH2CF3,5.149,73.02,-6.871
emap3_Bn-3Cl_4CF3_Me,3.909,73.02,-5.128
emap3_Bn-3Cl_4CF3_Et,4.392,73.02,-4.989
emap3_Bn-3Cl_4CF3_nPr,4.782,73.02,-4.865
emap3_Bn-3Cl_4CF3_nBu,5.173,73.02,-4.989
emap3_Bn-3Cl_4CF3_CH2F,4.299,73.02,-6.786
emap3_Bn-3Cl_4CF3_CH2CH2F,4.342,73.02,-4.895
emap3_Bn-3Cl_4CF3_CH2CH2CH2F,4.732,73.02,-4.883
emap3_Bn-3Cl_4CF3_CH2CHF2,4.768,73.02,-5.04
emap3_Bn-3Cl_4CF3_CH2CH2CHF2,4.638,73.02,-5.092
emap3_Bn-3Cl_4CF3_CH2CH2CH2CHF2,5.028,73.02,-5.769
emap3_Bn-3Cl_4CF3_CH2CF3,4.849,73.02,-5.704
emap3_Bn-3Cl_4CF3_CH2CH2CF3,4.935,73.02,-7.037
emap3_Bn-3Cl_4CF3_CH2CH2CH2CF3,5.325,73.02,-6.814
emap3_Bn-3Cl_4CF3_OCH2F,4.154,82.25,-4.814
emap3_Bn-3Cl_4CF3_OCH2CHF2,4.492,82.25,-4.973
emap3_Bn-3Cl_4CF3_OCH2CF3,4.789,82.25,-6.787
emap3_Bn-3Cl_4CF3_OCH2CH2F,4.197,82.25,-6.319
emap3_Bn-3Cl_4CF3_OCH2CH2CF3,4.832,82.25,-6.048
emap3_Bn-3Cl_4CF3_OCH2CH2CHF2,4.535,82.25,-4.951
emap3_Bn-3Cl_4CF3_OCH2CH2CH2F,4.239,82.25,-5.335
emap3_Bn-3Cl_4CF3_OCH2CH2CH2CF3,5.222,82.25,-5.898
emap3_Bn-3Cl_4CF3_CH2SiMe3,5.25,73.02,-5.307
emap3_Bn-3Cl_4CF3_CH2CH2SiMe3,5.711,73.02,-6.513
emap3_Bn-3Cl_4CF3_OSiMe3,4.559,82.25,-5.162
emap3_Bn-3Cl_4CF3_CH2SiEt3,6.42,73.02,-5.88
emap3_Bn-3Cl_4CF3_tBu,5.127,73.02,-5.479
emap3_Bn-3Cl_4CF3_BnCH2,5.729,73.02,-6.018
emap3_Bn-3Cl_4CF3_PhCH2F,5.831,73.02,-6.27
emap3_Bn-3Cl_4CF3_OCH2CF2H,4.492,82.25,-5.631
emap3_Bn-3Cl_4CF3_OCH2CH2CF2H,4.535,82.25,-6.532
emap3_Bn-3Cl_4CF3_CH2CF2H,4.768,73.02,-5.073
emap3_Bn-3Cl_4CF3_CH2CH2CF2H,4.638,73.02,-4.952
emap3_Bn-3Cl_4CF3_OCH2CH2CH2CHF2,4.925,82.25,-6.03
emap3_Bn-3Cl_4CF3_CH2CH2CF2CF3,5.273,73.02,-5.625
emap3_Bn-3Cl_4CF3_CH2CF2CF3,5.403,73.02,-5.689
emap3_Bn-3Cl_4CF3_CH2CH2CH2CF2CF3,5.663,73.02,-5.908
emap3_Bn-3Cl_4CF3_CH2CH2CF2CH3,4.73,73.02,-4.937
emap3_Bn-3Cl_4CF3_OCH2CF2CF3,5.127,82.25,-5.751
emap3_Bn-3Cl_4CF3_OCH2CF2CH3,4.585,82.25,-5.698
emap3_Bn-3Cl_4CF3_OCH2CH2CF2CF3,5.17,82.25,-7.225
emap3_Bn-3Cl_4CF3_CH2CF2CH2F,4.81,73.02,-5.295
emap3_Bn-3Cl_4CF3_CH2CH2CF2CH2F,4.68,73.02,-6.797
emap3_Bn-3Cl_4CF3_OCH2CF2CH2F,4.535,82.25,-5.448
emap3_Bn-3Cl_4CF3_CH2CH2CF2CH2CHF2,4.976,73.02,-5.827
emap3_Bn-3Cl_4CF3_CH2CH2CF2CH2CF3,5.273,73.02,-5.639
emap3_Bn-3Cl_4CF3_OCH2CH2CF2CH2F,4.577,82.25,-5.829
emap3_Bn-3Cl_4CF3_CH2CH2CF2CH2CH2F,5.07,73.02,-6.715
emap3_Bn-3Cl_4CF3_CH2CF2CH2CH2F,5.2,73.02,-5.629
emap3_Bn-3Cl_4CF3_CH2CF2CH2CHF2,5.106,73.02,-5.425
emap3_Bn-3Cl_4CF3_CH2CF2CH2CF3,5.403,73.02,-5.724
emap3_Bn-3Cl_4CF3_OCH2CF2CH2CH2F,4.925,82.25,-5.76
emap3_Bn-3Cl_4CF3_OCH2CH2CF2CH2CH2F,4.967,82.25,-5.045
emap3_Bn-3Cl_4CF3_CH2CH2CF2CH2CH2CHF2,5.366,73.02,-5.851
emap3_Bn-3Cl_4CF3_CH2CH2CF2CH2CH2CF3,5.663,73.02,-6.861
emap3_Bn-3F_4OMe_Me,2.308,82.25,-6.266
emap3_Bn-3F_4OMe_Et,2.791,82.25,-5.708
emap3_Bn-3F_4OMe_nPr,3.181,82.25,-4.928
emap3_Bn-3F_4OMe_nBu,3.571,82.25,-5.941
emap3_Bn-3F_4OMe_CH2F,2.698,82.25,-5.803
emap3_Bn-3F_4OMe_CH2CH2F,2.74,82.25,-6.07
emap3_Bn-3F_4OMe_CH2CH2CH2F,3.131,82.25,-5.914
emap3_Bn-3F_4OMe_CH2CHF2,3.166,82.25,-6.511
emap3_Bn-3F_4OMe_CH2CH2CHF2,3.036,82.25,-6.279
emap3_Bn-3F_4OMe_CH2CH2CH2CHF2,3.426,82.25,-6.573
emap3_Bn-3F_4OMe_CH2CF3,3.247,82.25,-5.993
emap3_Bn-3F_4OMe_CH2CH2CF3,3.333,82.25,-6.419
emap3_Bn-3F_4OMe_CH2CH2CH2CF3,3.723,82.25,-6.426
emap3_Bn-3F_4OMe_OCH2F,2.553,91.48,-5.993
emap3_Bn-3F_4OMe_OCH2CHF2,2.891,91.48,-6.291
emap3_Bn-3F_4OMe_OCH2CF3,3.188,91.48,-6.331
emap3_Bn-3F_4OMe_OCH2CH2F,2.595,91.48,-5.761
emap3_Bn-3F_4OMe_OCH2CH2CF3,3.23,91.48,-6.11
emap3_Bn-3F_4OMe_OCH2CH2CHF2,2.933,91.48,-5.938
emap3_Bn-3F_4OMe_OCH2CH2CH2F,2.638,91.48,-6.287
emap3_Bn-3F_4OMe_OCH2CH2CH2CF3,3.621,91.48,-5.15
emap3_Bn-3F_4OMe_CH2SiMe3,3.648,82.25,-5.349
emap3_Bn-3F_4OMe_CH2CH2SiMe3,4.109,82.25,-5.815
emap3_Bn-3F_4OMe_OSiMe3,2.958,91.48,-5.01
emap3_Bn-3F_4OMe_CH2SiEt3,4.819,82.25,-6.042
emap3_Bn-3F_4OMe_tBu,3.526,82.25,-6.087
emap3_Bn-3F_4OMe_BnCH2,4.128,82.25,-5.525
emap3_Bn-3F_4OMe_PhCH2F,4.23,82.25,-6.646
emap3_Bn-3F_4OMe_OCH2CF2H,2.891,91.48,-6.253
emap3_Bn-3F_4OMe_OCH2CH2CF2H,2.933,91.48,-5.958
emap3_Bn-3F_4OMe_CH2CF2H,3.166,82.25,-6.052
emap3_Bn-3F_4OMe_CH2CH2CF2H,3.036,82.25,-5.999
emap3_Bn-3F_4OMe_OCH2CH2CH2CHF2,3.323,91.48,-6.092
emap3_Bn-3F_4OMe_CH2CH2CF2CF3,3.671,82.25,-6.45
emap3_Bn-3F_4OMe_CH2CF2CF3,3.801,82.25,-6.71
emap3_Bn-3F_4OMe_CH2CH2CH2CF2CF3,4.061,82.25,-6.447
emap3_Bn-3F_4OMe_CH2CH2CF2CH3,3.129,82.25,-6.07
emap3_Bn-3F_4OMe_OCH2CF2CF3,3.526,91.48,-6.332
emap3_Bn-3F_4OMe_OCH2CF2CH3,2.984,91.48,-6.269
emap3_Bn-3F_4OMe_OCH2CH2CF2CF3,3.569,91.48,-5.894
emap3_Bn-3F_4OMe_CH2CF2CH2F,3.209,82.25,-6.103
emap3_Bn-3F_4OMe_CH2CH2CF2CH2F,3.079,82.25,-6.51
emap3_Bn-3F_4OMe_OCH2CF2CH2F,2.933,91.48,-5.951
emap3_Bn-3F_4OMe_CH2CH2CF2CH2CHF2,3.374,82.25,-6.205
emap3_Bn-3F_4OMe_CH2CH2CF2CH2CF3,3.671,82.25,-6.463
emap3_Bn-3F_4OMe_OCH2CH2CF2CH2F,2.976,91.48,-4.644
emap3_Bn-3F_4OMe_CH2CH2CF2CH2CH2F,3.469,82.25,-6.011
emap3_Bn-3F_4OMe_CH2CF2CH2CH2F,3.599,82.25,-5.982
emap3_Bn-3F_4OMe_CH2CF2CH2CHF2,3.504,82.25,-4.881
emap3_Bn-3F_4OMe_CH2CF2CH2CF3,3.801,82.25,-6.107
emap3_Bn-3F_4OMe_OCH2CF2CH2CH2F,3.323,91.48,-4.811
emap3_Bn-3F_4OMe_OCH2CH2CF2CH2CH2F,3.366,91.48,-4.753
emap3_Bn-3F_4OMe_CH2CH2CF2CH2CH2CHF2,3.764,82.25,-6.284
emap3_Bn-3F_4OMe_CH2CH2CF2CH2CH2CF3,4.061,82.25,-5.533
emap3_Bn-3CF3_4F_Me,3.395,73.02,-6.715
emap3_Bn-3CF3_4F_Et,3.878,73.02,-6.688
emap3_Bn-3CF3_4F_nPr,4.268,73.02,-6.748
emap3_Bn-3CF3_4F_nBu,4.658,73.02,-6.619
emap3_Bn-3CF3_4F_CH2F,3.785,73.02,-7.049
emap3_Bn-3CF3_4F_CH2CH2F,3.828,73.02,-6.724
emap3_Bn-3CF3_4F_CH2CH2CH2F,4.218,73.02,-6.746
emap3_Bn-3CF3_4F_CH2CHF2,4.253,73.02,-6.672
emap3_Bn-3CF3_4F_CH2CH2CHF2,4.123,73.02,-6.823
emap3_Bn-3CF3_4F_CH2CH2CH2CHF2,4.513,73.02,-6.774
emap3_Bn-3CF3_4F_CH2CF3,4.334,73.02,-6.911
emap3_Bn-3CF3_4F_CH2CH2CF3,4.42,73.02,-6.892
emap3_Bn-3CF3_4F_CH2CH2CH2CF3,4.811,73.02,-6.953
emap3_Bn-3CF3_4F_OCH2F,3.64,82.25,-5.178
emap3_Bn-3CF3_4F_OCH2CHF2,3.978,82.25,-6.647
emap3_Bn-3CF3_4F_OCH2CF3,4.275,82.25,-6.918
emap3_Bn-3CF3_4F_OCH2CH2F,3.682,82.25,-6.689
emap3_Bn-3CF3_4F_OCH2CH2CF3,4.318,82.25,-6.817
emap3_Bn-3CF3_4F_OCH2CH2CHF2,4.02,82.25,-6.729
emap3_Bn-3CF3_4F_OCH2CH2CH2F,3.725,82.25,-6.473
emap3_Bn-3CF3_4F_OCH2CH2CH2CF3,4.708,82.25,-7.095
emap3_Bn-3CF3_4F_CH2SiMe3,4.736,73.02,-6.505
emap3_Bn-3CF3_4F_CH2CH2SiMe3,5.196,73.02,-5.272
emap3_Bn-3CF3_4F_OSiMe3,4.045,82.25,-6.816
emap3_Bn-3CF3_4F_CH2SiEt3,5.906,73.02,-6.154
emap3_Bn-3CF3_4F_tBu,4.613,73.02,-6.9
emap3_Bn-3CF3_4F_BnCH2,5.215,73.02,-7.276
emap3_Bn-3CF3_4F_PhCH2F,5.317,73.02,-7.267
emap3_Bn-3CF3_4F_OCH2CF2H,3.978,82.25,-6.718
emap3_Bn-3CF3_4F_OCH2CH2CF2H,4.02,82.25,-6.736
emap3_Bn-3CF3_4F_CH2CF2H,4.253,73.02,-6.758
emap3_Bn-3CF3_4F_CH2CH2CF2H,4.123,73.02,-6.863
emap3_Bn-3CF3_4F_OCH2CH2CH2CHF2,4.41,82.25,-6.744
emap3_Bn-3CF3_4F_CH2CH2CF2CF3,4.759,73.02,-6.963
emap3_Bn-3CF3_4F_CH2CF2CF3,4.889,73.02,-6.892
emap3_Bn-3CF3_4F_CH2CH2CH2CF2CF3,5.149,73.02,-6.695
emap3_Bn-3CF3_4F_CH2CH2CF2CH3,4.216,73.02,-6.887
emap3_Bn-3CF3_4F_OCH2CF2CF3,4.613,82.25,-6.583
emap3_Bn-3CF3_4F_OCH2CF2CH3,4.071,82.25,-6.89
emap3_Bn-3CF3_4F_OCH2CH2CF2CF3,4.656,82.25,-6.644
emap3_Bn-3CF3_4F_CH2CF2CH2F,4.296,73.02,-6.821
emap3_Bn-3CF3_4F_CH2CH2CF2CH2F,4.166,73.02,-6.802
emap3_Bn-3CF3_4F_OCH2CF2CH2F,4.02,82.25,-6.801
emap3_Bn-3CF3_4F_CH2CH2CF2CH2CHF2,4.461,73.02,-6.803
emap3_Bn-3CF3_4F_CH2CH2CF2CH2CF3,4.759,73.02,-6.948
emap3_Bn-3CF3_4F_OCH2CH2CF2CH2F,4.063,82.25,-6.462
emap3_Bn-3CF3_4F_CH2CH2CF2CH2CH2F,4.556,73.02,-6.679
emap3_Bn-3CF3_4F_CH2CF2CH2CH2F,4.686,73.02,-6.782
emap3_Bn-3CF3_4F_CH2CF2CH2CHF2,4.591,73.02,-7.047
emap3_Bn-3CF3_4F_CH2CF2CH2CF3,4.889,73.02,-6.886
emap3_Bn-3CF3_4F_OCH2CF2CH2CH2F,4.41,82.25,-6.724
emap3_Bn-3CF3_4F_OCH2CH2CF2CH2CH2F,4.453,82.25,-6.788
emap3_Bn-3CF3_4F_CH2CH2CF2CH2CH2CHF2,4.851,73.02,-6.972
emap3_Bn-3CF3_4F_CH2CH2CF2CH2CH2CF3,5.149,73.02,-5.113
emap3_Bn-3F_4SF5_Me,5.034,73.02,-6.154
emap3_Bn-3F_4SF5_Et,5.517,73.02,-6.285
emap3_Bn-3F_4SF5_nPr,5.907,73.02,-6.37
emap3_Bn-3F_4SF5_nBu,6.297,73.02,-7.74
emap3_Bn-3F_4SF5_CH2F,5.424,73.02,-4.742
emap3_Bn-3F_4SF5_CH2CH2F,5.466,73.02,-5.242
emap3_Bn-3F_4SF5_CH2CH2CH2F,5.856,73.02,-6.143
emap3_Bn-3F_4SF5_CH2CHF2,5.892,73.02,-6.444
emap3_Bn-3F_4SF5_CH2CH2CHF2,5.762,73.02,-7.477
emap3_Bn-3F_4SF5_CH2CH2CH2CHF2,6.152,73.02,-6.092
emap3_Bn-3F_4SF5_CH2CF3,5.973,73.02,-5.606
emap3_Bn-3F_4SF5_CH2CH2CF3,6.059,73.02,-8.63
emap3_Bn-3F_4SF5_CH2CH2CH2CF3,6.449,73.02,-7.831
emap3_Bn-3F_4SF5_OCH2F,5.278,82.25,-6.839
emap3_Bn-3F_4SF5_OCH2CHF2,5.616,82.25,-7.811
emap3_Bn-3F_4SF5_OCH2CF3,5.914,82.25,-8.058
emap3_Bn-3F_4SF5_OCH2CH2F,5.321,82.25,-4.738
emap3_Bn-3F_4SF5_OCH2CH2CF3,5.956,82.25,-7.296
emap3_Bn-3F_4SF5_OCH2CH2CHF2,5.659,82.25,-7.581
emap3_Bn-3F_4SF5_OCH2CH2CH2F,5.363,82.25,-7.316
emap3_Bn-3F_4SF5_OCH2CH2CH2CF3,6.346,82.25,-7.371
emap3_Bn-3F_4SF5_CH2SiMe3,6.374,73.02,-7.922
emap3_Bn-3F_4SF5_CH2CH2SiMe3,6.835,73.02,-7.314
emap3_Bn-3F_4SF5_OSiMe3,5.683,82.25,-6.833
emap3_Bn-3F_4SF5_CH2SiEt3,7.544,73.02,-6.866
emap3_Bn-3F_4SF5_tBu,6.252,73.02,-5.806
emap3_Bn-3F_4SF5_BnCH2,6.853,73.02,-6.26
emap3_Bn-3F_4SF5_PhCH2F,6.955,73.02,-8.036
emap3_Bn-3F_4SF5_OCH2CF2H,5.616,82.25,-7.866
emap3_Bn-3F_4SF5_OCH2CH2CF2H,5.659,82.25,-7.507
emap3_Bn-3F_4SF5_CH2CF2H,5.892,73.02,-6.36
emap3_Bn-3F_4SF5_CH2CH2CF2H,5.762,73.02,-7.486
emap3_Bn-3F_4SF5_OCH2CH2CH2CHF2,6.049,82.25,-6.955
emap3_Bn-3F_4SF5_CH2CH2CF2CF3,6.397,73.02,-8.217
emap3_Bn-3F_4SF5_CH2CF2CF3,6.527,73.02,-8.001
emap3_Bn-3F_4SF5_CH2CH2CH2CF2CF3,6.787,73.02,-8.224
emap3_Bn-3F_4SF5_CH2CH2CF2CH3,5.855,73.02,-6.896
emap3_Bn-3F_4SF5_OCH2CF2CF3,6.252,82.25,-7.062
emap3_Bn-3F_4SF5_OCH2CF2CH3,5.709,82.25,-5.907
emap3_Bn-3F_4SF5_OCH2CH2CF2CF3,6.294,82.25,-7.181
emap3_Bn-3F_4SF5_CH2CF2CH2F,5.934,73.02,-6.548
emap3_Bn-3F_4SF5_CH2CH2CF2CH2F,5.804,73.02,-7.714
emap3_Bn-3F_4SF5_OCH2CF2CH2F,5.659,82.25,-7.477
emap3_Bn-3F_4SF5_CH2CH2CF2CH2CHF2,6.1,73.02,-7.098
emap3_Bn-3F_4SF5_CH2CH2CF2CH2CF3,6.397,73.02,-8.079
emap3_Bn-3F_4SF5_OCH2CH2CF2CH2F,5.701,82.25,-6.407
emap3_Bn-3F_4SF5_CH2CH2CF2CH2CH2F,6.194,73.02,-7.647
emap3_Bn-3F_4SF5_CH2CF2CH2CH2F,6.324,73.02,-7.658
