endpoint,endpoint_label,candidate_1,candidate_2,n_1,n_2,mean_1,mean_2,mean_difference_1_minus_2,median_1,median_2,mann_whitney_U,exact_p_value,hedges_g_1_minus_2,cliffs_delta_1_vs_2,analysis_status,holm_p_all_pairs
com_delta_final_minus_first_A,COM-to-pocket drift,A15,AC-5216,3,3,0.8750296627404666,1.0223718077870971,-0.14734214504663057,1.1344246845664898,1.3885757000757346,3.0,0.7,-0.13888682605166244,-0.3333333333333333,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A3,A7,3,3,1.5417577645188878,0.13254850570494994,1.4092092588139378,0.8130919288696261,-0.1471625723916565,6.0,0.7,0.6561245421134873,0.3333333333333333,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A3,A8,3,3,1.5417577645188878,0.35080329367639207,1.1909544708424957,0.8130919288696261,0.0524667352301131,5.0,1.0,0.5357058929257966,0.1111111111111111,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A3,A15,3,3,1.5417577645188878,2.2526615476630094,-0.7109037831441216,0.8130919288696261,2.9135604347403454,4.0,1.0,-0.2754836460729515,-0.1111111111111111,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A3,AC-5216,3,3,1.5417577645188878,2.1057229353979596,-0.5639651708790718,0.8130919288696261,2.5032390435976852,4.0,1.0,-0.23158299924262815,-0.1111111111111111,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A7,A8,3,3,0.13254850570494994,0.35080329367639207,-0.21825478797144213,-0.1471625723916565,0.0524667352301131,4.0,1.0,-0.26085449054812265,-0.1111111111111111,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A7,A15,3,3,0.13254850570494994,2.2526615476630094,-2.1201130419580596,-0.1471625723916565,2.9135604347403454,1.0,0.2,-1.3637115549497927,-0.7777777777777778,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A7,AC-5216,3,3,0.13254850570494994,2.1057229353979596,-1.9731744296930096,-0.1471625723916565,2.5032390435976852,1.0,0.2,-1.518654985229805,-0.7777777777777778,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A8,A15,3,3,0.35080329367639207,2.2526615476630094,-1.9018582539866173,0.0524667352301131,2.9135604347403454,1.0,0.2,-1.147609147253451,-0.7777777777777778,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A8,AC-5216,3,3,0.35080329367639207,2.1057229353979596,-1.7549196417215676,0.0524667352301131,2.5032390435976852,1.0,0.2,-1.2354896889976055,-0.7777777777777778,exploratory,1.0
ligand_rmsd_delta_final_minus_first_A,Ligand RMSD drift,A15,AC-5216,3,3,2.2526615476630094,2.1057229353979596,0.14693861226504978,2.9135604347403454,2.5032390435976852,5.0,1.0,0.07603575138109998,0.1111111111111111,exploratory,1.0
